No,Namespace,Variable,Coleshill Heath School - 104070,Park Hall Infant Academy - 136303,Eversfield Preparatory School - 104122,Turves Green Primary School - 144390,The Westminster School - 132233,Holy Cross Catholic Primary School - 140525,The Meadows Primary School - 103296,Our Lady of the Wayside Catholic Primary School - 104098,Our Lady of the Wayside Catholic Primary School - 148085,Oakham Primary School - 103950,Manor Way Primary Academy - 142355,"St Anne's Catholic Primary School, Streetly - 104241",Ruckleigh School - 104127,Coppice Junior School - 104041,Hollyfield Primary School - 131672,Water Orton Primary School - 125620,St John Fisher Catholic Primary School - 103452,St John Fisher Catholic Primary School - 148266,Blackwood School - 148364,Blackwood School - 104211,Cranmore Infant School - 104042,Tenterfields Primary Academy - 143195,Tividale Community Primary School - 133261,Manor Primary School - 104210,Park Hill Primary School - 103910,Mesty Croft Primary - 137972,Widney Junior School - 104054,Tudor Grange Primary Academy Yew Tree - 147364,Yew Tree Primary School - 104058,Dickens Heath Community Primary School - 133720,St Augustine's Catholic Primary School - 148087,St Augustine's Catholic Primary School - 104100,St Joseph's Catholic Primary School - 140528,Brickhouse Primary School - 103936,Springfield Primary School - 132140,Woodrush High School - 136924,Turves Green Boys' School - 103500,Turves Green Boys' School - 148521,Bishop Vesey's Grammar School - 137988,Alderbrook School - 136994,New Ways School - 145417,Fairfax - 136908,John Willmott School - 144721,John Willmott School - 103522,Joseph Leckie Academy - 137830,"Tudor Grange Academy, Solihull - 136310",St Peter's Catholic School - 148094,St Peter's Catholic School - 104119,Solihull College & University Centre - 130481,Halesowen College - 130476,National state-funded primary,National state-funded secondary and 16 to 18,Description
327,CFR_21,PT1819CAT5LA,NA,,,,NA,,NA,NA,,NA,,NA,,NA,NA,NA,NA,,,NA,NA,,NA,NA,NA,,NA,,,NA,,NA,,NA,NA,,NA,,,,,,,,,,,NA,,,,,2018-19 Total Expenditure (proportion of total expenditure) for LA
328,CFR_21,PT1920CAT1,34%,,,,32%,,49%,54%,,42%,,48%,,49%,48%,43%,40%,,,49%,39%,,46%,48%,41%,,45%,,,45%,,51%,,41%,40%,,47%,,,,,,,,,,,64%,,,,,2019-20 Teaching and Education Support Staff Costs (proportion of total expenditure)
329,CFR_21,PT1920CAT2,1%,,,,1%,,3%,0%,,0%,,0%,,2%,2%,4%,0%,,,4%,0%,,1%,1%,2%,,5%,,,2%,,4%,,1%,3%,,0%,,,,,,,,,,,1%,,,,,2019-20 Supply Staff Costs (proportion of total expenditure)
330,CFR_21,PT1920CAT3,9%,,,,22%,,14%,6%,,5%,,7%,,9%,14%,9%,19%,,,6%,7%,,9%,6%,9%,,7%,,,5%,,7%,,6%,6%,,27%,,,,,,,,,,,7%,,,,,2019-20 Back Office (proportion of total expenditure)
331,CFR_21,PT1920CAT4,1%,,,,0%,,1%,1%,,2%,,1%,,1%,1%,2%,1%,,,1%,1%,,1%,1%,1%,,1%,,,1%,,1%,,1%,1%,,2%,,,,,,,,,,,1%,,,,,2019-20 Energy (proportion of total expenditure)
332,CFR_21,PT1920CAT5,100%,,,,100%,,100%,100%,,100%,,100%,,100%,100%,100%,100%,,,100%,100%,,100%,100%,100%,,100%,,,100%,,100%,,100%,100%,,100%,,,,,,,,,,,100%,,,,,2019-20 Total Expenditure (proportion of total expenditure)
333,CFR_21,PT1920CAT1LA,NA,,,,NA,,NA,NA,,NA,,NA,,NA,NA,NA,NA,,,NA,NA,,NA,NA,NA,,NA,,,NA,,NA,,NA,NA,,NA,,,,,,,,,,,NA,,,,,2019-20 Teaching and Education Support Staff Costs (proportion of total expenditure) for LA
334,CFR_21,PT1920CAT2LA,NA,,,,NA,,NA,NA,,NA,,NA,,NA,NA,NA,NA,,,NA,NA,,NA,NA,NA,,NA,,,NA,,NA,,NA,NA,,NA,,,,,,,,,,,NA,,,,,2019-20 Supply Staff Costs (proportion of total expenditure) for LA
335,CFR_21,PT1920CAT3LA,NA,,,,NA,,NA,NA,,NA,,NA,,NA,NA,NA,NA,,,NA,NA,,NA,NA,NA,,NA,,,NA,,NA,,NA,NA,,NA,,,,,,,,,,,NA,,,,,2019-20 Back Office (proportion of total expenditure) for LA
336,CFR_21,PT1920CAT4LA,NA,,,,NA,,NA,NA,,NA,,NA,,NA,NA,NA,NA,,,NA,NA,,NA,NA,NA,,NA,,,NA,,NA,,NA,NA,,NA,,,,,,,,,,,NA,,,,,2019-20 Energy (proportion of total expenditure) for LA
337,CFR_21,PT1920CAT5LA,NA,,,,NA,,NA,NA,,NA,,NA,,NA,NA,NA,NA,,,NA,NA,,NA,NA,NA,,NA,,,NA,,NA,,NA,NA,,NA,,,,,,,,,,,NA,,,,,2019-20 Total Expenditure (proportion of total expenditure) for LA
338,CFR_21,PT2021CAT1,37%,,,,34%,,51%,52%,,43%,,43%,,52%,52%,48%,35%,,,50%,41%,,51%,51%,45%,,51%,,,48%,,60%,,44%,46%,,45%,,,,,,,,,,,67%,,,,,2020-21 Teaching and Education Support Staff Costs (proportion of total expenditure)
339,CFR_21,PT2021CAT2,1%,,,,0%,,3%,1%,,0%,,1%,,2%,1%,1%,0%,,,4%,0%,,1%,1%,2%,,3%,,,1%,,1%,,2%,1%,,3%,,,,,,,,,,,0%,,,,,2020-21 Supply Staff Costs (proportion of total expenditure)
340,CFR_21,PT2021CAT3,8%,,,,23%,,13%,7%,,7%,,6%,,8%,13%,5%,34%,,,7%,7%,,9%,9%,13%,,8%,,,5%,,8%,,9%,6%,,25%,,,,,,,,,,,10%,,,,,2020-21 Back Office (proportion of total expenditure)
341,CFR_21,PT2021CAT4,1%,,,,0%,,1%,1%,,1%,,1%,,1%,2%,2%,1%,,,1%,1%,,1%,1%,1%,,1%,,,1%,,1%,,1%,1%,,2%,,,,,,,,,,,1%,,,,,2020-21 Energy (proportion of total expenditure)
342,CFR_21,PT2021CAT5,100%,,,,100%,,100%,100%,,100%,,100%,,100%,100%,100%,100%,,,100%,100%,,100%,100%,100%,,100%,,,100%,,100%,,100%,100%,,100%,,,,,,,,,,,100%,,,,,2020-21 Total Expenditure (proportion of total expenditure)
343,CFR_21,PT2021CAT1LA,NA,,,,NA,,NA,NA,,NA,,NA,,NA,NA,NA,NA,,,NA,NA,,NA,NA,NA,,NA,,,NA,,NA,,NA,NA,,NA,,,,,,,,,,,NA,,,,,2020-21 Teaching and Education Support Staff Costs (proportion of total expenditure) for LA
344,CFR_21,PT2021CAT2LA,NA,,,,NA,,NA,NA,,NA,,NA,,NA,NA,NA,NA,,,NA,NA,,NA,NA,NA,,NA,,,NA,,NA,,NA,NA,,NA,,,,,,,,,,,NA,,,,,2020-21 Supply Staff Costs (proportion of total expenditure) for LA
345,CFR_21,PT2021CAT3LA,NA,,,,NA,,NA,NA,,NA,,NA,,NA,NA,NA,NA,,,NA,NA,,NA,NA,NA,,NA,,,NA,,NA,,NA,NA,,NA,,,,,,,,,,,NA,,,,,2020-21 Back Office (proportion of total expenditure) for LA
346,CFR_21,PT2021CAT4LA,NA,,,,NA,,NA,NA,,NA,,NA,,NA,NA,NA,NA,,,NA,NA,,NA,NA,NA,,NA,,,NA,,NA,,NA,NA,,NA,,,,,,,,,,,NA,,,,,2020-21 Energy (proportion of total expenditure) for LA
347,CFR_21,PT2021CAT5LA,NA,,,,NA,,NA,NA,,NA,,NA,,NA,NA,NA,NA,,,NA,NA,,NA,NA,NA,,NA,,,NA,,NA,,NA,NA,,NA,,,,,,,,,,,NA,,,,,2020-21 Total Expenditure (proportion of total expenditure) for LA
348,CFR_21,PDCAT1,3%,,,,2%,,2%,-2%,,1%,,-5%,,3%,4%,5%,-5%,,,1%,2%,,5%,3%,4%,,6%,,,3%,,9%,,3%,6%,,-2%,,,,,,,,,,,3%,,,,,Difference between 2018-19 and 2020-21 (percentage point difference)
349,CFR_21,PDCAT2,0%,,,,-1%,,0%,1%,,0%,,1%,,0%,-1%,-3%,0%,,,0%,0%,,0%,0%,0%,,-2%,,,-1%,,-3%,,1%,-2%,,3%,,,,,,,,,,,-1%,,,,,Difference between 2018-19 and 2020-21 (percentage point difference)
350,CFR_21,PDCAT3,-1%,,,,1%,,-1%,1%,,2%,,-1%,,-1%,-1%,-4%,15%,,,1%,0%,,0%,3%,4%,,1%,,,0%,,1%,,3%,0%,,-2%,,,,,,,,,,,3%,,,,,Difference between 2018-19 and 2020-21 (percentage point difference)
351,CFR_21,PDCAT4,0%,,,,0%,,0%,0%,,-1%,,0%,,0%,1%,0%,0%,,,0%,0%,,0%,0%,0%,,0%,,,0%,,0%,,0%,0%,,0%,,,,,,,,,,,0%,,,,,Difference between 2018-19 and 2020-21 (percentage point difference)
352,CFR_21,PDCAT5,0%,,,,0%,,0%,0%,,0%,,0%,,0%,0%,0%,0%,,,0%,0%,,0%,0%,0%,,0%,,,0%,,0%,,0%,0%,,0%,,,,,,,,,,,0%,,,,,Difference between 2018-19 and 2020-21 (percentage point difference)
353,CFR_19,LONDONORNONLONDON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,ABS_19,LA,334,335,,330,333,330,330,334,,333,332,335,,334,330,937,330,,,335,334,332,333,335,333,333,334,,334,334,,334,330,333,333,885,330,,330,334,,330,,330,335,334,,334,,,,,Local Authority Number
355,ABS_19,ESTAB,2065,5200,,2175,7019,3402,2246,3500,,2136,2139,3324,,2004,2474,2618,3360,,,2234,2005,2104,3007,5202,2048,2045,2028,,2033,2098,,3502,3401,2112,2189,4017,4188,,4660,4015,,5410,,4301,4007,4014,,4650,,,,,DfE number of establishment within LA
356,ABS_19,URN,104070,136303,,144390,132233,140525,103296,104098,,103950,142355,104241,,104041,131672,125620,103452,,,104211,104042,143195,133261,104210,103910,137972,104054,,104058,133720,,104100,140528,103936,132140,136924,103500,,137988,136994,,136908,,103522,137830,136310,,104119,,,,,School unique Reference Number
357,ABS_19,PERCTOT,4.3,3.3,,5.1,6.5,2.6,5.4,3.1,,3.5,3.4,2.6,,5,4.4,3.2,3.1,,,2.6,3.3,4.3,3.3,2.5,3.8,4.2,3.7,,4.7,3.8,,3.4,4,4.6,5,4.4,6.8,,4.3,6.6,,4.9,,7.1,6,3.9,,4.7,,,4,5.5,Percentage of overall absence (authorised and unauthorised) for the full 2018/19 academic year.
358,ABS_19,PPERSABS10,10.3,6.6,,13.6,17.1,SUPP,13.7,4.1,,6.8,5,3.3,,7.8,10,2.8,4.3,,,2,3.1,9,6.5,1.5,7.4,8.9,5.2,,12.8,5.7,,3.3,6.5,11.5,13,9.3,19.1,,8.9,14.9,,11.1,,19.4,17.5,5.7,,9.4,,,8.2,13.7,Percentage of enrolments who are persistent absentees - missing 10% or more of possible sessions across the full 2018/19 academic year.
359,ABS_19,TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRI,SEC,
360,KS4_PUPDEST_19,RECTYPE,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,1,,1,1,1,,1,,,,7,Record type
361,KS4_PUPDEST_19,LEA,,,,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885,330,,330,334,,330,,330,335,334,,334,,,,,Local authority number
362,KS4_PUPDEST_19,ESTAB,,,,,7019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4017,4188,,4660,4015,,5410,,4301,4007,4014,,4650,,,,,Establishment number
363,KS4_PUPDEST_19,URN,,,,,132233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136924,103500,,137988,136994,,136908,,103522,137830,136310,,104119,,,,,School Unique Reference Number
364,KS4_PUPDEST_19,ICLOSE,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,,1,0,0,,0,,,,,Closed school flag
365,KS4_PUPDEST_19,SCHNAME,,,,,The Westminster School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woodrush High School,Turves Green Boys' School,,Bishop Vesey's Grammar School,Alderbrook School,,Fairfax,,John Willmott School,Joseph Leckie Academy,"Tudor Grange Academy, Solihull",,St Peter's Catholic School,,,,,School name
366,KS4_PUPDEST_19,NFTYPE,,,,,CYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACC,CY,,ACC,ACC,,ACC,,CY,ACC,ACC,,VA,,,,,School type
367,KS4_PUPDEST_19,COHORT,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,86,,124,245,,209,,166,151,242,,194,,,,528139,Number of pupils completing key stage 4 in 2016/17
368,KS4_PUPDEST_19,OVERALL_DEST,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,77,,124,233,,200,,151,141,233,,184,,,,497037,Pupils staying in education or employment for at least two terms after key stage 4 (number of pupils)
369,KS4_PUPDEST_19,APPREN,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,1,10,,11,,7,1,6,,24,,,,22539,Apprenticeships (number of pupils)
370,KS4_PUPDEST_19,EMPLOYMENT,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,0,4,,3,,5,5,3,,2,,,,16570,Pupils staying in employment for at least two terms after key stage 4 (number of pupils)
371,KS4_PUPDEST_19,EDUCATION,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,72,,123,219,,186,,139,135,224,,158,,,,457928,Pupils staying in education for at least two terms after key stage 4 (number of pupils)
372,KS4_PUPDEST_19,FE,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,50,,7,137,,57,,55,44,84,,45,,,,194858,Further education (number of pupils)
373,KS4_PUPDEST_19,SCH_6TH,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,11,,112,79,,122,,82,89,129,,113,,,,196140,School sixth form (number of pupils)
374,KS4_PUPDEST_19,SIXTH_COL,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,2,1,,2,,0,0,1,,0,,,,56382,Sixth form college (number of pupils)
375,KS4_PUPDEST_19,OTHER_EDU,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,2,2,,5,,2,2,10,,0,,,,10548,Other education destination (number of pupils)
376,KS4_PUPDEST_19,NOT_SUSTAINED,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,,0,12,,8,,15,6,8,,7,,,,26414,Pupils not staying in education or employment for at least two terms after key stage 4 (number of pupils)
377,KS4_PUPDEST_19,UNKNOWN,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,0,,1,,0,4,1,,3,,,,4688,Activity not captured (number of pupils)
378,KS4_PUPDEST_19,OVERALL_DESTPER,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96%,90%,,100%,95%,,96%,,91%,93%,96%,,95%,,,,94%,Pupils staying in education or employment for at least two terms after key stage 4 (percentage)
379,KS4_PUPDEST_19,APPRENPER,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4%,6%,,1%,4%,,5%,,4%,1%,2%,,12%,,,,4%,Apprenticeships (percentage)
380,KS4_PUPDEST_19,EMPLOYMENTPER,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,0%,,0%,2%,,1%,,3%,3%,1%,,1%,,,,3%,Pupils staying in employment for at least two terms after key stage 4 (percentage)
381,KS4_PUPDEST_19,EDUCATIONPER,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90%,84%,,99%,89%,,89%,,84%,89%,93%,,81%,,,,87%,Pupils staying in education for at least two terms after key stage 4 (percentage)
382,KS4_PUPDEST_19,FEPER,,,,,52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61%,58%,,6%,56%,,27%,,33%,29%,35%,,23%,,,,37%,Further education (percentage)
383,KS4_PUPDEST_19,SCH_6THPER,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27%,13%,,90%,32%,,58%,,49%,59%,53%,,58%,,,,37%,School sixth form (percentage)
384,KS4_PUPDEST_19,SIXTH_COLPER,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,13%,,2%,SP,,1%,,0%,0%,SP,,0%,,,,11%,Sixth form college (percentage)
385,KS4_PUPDEST_19,OTHER_EDUPER,,,,,48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,0%,,2%,1%,,2%,,1%,1%,4%,,0%,,,,2%,Other education destination (percentage)
386,KS4_PUPDEST_19,NOT_SUSTAINEDPER,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3%,9%,,0%,5%,,4%,,9%,4%,3%,,4%,,,,5%,Pupils not staying in education or employment for at least two terms after key stage 4 (percentage)
387,KS4_PUPDEST_19,UNKNOWNPER,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,1%,,0%,0%,,SP,,0%,3%,SP,,2%,,,,1%,Activity not captured (percentage)
388,KS4_PUPDEST_19,COHORT_DIS,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,30,,19,34,,45,,68,71,17,,19,,,,142045,Number of disadvantaged pupils completing key stage 4 in 2016/17
389,KS4_PUPDEST_19,OVERALL_DEST_DIS,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,,19,29,,39,,59,64,16,,16,,,,125685,Disadvantaged pupils staying in education or employment for at least two terms after key stage 4 (number of pupils)
390,KS4_PUPDEST_19,APPREN_DIS,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,0,,2,,1,0,0,,1,,,,4567,Apprenticeships (number of pupils)
391,KS4_PUPDEST_19,EMPLOYMENT_DIS,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,1,,1,,3,5,0,,0,,,,6301,Pupils staying in employment for at least two terms after key stage 4 (number of pupils)
392,KS4_PUPDEST_19,EDUCATION_DIS,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,,19,28,,36,,55,59,16,,15,,,,114817,Pupils staying in education for at least two terms after key stage 4 (number of pupils)
393,KS4_PUPDEST_19,FE_DIS,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,17,,3,20,,20,,SUPP,SUPP,9,,7,,,,63237,Further education (number of pupils)
394,KS4_PUPDEST_19,SCH_6TH_DIS,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,3,,16,SUPP,,14,,29,34,7,,8,,,,35282,School sixth form (number of pupils)
395,KS4_PUPDEST_19,SIXTH_COL_DIS,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,0,SUPP,,1,,0,0,0,,0,,,,12078,Sixth form college (number of pupils)
396,KS4_PUPDEST_19,OTHER_EDU_DIS,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0,,0,SUPP,,1,,SUPP,SUPP,0,,0,,,,4220,Other education destination (number of pupils)
397,KS4_PUPDEST_19,NOT_SUSTAINED_DIS,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,0,5,,5,,9,5,1,,3,,,,14447,Pupils not staying in education or employment for at least two terms after key stage 4 (number of pupils)
398,KS4_PUPDEST_19,UNKNOWN_DIS,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,0,,1,,0,2,0,,0,,,,1913,Activity not captured (number of pupils)
399,KS4_PUPDEST_19,OVERALL_DESTPER_DIS,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90%,87%,,100%,85%,,87%,,87%,90%,94%,,84%,,,,88%,Pupils staying in education or employment for at least two terms after key stage 4 (percentage)
400,KS4_PUPDEST_19,APPRENPER_DIS,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3%,3%,,0%,0%,,4%,,1%,0%,0%,,5%,,,,3%,Apprenticeships (percentage)
401,KS4_PUPDEST_19,EMPLOYMENTPER_DIS,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,,0%,3%,,2%,,4%,7%,0%,,0%,,,,4%,Pupils staying in employment for at least two terms after key stage 4 (percentage)
402,KS4_PUPDEST_19,EDUCATIONPER_DIS,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86%,83%,,100%,82%,,80%,,81%,83%,94%,,79%,,,,81%,Pupils staying in education for at least two terms after key stage 4 (percentage)
403,KS4_PUPDEST_19,FEPER_DIS,,,,,60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69%,57%,,16%,59%,,44%,,SUPP,SUPP,53%,,37%,,,,45%,Further education (percentage)
404,KS4_PUPDEST_19,SCH_6THPER_DIS,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,10%,,84%,SUPP,,31%,,43%,48%,41%,,42%,,,,25%,School sixth form (percentage)
405,KS4_PUPDEST_19,SIXTH_COLPER_DIS,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,17%,,0%,SUPP,,2%,,0%,0%,0%,,0%,,,,9%,Sixth form college (percentage)
406,KS4_PUPDEST_19,OTHER_EDUPER_DIS,,,,,40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0%,,0%,SUPP,,2%,,SUPP,SUPP,0%,,0%,,,,3%,Other education destination (percentage)
407,KS4_PUPDEST_19,NOT_SUSTAINEDPER_DIS,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7%,13%,,0%,15%,,11%,,13%,7%,6%,,16%,,,,10%,Pupils not staying in education or employment for at least two terms after key stage 4 (percentage)
408,KS4_PUPDEST_19,UNKNOWNPER_DIS,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3%,0%,,0%,0%,,2%,,0%,3%,0%,,0%,,,,1%,Activity not captured (percentage)
409,KS4_PUPDEST_19,COHORT_NONDIS,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,56,,105,211,,164,,98,80,225,,175,,,,386094,Number of pupils not identified as disadvantaged (not found to be eligible for pupil premium in year 11) completing key stage 4 in 2016/17
410,KS4_PUPDEST_19,OVERALL_DEST_NONDIS,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,51,,105,204,,161,,92,77,217,,168,,,,371352,Pupils not identified as disadvantaged (not found to be eligible for pupil premium in year 11) staying in education or employment for at least two terms after key stage 4 (number of pupils)
411,KS4_PUPDEST_19,APPREN_NONDIS,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,1,10,,9,,6,1,6,,23,,,,17972,Apprenticeships (number of pupils)
412,KS4_PUPDEST_19,EMPLOYMENT_NONDIS,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,0,3,,2,,2,0,3,,2,,,,10269,Pupils staying in employment for at least two terms after key stage 4 (number of pupils)
413,KS4_PUPDEST_19,EDUCATION_NONDIS,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,47,,104,191,,150,,84,76,208,,143,,,,343111,Pupils staying in education for at least two terms after key stage 4 (number of pupils)
414,KS4_PUPDEST_19,FE_NONDIS,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,33,,4,117,,37,,SUPP,SUPP,75,,38,,,,131621,Further education (number of pupils)
415,KS4_PUPDEST_19,SCH_6TH_NONDIS,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,8,,96,SUPP,,108,,53,55,122,,105,,,,160858,School sixth form (number of pupils)
416,KS4_PUPDEST_19,SIXTH_COL_NONDIS,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,2,SUPP,,1,,0,0,1,,0,,,,44304,Sixth form college (number of pupils)
417,KS4_PUPDEST_19,OTHER_EDU_NONDIS,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0,,2,SUPP,,4,,SUPP,SUPP,10,,0,,,,6328,Other education destination (number of pupils)
418,KS4_PUPDEST_19,NOT_SUSTAINED_NONDIS,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,0,7,,3,,6,1,7,,4,,,,11967,Pupils not staying in education or employment for at least two terms after key stage 4 (number of pupils)
419,KS4_PUPDEST_19,UNKNOWN_NONDIS,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,0,,0,,0,2,1,,3,,,,2775,Activity not captured (number of pupils)
420,KS4_PUPDEST_19,OVERALL_DESTPER_NONDIS,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98%,91%,,100%,97%,,98%,,94%,96%,96%,,96%,,,,96%,Pupils staying in education or employment for at least two terms after key stage 4 (percentage)
421,KS4_PUPDEST_19,APPRENPER_NONDIS,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4%,7%,,1%,5%,,5%,,6%,1%,3%,,13%,,,,5%,Apprenticeships (percentage)
422,KS4_PUPDEST_19,EMPLOYMENTPER_NONDIS,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,0%,,0%,1%,,1%,,2%,0%,1%,,1%,,,,3%,Pupils staying in employment for at least two terms after key stage 4 (percentage)
423,KS4_PUPDEST_19,EDUCATIONPER_NONDIS,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91%,84%,,99%,91%,,91%,,86%,95%,92%,,82%,,,,89%,Pupils staying in education for at least two terms after key stage 4 (percentage)
424,KS4_PUPDEST_19,FEPER_NONDIS,,,,,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59%,59%,,4%,55%,,23%,,SUPP,SUPP,33%,,22%,,,,34%,Further education (percentage)
425,KS4_PUPDEST_19,SCH_6THPER_NONDIS,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,14%,,91%,SUPP,,66%,,54%,69%,54%,,60%,,,,42%,School sixth form (percentage)
426,KS4_PUPDEST_19,SIXTH_COLPER_NONDIS,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,11%,,2%,SUPP,,1%,,0%,0%,SP,,0%,,,,11%,Sixth form college (percentage)
427,KS4_PUPDEST_19,OTHER_EDUPER_NONDIS,,,,,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0%,,2%,SUPP,,2%,,SUPP,SUPP,4%,,0%,,,,2%,Other education destination (percentage)
428,KS4_PUPDEST_19,NOT_SUSTAINEDPER_NONDIS,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,7%,,0%,3%,,2%,,6%,1%,3%,,2%,,,,3%,Pupils not staying in education or employment for at least two terms after key stage 4 (percentage)
429,KS4_PUPDEST_19,UNKNOWNPER_NONDIS,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,2%,,0%,0%,,0%,,0%,3%,SP,,2%,,,,1%,Activity not captured (percentage)
430,KS4_PUPDEST_19,COHORT_18,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,93,,123,250,,210,,186,195,240,,202,,,,541121,Number of pupils completing key stage 4 in 2016/17
431,KS4_PUPDEST_19,OVERALL_DESTPER_18,,,,,91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94%,91%,,99%,95%,,94%,,92%,96%,99%,,97%,,,,94%,Pupils staying in education or employment for at least two terms after key stage 4 (percentage) (2016/17 leavers)
432,KS4_PUPDEST_19,COHORT_DIS_18,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,43,,8,29,,41,,86,100,7,,24,,,,148779,Number of disadvantaged pupils completing key stage 4 in 2016/17
