No,Namespace,Variable,St John's Church of England Primary School - 104228,Shenstone Lodge School - 104024,Shenstone Lodge School - 147347,Oakwood School - 104275,The Secret Garden - 148243,Peters Hill Primary School - 103791,Red Hall Primary School - 103784,Rivers Primary Academy - 140196,Bloxwich Academy - 137274,Bilston Church of England Primary School - 130305,The Bromley-Pensnett Primary School - 141979,Stow Heath Primary School - 104323,Tudor Grange Primary Academy Hockley Heath - 138462,Hill Avenue Academy - 143151,Lanesfield Primary School - 104327,St Chad's Catholic Primary School - 140144,Ham Dingle Primary Academy - 143822,Ham Dingle Primary School - 103808,St Michael's Church of England C Primary School - 104227,Sunfield Children's Home Ltd - 117033,Woodlands Academy of Learning - 138343,Queen Victoria Primary School - 103826,St Peter's Church of England Primary Academy - 142982,Green Park School - 104415,Walsall Wood School - 104201,Fibbersley Park Academy - 143417,Elmore Green Primary School - 104153,Stowlawn Primary School - 104317,Hawbush Primary School - 103820,Cotwall End Primary School - 103810,Blackwell First School - 116665,All Saints National Academy - 141410,Springfield House Community Special School - 103623,Busill Jones Primary School - 104146,Busill Jones Primary School - 146785,"St Peter's Catholic Primary School, Bloxwich - 104234",Kingsbury Primary School - 134924,Pedmore CE Primary School - 103848,Clent Parochial Primary School - 116796,The Pedmore High School - 145593,Mary Elliot School - 104272,Black Country Wheels School - 137571,The Dormston School - 103855,Ellowes Hall Sports College - 141570,Hunters Hill College - 103609,Redhill School - 139872,Kingsbury School - A Specialist Science and Mathematics Academy - 145019,Shire Oak Academy - 136620,Pool Hayes Academy - 142594,Wolverhampton Vocational Training Centre - 142123,National state-funded primary,National state-funded secondary and 16 to 18,Description
285,CFR_21,T1920CAT3LA,385,3328,,1320,,416,416,,,422,,422,,,422,,,,385,,,416,,1362,385,,385,422,416,416,420,,3885,,,385,386,416,420,,1320,,1035,,3885,,,,,,,,2019-20 Back Office (&pound; per pupil) for LA
286,CFR_21,T1920CAT4LA,62,332,,198,,68,68,,,70,,70,,,70,,,,62,,,68,,340,62,,62,70,68,68,52,,279,,,62,64,68,52,,198,,76,,279,,,,,,,,2019-20 Energy (&pound; per pupil) for LA
287,CFR_21,T1920CAT5LA,5275,26173,,23433,,4993,4993,,,5187,,5187,,,5187,,,,5275,,,4993,,22865,5275,,5275,5187,4993,4993,5115,,22895,,,5275,4876,4993,5115,,23433,,7017,,22895,,,,,,,,2019-20 Total Expenditure (&pound; per pupil) for LA
288,CFR_21,T2021CAT1,3224,2930,,9062,,2376,2433,,,2492,,2354,,,2516,,,,2307,,,2625,,9226,2653,,2500,2647,3030,2605,2734,,9336,,,2678,2623,2277,2805,,8596,,3530,,19496,,,,,,,,2020-21 Teaching and Education Support Staff Costs (&pound; per pupil)
289,CFR_21,T2021CAT2,49,253,,0,,106,110,,,0,,81,,,50,,,,46,,,64,,898,46,,16,30,65,120,126,,3013,,,367,44,189,190,,341,,38,,1362,,,,,,,,2020-21 Supply Staff Costs (&pound; per pupil)
290,CFR_21,T2021CAT3,361,503,,1457,,406,416,,,526,,477,,,464,,,,273,,,512,,1824,514,,370,382,553,457,680,,4097,,,360,223,504,540,,1140,,556,,11170,,,,,,,,2020-21 Back Office (&pound; per pupil)
291,CFR_21,T2021CAT4,66,47,,157,,46,65,,,41,,116,,,54,,,,47,,,64,,390,78,,72,123,112,39,74,,718,,,61,68,49,75,,380,,81,,804,,,,,,,,2020-21 Energy (&pound; per pupil)
292,CFR_21,T2021CAT5,5354,6935,,23086,,4586,4890,,,5565,,5902,,,5448,,,,4628,,,5398,,27482,5851,,5355,5220,7352,5224,7042,,30012,,,5850,4576,4733,5829,,26867,,6092,,44724,,,,,,,,2020-21 Total Expenditure (&pound; per pupil)
293,CFR_21,T2021SUM,1654,3202,,12410,,1652,1866,,,2506,,2874,,,2364,,,,1955,,,2133,,15144,2560,,2397,2038,3592,2003,3428,,12848,,,2384,1618,1714,2219,,16410,,1887,,11892,,,,,,,,
294,CFR_21,T2021CAT1LA,2550,6621,,8102,,2546,2546,,,2462,,2462,,,2462,,,,2550,,,2546,,8893,2550,,2550,2462,2546,2546,2631,,7574,,,2550,2479,2546,2631,,8102,,3566,,7574,,,,,,,,2020-21 Teaching and Education Support Staff Costs (&pound; per pupil) for LA
295,CFR_21,T2021CAT2LA,113,254,,420,,103,103,,,59,,59,,,59,,,,113,,,103,,592,113,,113,59,103,103,64,,1017,,,113,98,103,64,,420,,47,,1017,,,,,,,,2020-21 Supply Staff Costs (&pound; per pupil) for LA
296,CFR_21,T2021CAT3LA,414,2841,,1173,,439,439,,,431,,431,,,431,,,,414,,,439,,1384,414,,414,431,439,439,391,,3747,,,414,386,439,391,,1173,,598,,3747,,,,,,,,2020-21 Back Office (&pound; per pupil) for LA
297,CFR_21,T2021CAT4LA,63,230,,253,,58,58,,,65,,65,,,65,,,,63,,,58,,306,63,,63,65,58,58,48,,262,,,63,55,58,48,,253,,65,,262,,,,,,,,2020-21 Energy (&pound; per pupil) for LA
298,CFR_21,T2021CAT5LA,5537,20946,,22784,,5155,5155,,,5220,,5220,,,5220,,,,5537,,,5155,,23379,5537,,5537,5220,5155,5155,5177,,20970,,,5537,4962,5155,5177,,22784,,7049,,20970,,,,,,,,2020-21 Total Expenditure (&pound; per pupil) for LA
299,CFR_21,DCAT1,543,"-10,512",,-875,,94,90,,,266,,42,,,130,,,,47,,,335,,"1,035",121,,195,60,533,158,343,,417,,,59,67,-22,422,,565,,253,,"4,490",,,,,,,,Difference between 2018-19 and 2020-21 (&pound; per pupil)
300,CFR_21,DCAT2,-164,-658,,0,,62,-58,,,-1,,-62,,,22,,,,42,,,-176,,-33,-44,,-27,-5,-40,73,95,,163,,,181,-112,69,79,,-500,,-86,,167,,,,,,,,Difference between 2018-19 and 2020-21 (&pound; per pupil)
301,CFR_21,DCAT3,58,"-3,259",,-235,,33,17,,,42,,7,,,-8,,,,-8,,,-88,,144,98,,18,-35,26,19,-145,,363,,,-2,-97,41,167,,-142,,-43,,"3,768",,,,,,,,Difference between 2018-19 and 2020-21 (&pound; per pupil)
302,CFR_21,DCAT4,-4,-392,,-117,,-10,-15,,,-12,,-3,,,-1,,,,-5,,,-19,,57,2,,19,12,-15,-9,4,,567,,,11,-24,-11,1,,59,,-22,,-32,,,,,,,,Difference between 2018-19 and 2020-21 (&pound; per pupil)
303,CFR_21,DCAT5,336,"-28,660",,"-2,959",,42,60,,,173,,0,,,105,,,,314,,,-176,,"2,444",169,,-225,-386,663,65,37,,"2,343",,,107,-254,-13,978,,"2,637",,435,,"7,646",,,,,,,,Difference between 2018-19 and 2020-21 (&pound; per pupil)
304,CFR_21,PGRANTFUNDING,95,100,,100,,97,97,,,98,,96,,,99,,,,98,,,98,,100,97,,98,97,80,94,91,,93,,,97,97,98,96,,100,,99,,97,,,,,,,,Grant funding (proportion of total income)
305,CFR_21,PSELFGENERATEDINCOME,5,0,,0,,3,3,,,2,,4,,,1,,,,2,,,2,,0,3,,2,3,20,6,9,,7,,,3,3,2,4,,0,,1,,3,,,,,,,,Self generated income (proportion of total income)
306,CFR_21,PTEACHINGSTAFF,60,42,,39,,52,50,,,45,,40,,,46,,,,50,,,49,,34,45,,47,51,41,50,39,,31,,,46,57,48,48,,32,,58,,44,,,,,,,,Teaching staff (proportion of total expenditure)
307,CFR_21,PSUPPLYTEACHERS,1,4,,0,,2,2,,,0,,1,,,1,,,,1,,,1,,3,1,,0,1,1,2,2,,10,,,6,1,4,3,,1,,1,,3,,,,,,,,Supply Staff (proportion of total expenditure)
308,CFR_21,PEDUCATIONSUPPORTSTAFF,14,26,,39,,15,15,,,23,,29,,,18,,,,23,,,20,,33,18,,27,19,23,18,27,,30,,,18,13,13,19,,40,,8,,5,,,,,,,,Education support staff (proportion of total expenditure)
309,CFR_21,PPREMISES,3,13,,4,,6,8,,,6,,9,,,6,,,,4,,,4,,8,9,,5,7,7,6,4,,3,,,8,8,9,5,,8,,7,,1,,,,,,,,Premises (incl. Staff costs) (proportion of total expenditure)
310,CFR_21,PBACKOFFICE,7,7,,6,,9,9,,,9,,8,,,9,,,,6,,,9,,7,9,,7,7,8,9,10,,14,,,6,5,11,9,,4,,9,,25,,,,,,,,Back office (incl. Staff costs) (proportion of total expenditure)
311,CFR_21,PCATERING,3,2,,1,,2,3,,,3,,3,,,5,,,,3,,,4,,1,4,,4,4,2,3,3,,3,,,3,3,2,3,,2,,2,,0,,,,,,,,Catering (incl. Staff costs) (proportion of total expenditure)
312,CFR_21,POTHERSTAFF,4,1,,6,,3,5,,,4,,2,,,4,,,,5,,,5,,5,5,,4,2,7,5,4,,4,,,5,3,3,2,,6,,1,,18,,,,,,,,Other staff costs (proportion of total expenditure)
313,CFR_21,PENERGY,1,1,,1,,1,1,,,1,,2,,,1,,,,1,,,1,,1,1,,1,2,2,1,1,,2,,,1,1,1,1,,1,,1,,2,,,,,,,,Energy (proportion of total expenditure)
314,CFR_21,PLEARNINGRESOURCES,3,1,,1,,1,1,,,2,,2,,,4,,,,2,,,1,,3,3,,2,2,4,2,2,,3,,,3,2,2,2,,1,,3,,0,,,,,,,,Learning resources (not ICT equipment) (proportion of total expenditure)
315,CFR_21,PICT,0,0,,2,,2,3,,,2,,1,,,3,,,,1,,,2,,3,1,,2,1,2,2,0,,0,,,2,1,2,1,,2,,6,,0,,,,,,,,ICT learning resources (proportion of total expenditure)
316,CFR_21,PBOUGHTINPROFESSIONALSERVICES,2,2,,1,,5,0,,,2,,1,,,2,,,,2,,,1,,2,2,,2,2,1,1,6,,0,,,2,2,4,3,,0,,1,,1,,,,,,,,Bought in professional services - curriculum (proportion of total expenditure)
317,CFR_21,POTHER,3,0,,1,,3,2,,,2,,2,,,2,,,,3,,,2,,0,2,,0,3,2,2,3,,0,,,1,3,1,3,,1,,4,,0,,,,,,,,Other expenditure (proportion of total expenditure)
318,CFR_21,PT1819CAT1,72%,68%,,75%,,63%,62%,,,64%,,66%,,,64%,,,,70%,,,60%,,68%,63%,,66%,61%,60%,66%,65%,,68%,,,62%,63%,63%,63%,,72%,,63%,,46%,,,,,,,,2018-19 Teaching and Education Support Staff Costs (proportion of total expenditure)
319,CFR_21,PT1819CAT2,3%,1%,,0%,,2%,5%,,,0%,,2%,,,1%,,,,0%,,,7%,,4%,3%,,1%,2%,2%,1%,0%,,6%,,,6%,4%,1%,2%,,4%,,2%,,2%,,,,,,,,2018-19 Supply Staff Costs (proportion of total expenditure)
320,CFR_21,PT1819CAT3,6%,10%,,8%,,11%,8%,,,7%,,8%,,,9%,,,,8%,,,11%,,7%,8%,,6%,12%,11%,11%,10%,,13%,,,7%,7%,10%,7%,,7%,,10%,,20%,,,,,,,,2018-19 Back Office (proportion of total expenditure)
321,CFR_21,PT1819CAT4,1%,1%,,1%,,1%,2%,,,1%,,1%,,,1%,,,,1%,,,1%,,1%,1%,,2%,2%,2%,1%,1%,,4%,,,1%,2%,1%,1%,,1%,,2%,,2%,,,,,,,,2018-19 Energy (proportion of total expenditure)
322,CFR_21,PT1819CAT5,100%,100%,,100%,,100%,100%,,,100%,,100%,,,100%,,,,100%,,,100%,,100%,100%,,100%,100%,100%,100%,100%,,100%,,,100%,100%,100%,100%,,100%,,100%,,100%,,,,,,,,2018-19 Total Expenditure (proportion of total expenditure)
323,CFR_21,PT1819CAT1LA,NA,NA,,NA,,NA,NA,,,NA,,NA,,,NA,,,,NA,,,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,,NA,,NA,,NA,,,,,,,,2018-19 Teaching and Education Support Staff Costs (proportion of total expenditure) for LA
324,CFR_21,PT1819CAT2LA,NA,NA,,NA,,NA,NA,,,NA,,NA,,,NA,,,,NA,,,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,,NA,,NA,,NA,,,,,,,,2018-19 Supply Staff Costs (proportion of total expenditure) for LA
325,CFR_21,PT1819CAT3LA,NA,NA,,NA,,NA,NA,,,NA,,NA,,,NA,,,,NA,,,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,,NA,,NA,,NA,,,,,,,,2018-19 Back Office (proportion of total expenditure) for LA
326,CFR_21,PT1819CAT4LA,NA,NA,,NA,,NA,NA,,,NA,,NA,,,NA,,,,NA,,,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,,NA,,NA,,NA,,,,,,,,2018-19 Energy (proportion of total expenditure) for LA
327,CFR_21,PT1819CAT5LA,NA,NA,,NA,,NA,NA,,,NA,,NA,,,NA,,,,NA,,,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,,NA,,NA,,NA,,,,,,,,2018-19 Total Expenditure (proportion of total expenditure) for LA
328,CFR_21,PT1920CAT1,53%,38%,,38%,,50%,49%,,,41%,,39%,,,45%,,,,52%,,,41%,,33%,45%,,41%,46%,37%,47%,34%,,32%,,,46%,53%,48%,49%,,33%,,58%,,40%,,,,,,,,2019-20 Teaching and Education Support Staff Costs (proportion of total expenditure)
329,CFR_21,PT1920CAT2,4%,3%,,0%,,1%,3%,,,0%,,2%,,,1%,,,,0%,,,4%,,4%,2%,,1%,1%,2%,1%,0%,,10%,,,3%,3%,3%,2%,,3%,,2%,,3%,,,,,,,,2019-20 Supply Staff Costs (proportion of total expenditure)
330,CFR_21,PT1920CAT3,6%,11%,,6%,,8%,8%,,,9%,,8%,,,9%,,,,7%,,,11%,,7%,7%,,6%,7%,8%,8%,12%,,13%,,,6%,7%,10%,8%,,5%,,11%,,20%,,,,,,,,2019-20 Back Office (proportion of total expenditure)
331,CFR_21,PT1920CAT4,1%,1%,,1%,,1%,2%,,,1%,,2%,,,1%,,,,1%,,,1%,,1%,1%,,1%,2%,2%,1%,1%,,1%,,,1%,2%,1%,2%,,1%,,2%,,2%,,,,,,,,2019-20 Energy (proportion of total expenditure)
332,CFR_21,PT1920CAT5,100%,100%,,100%,,100%,100%,,,100%,,100%,,,100%,,,,100%,,,100%,,100%,100%,,100%,100%,100%,100%,100%,,100%,,,100%,100%,100%,100%,,100%,,100%,,100%,,,,,,,,2019-20 Total Expenditure (proportion of total expenditure)
333,CFR_21,PT1920CAT1LA,NA,NA,,NA,,NA,NA,,,NA,,NA,,,NA,,,,NA,,,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,,NA,,NA,,NA,,,,,,,,2019-20 Teaching and Education Support Staff Costs (proportion of total expenditure) for LA
334,CFR_21,PT1920CAT2LA,NA,NA,,NA,,NA,NA,,,NA,,NA,,,NA,,,,NA,,,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,,NA,,NA,,NA,,,,,,,,2019-20 Supply Staff Costs (proportion of total expenditure) for LA
335,CFR_21,PT1920CAT3LA,NA,NA,,NA,,NA,NA,,,NA,,NA,,,NA,,,,NA,,,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,,NA,,NA,,NA,,,,,,,,2019-20 Back Office (proportion of total expenditure) for LA
336,CFR_21,PT1920CAT4LA,NA,NA,,NA,,NA,NA,,,NA,,NA,,,NA,,,,NA,,,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,,NA,,NA,,NA,,,,,,,,2019-20 Energy (proportion of total expenditure) for LA
337,CFR_21,PT1920CAT5LA,NA,NA,,NA,,NA,NA,,,NA,,NA,,,NA,,,,NA,,,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,,NA,,NA,,NA,,,,,,,,2019-20 Total Expenditure (proportion of total expenditure) for LA
338,CFR_21,PT2021CAT1,60%,42%,,39%,,52%,50%,,,45%,,40%,,,46%,,,,50%,,,49%,,34%,45%,,47%,51%,41%,50%,39%,,31%,,,46%,57%,48%,48%,,32%,,58%,,44%,,,,,,,,2020-21 Teaching and Education Support Staff Costs (proportion of total expenditure)
339,CFR_21,PT2021CAT2,1%,4%,,0%,,2%,2%,,,0%,,1%,,,1%,,,,1%,,,1%,,3%,1%,,0%,1%,1%,2%,2%,,10%,,,6%,1%,4%,3%,,1%,,1%,,3%,,,,,,,,2020-21 Supply Staff Costs (proportion of total expenditure)
340,CFR_21,PT2021CAT3,7%,7%,,6%,,9%,9%,,,9%,,8%,,,9%,,,,6%,,,9%,,7%,9%,,7%,7%,8%,9%,10%,,14%,,,6%,5%,11%,9%,,4%,,9%,,25%,,,,,,,,2020-21 Back Office (proportion of total expenditure)
341,CFR_21,PT2021CAT4,1%,1%,,1%,,1%,1%,,,1%,,2%,,,1%,,,,1%,,,1%,,1%,1%,,1%,2%,2%,1%,1%,,2%,,,1%,1%,1%,1%,,1%,,1%,,2%,,,,,,,,2020-21 Energy (proportion of total expenditure)
342,CFR_21,PT2021CAT5,100%,100%,,100%,,100%,100%,,,100%,,100%,,,100%,,,,100%,,,100%,,100%,100%,,100%,100%,100%,100%,100%,,100%,,,100%,100%,100%,100%,,100%,,100%,,100%,,,,,,,,2020-21 Total Expenditure (proportion of total expenditure)
343,CFR_21,PT2021CAT1LA,NA,NA,,NA,,NA,NA,,,NA,,NA,,,NA,,,,NA,,,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,,NA,,NA,,NA,,,,,,,,2020-21 Teaching and Education Support Staff Costs (proportion of total expenditure) for LA
344,CFR_21,PT2021CAT2LA,NA,NA,,NA,,NA,NA,,,NA,,NA,,,NA,,,,NA,,,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,,NA,,NA,,NA,,,,,,,,2020-21 Supply Staff Costs (proportion of total expenditure) for LA
345,CFR_21,PT2021CAT3LA,NA,NA,,NA,,NA,NA,,,NA,,NA,,,NA,,,,NA,,,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,,NA,,NA,,NA,,,,,,,,2020-21 Back Office (proportion of total expenditure) for LA
346,CFR_21,PT2021CAT4LA,NA,NA,,NA,,NA,NA,,,NA,,NA,,,NA,,,,NA,,,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,,NA,,NA,,NA,,,,,,,,2020-21 Energy (proportion of total expenditure) for LA
347,CFR_21,PT2021CAT5LA,NA,NA,,NA,,NA,NA,,,NA,,NA,,,NA,,,,NA,,,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,,NA,,NA,,NA,,,,,,,,2020-21 Total Expenditure (proportion of total expenditure) for LA
348,CFR_21,PDCAT1,7%,4%,,1%,,2%,1%,,,4%,,1%,,,1%,,,,-2%,,,8%,,1%,0%,,6%,5%,4%,3%,5%,,-1%,,,0%,4%,0%,-1%,,-1%,,0%,,4%,,,,,,,,Difference between 2018-19 and 2020-21 (percentage point difference)
349,CFR_21,PDCAT2,-3%,1%,,0%,,1%,-1%,,,0%,,-1%,,,0%,,,,1%,,,-3%,,-1%,-1%,,-1%,0%,-1%,1%,2%,,0%,,,3%,-2%,1%,1%,,-2%,,-1%,,0%,,,,,,,,Difference between 2018-19 and 2020-21 (percentage point difference)
350,CFR_21,PDCAT3,1%,-4%,,0%,,1%,1%,,,0%,,0%,,,0%,,,,-1%,,,-2%,,0%,2%,,1%,0%,0%,1%,-2%,,1%,,,0%,-2%,1%,1%,,-1%,,-2%,,5%,,,,,,,,Difference between 2018-19 and 2020-21 (percentage point difference)
351,CFR_21,PDCAT4,0%,0%,,0%,,0%,-1%,,,0%,,0%,,,0%,,,,0%,,,0%,,0%,0%,,0%,0%,0%,0%,0%,,1%,,,0%,-1%,0%,-1%,,0%,,-1%,,0%,,,,,,,,Difference between 2018-19 and 2020-21 (percentage point difference)
352,CFR_21,PDCAT5,0%,0%,,0%,,0%,0%,,,0%,,0%,,,0%,,,,0%,,,0%,,0%,0%,,0%,0%,0%,0%,0%,,0%,,,0%,0%,0%,0%,,0%,,0%,,0%,,,,,,,,Difference between 2018-19 and 2020-21 (percentage point difference)
353,CFR_19,LONDONORNONLONDON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,ABS_19,LA,335,333,,335,,332,332,335,335,336,332,336,334,336,336,332,,332,335,,335,332,860,336,335,335,335,336,332,332,885,335,330,335,,335,937,332,885,332,335,,332,332,330,332,937,335,335,,,,Local Authority Number
355,ABS_19,ESTAB,3111,7001,,7011,,2075,2052,2017,4001,3024,2002,2066,2057,2033,2071,3304,,2125,3110,,2118,2149,3114,7008,2218,2029,2016,2053,2143,2130,2022,2019,7047,2004,,3306,3596,3354,3022,4105,7005,,4023,5401,7026,4119,4012,5402,4106,,,,DfE number of establishment within LA
356,ABS_19,URN,104228,104024,,104275,,103791,103784,140196,137274,130305,141979,104323,138462,143151,104327,140144,,103808,104227,,138343,103826,142982,104415,104201,143417,104153,104317,103820,103810,116665,141410,103623,104146,,104234,134924,103848,116796,145593,104272,,103855,141570,103609,139872,145019,136620,142594,,,,School unique Reference Number
357,ABS_19,PERCTOT,3.7,15.6,,9.6,,4.6,5.7,5.9,5.6,4.1,6.3,3.4,2.5,4.4,4.6,4,,3.1,3.1,,3.5,5,4.5,9.5,3,4.5,4,5,6.2,3.6,2.1,6.5,11.4,5.7,,4.9,4.5,3.1,3.5,6.8,10.2,,5.2,6.2,30.3,4.6,6,5.9,7,,4,5.5,Percentage of overall absence (authorised and unauthorised) for the full 2018/19 academic year.
358,ABS_19,PPERSABS10,4.7,41,,30.1,,10.1,14.4,17.9,16,9.3,17.8,4,SUPP,9.5,8.2,8.2,,4.3,3.9,,7.1,13.1,7.6,32.1,5.9,9,6.5,12.7,16.4,4.7,SUPP,17.8,29.1,18.5,,14.9,10.8,3.6,5.3,17.9,37.9,,14.1,20.3,69,10.3,14.9,15,19.4,,8.2,13.7,Percentage of enrolments who are persistent absentees - missing 10% or more of possible sessions across the full 2018/19 academic year.
359,ABS_19,TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRI,SEC,
360,KS4_PUPDEST_19,RECTYPE,,2,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,2,,1,1,2,1,1,1,1,,,7,Record type
361,KS4_PUPDEST_19,LEA,,333,,,,,,,335,,,,,,,,,,,,,,,336,,,,,,,,,,,,,,,,332,335,,332,332,330,332,937,335,335,,,,Local authority number
362,KS4_PUPDEST_19,ESTAB,,7001,,,,,,,4001,,,,,,,,,,,,,,,7008,,,,,,,,,,,,,,,,4105,7005,,4023,5401,7026,4119,4012,5402,4106,,,,Establishment number
363,KS4_PUPDEST_19,URN,,104024,,,,,,,137274,,,,,,,,,,,,,,,104415,,,,,,,,,,,,,,,,145593,104272,,103855,141570,103609,139872,145019,136620,142594,,,,School Unique Reference Number
364,KS4_PUPDEST_19,ICLOSE,,0,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,,,,Closed school flag
365,KS4_PUPDEST_19,SCHNAME,,Shenstone Lodge School,,,,,,,Bloxwich Academy,,,,,,,,,,,,,,,Green Park School,,,,,,,,,,,,,,,,The Pedmore High School,Mary Elliot School,,The Dormston School,Ellowes Hall Sports College,Hunters Hill College,Redhill School,Kingsbury School - A Specialist Science and Mathematics Academy,Shire Oak Academy,Pool Hayes Academy,,,,School name
366,KS4_PUPDEST_19,NFTYPE,,CYS,,,,,,,AC,,,,,,,,,,,,,,,CYS,,,,,,,,,,,,,,,,ACC,CYS,,CY,ACC,CYS,ACC,AC,ACC,ACC,,,,School type
367,KS4_PUPDEST_19,COHORT,,11,,,,,,,87,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,124,27,,187,198,18,237,118,232,174,,,528139,Number of pupils completing key stage 4 in 2016/17
368,KS4_PUPDEST_19,OVERALL_DEST,,6,,,,,,,78,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,117,27,,178,183,9,229,112,219,162,,,497037,Pupils staying in education or employment for at least two terms after key stage 4 (number of pupils)
369,KS4_PUPDEST_19,APPREN,,0,,,,,,,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,8,0,,8,12,0,8,5,18,9,,,22539,Apprenticeships (number of pupils)
370,KS4_PUPDEST_19,EMPLOYMENT,,1,,,,,,,9,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,0,,6,7,1,3,3,13,4,,,16570,Pupils staying in employment for at least two terms after key stage 4 (number of pupils)
371,KS4_PUPDEST_19,EDUCATION,,5,,,,,,,66,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,107,27,,164,164,8,218,104,188,149,,,457928,Pupils staying in education for at least two terms after key stage 4 (number of pupils)
372,KS4_PUPDEST_19,FE,,3,,,,,,,37,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,66,3,,141,122,8,102,55,91,54,,,194858,Further education (number of pupils)
373,KS4_PUPDEST_19,SCH_6TH,,0,,,,,,,28,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,20,0,,4,19,0,15,26,93,91,,,196140,School sixth form (number of pupils)
374,KS4_PUPDEST_19,SIXTH_COL,,0,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,19,0,,16,22,0,101,22,0,0,,,56382,Sixth form college (number of pupils)
375,KS4_PUPDEST_19,OTHER_EDU,,2,,,,,,,1,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,2,24,,3,1,0,0,1,4,4,,,10548,Other education destination (number of pupils)
376,KS4_PUPDEST_19,NOT_SUSTAINED,,4,,,,,,,8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,7,0,,6,13,7,8,5,10,9,,,26414,Pupils not staying in education or employment for at least two terms after key stage 4 (number of pupils)
377,KS4_PUPDEST_19,UNKNOWN,,1,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,,3,2,2,0,1,3,3,,,4688,Activity not captured (number of pupils)
378,KS4_PUPDEST_19,OVERALL_DESTPER,,55%,,,,,,,90%,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,94%,100%,,95%,92%,50%,97%,95%,94%,93%,,,94%,Pupils staying in education or employment for at least two terms after key stage 4 (percentage)
379,KS4_PUPDEST_19,APPRENPER,,0%,,,,,,,3%,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,6%,0%,,4%,6%,0%,3%,4%,8%,5%,,,4%,Apprenticeships (percentage)
380,KS4_PUPDEST_19,EMPLOYMENTPER,,9%,,,,,,,10%,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,2%,0%,,3%,4%,6%,1%,3%,6%,2%,,,3%,Pupils staying in employment for at least two terms after key stage 4 (percentage)
381,KS4_PUPDEST_19,EDUCATIONPER,,45%,,,,,,,76%,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,86%,100%,,88%,83%,44%,92%,88%,81%,86%,,,87%,Pupils staying in education for at least two terms after key stage 4 (percentage)
382,KS4_PUPDEST_19,FEPER,,27%,,,,,,,43%,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,53%,11%,,75%,62%,44%,43%,47%,39%,31%,,,37%,Further education (percentage)
383,KS4_PUPDEST_19,SCH_6THPER,,0%,,,,,,,32%,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,16%,0%,,2%,10%,0%,6%,22%,40%,52%,,,37%,School sixth form (percentage)
384,KS4_PUPDEST_19,SIXTH_COLPER,,0%,,,,,,,0%,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,15%,0%,,9%,11%,0%,43%,19%,0%,0%,,,11%,Sixth form college (percentage)
