No,Namespace,Variable,Marston Green Infant Academy - 140733,Blackheath Primary School - 103981,Town Junior School - 141206,St Anthony's Catholic Primary School - 104103,St Anthony's Catholic Primary School - 148090,Minworth Junior and Infant School - 103345,Marston Green Junior School - 104060,Kingshurst Primary School - 135139,The Priory Primary School - 131212,Rowley Hall Primary School - 103955,St Anne's Catholic Primary School - 148092,St Anne's Catholic Primary School - 104104,Moorlands Primary School - 103908,Greswold Primary School - 104079,Forest Oak School - 104132,Merstone School - 104133,Smith's Wood Primary Academy - 140923,West Heath Primary School - 134279,Homeschool - 141501,Shirley Heath Junior School - 104050,Newtown Primary School - 103924,Newtown Primary School - 146434,Delves Junior School - 104170,Delves Infant School - 104150,Woodlands Infant School - 104053,Merritts Brook Primary E-ACT Academy - 139014,Grace Mary Primary School - 103945,Highfields Primary School - 103946,St John the Baptist Catholic Primary School - 148093,St John the Baptist Catholic Primary School - 104107,Hawkesley Church Primary Academy - 139269,Damson Wood Nursery and Infant School - 143051,Lea Hall Academy - 148722,Coppice Primary School - 137697,Tameside Primary School - 131735,Harvills Hawthorn Primary School - 131591,Park Hall Junior Academy - 137797,Tameside Primary Academy - 146358,Tudor Grange Academy Kingshurst - 146379,Plantsbrook School - 137053,Lode Heath School - 137008,Light Hall School - 137231,Smith's Wood Academy - 143895,WMG Academy for Young Engineers (Solihull) - 142900,Wodensborough Ormiston Academy - 139918,Ormiston Sandwell Community Academy - 135979,King Edward VI Northfield School for Girls - 148684,Turves Green Girls' School - 103499,High Point Academy - 148400,St Michael's Church of England High School - 104019,National state-funded primary,National state-funded secondary and 16 to 18,Description
302,CFR_21,DCAT4,,-1,,-3,,21,-1,-4,-12,-8,,-8,-20,-7,10,-8,,-68,,-5,,,-2,0,3,,-11,0,,-22,,,,,,-4,,,,,,,,,,,,36,,0,,,Difference between 2018-19 and 2020-21 (&pound; per pupil)
303,CFR_21,DCAT5,,-219,,-373,,-699,143,360,62,-398,,-55,-25,10,554,"-1,615",,-50,,-349,,,69,-138,168,,100,267,,-67,,,,,,172,,,,,,,,,,,,-505,,174,,,Difference between 2018-19 and 2020-21 (&pound; per pupil)
304,CFR_21,PGRANTFUNDING,,99,,98,,96,95,99,97,98,,98,98,96,99,99,,99,,94,,,99,94,95,,99,100,,98,,,,,,99,,,,,,,,,,,,99,,99,,,Grant funding (proportion of total income)
305,CFR_21,PSELFGENERATEDINCOME,,1,,2,,4,5,1,3,2,,2,2,4,1,1,,1,,6,,,1,6,5,,1,0,,2,,,,,,1,,,,,,,,,,,,1,,1,,,Self generated income (proportion of total income)
306,CFR_21,PTEACHINGSTAFF,,48,,42,,0,44,46,44,41,,52,47,50,45,38,,43,,55,,,52,40,40,,39,49,,53,,,,,,46,,,,,,,,,,,,60,,60,,,Teaching staff (proportion of total expenditure)
307,CFR_21,PSUPPLYTEACHERS,,0,,1,,0,3,1,1,2,,2,1,2,1,0,,0,,1,,,0,2,3,,0,1,,0,,,,,,2,,,,,,,,,,,,0,,0,,,Supply Staff (proportion of total expenditure)
308,CFR_21,PEDUCATIONSUPPORTSTAFF,,27,,28,,0,15,22,26,25,,19,23,17,34,43,,13,,11,,,17,23,19,,36,25,,20,,,,,,21,,,,,,,,,,,,7,,11,,,Education support staff (proportion of total expenditure)
309,CFR_21,PPREMISES,,1,,8,,1,10,6,6,6,,6,6,6,5,4,,3,,8,,,10,11,6,,5,6,,8,,,,,,5,,,,,,,,,,,,3,,13,,,Premises (incl. Staff costs) (proportion of total expenditure)
310,CFR_21,PBACKOFFICE,,9,,7,,92,7,7,9,9,,6,7,6,5,5,,23,,6,,,7,9,8,,9,8,,4,,,,,,8,,,,,,,,,,,,22,,10,,,Back office (incl. Staff costs) (proportion of total expenditure)
311,CFR_21,PCATERING,,2,,4,,4,2,4,2,2,,0,3,5,2,1,,3,,1,,,1,4,7,,2,2,,4,,,,,,3,,,,,,,,,,,,1,,1,,,Catering (incl. Staff costs) (proportion of total expenditure)
312,CFR_21,POTHERSTAFF,,7,,1,,0,7,3,3,6,,3,3,6,3,3,,4,,8,,,6,5,7,,2,2,,2,,,,,,3,,,,,,,,,,,,1,,1,,,Other staff costs (proportion of total expenditure)
313,CFR_21,PENERGY,,0,,1,,1,1,1,2,1,,1,1,1,1,1,,1,,1,,,1,1,1,,1,1,,1,,,,,,1,,,,,,,,,,,,3,,0,,,Energy (proportion of total expenditure)
314,CFR_21,PLEARNINGRESOURCES,,2,,2,,1,3,2,3,2,,2,5,1,1,1,,5,,2,,,2,2,3,,4,2,,2,,,,,,6,,,,,,,,,,,,0,,1,,,Learning resources (not ICT equipment) (proportion of total expenditure)
315,CFR_21,PICT,,0,,3,,0,4,1,0,0,,3,1,2,0,0,,1,,2,,,2,2,2,,0,1,,2,,,,,,1,,,,,,,,,,,,0,,0,,,ICT learning resources (proportion of total expenditure)
316,CFR_21,PBOUGHTINPROFESSIONALSERVICES,,0,,1,,0,2,3,2,3,,1,1,1,2,1,,0,,1,,,2,1,1,,0,0,,4,,,,,,2,,,,,,,,,,,,0,,2,,,Bought in professional services - curriculum (proportion of total expenditure)
317,CFR_21,POTHER,,2,,1,,2,2,3,2,2,,5,1,2,1,0,,3,,3,,,2,-1,3,,2,2,,1,,,,,,2,,,,,,,,,,,,2,,1,,,Other expenditure (proportion of total expenditure)
318,CFR_21,PT1819CAT1,,69%,,64%,,57%,58%,68%,62%,69%,,68%,60%,58%,74%,73%,,52%,,59%,,,68%,59%,63%,,71%,69%,,68%,,,,,,57%,,,,,,,,,,,,59%,,69%,,,2018-19 Teaching and Education Support Staff Costs (proportion of total expenditure)
319,CFR_21,PT1819CAT2,,2%,,1%,,1%,0%,0%,3%,2%,,2%,1%,1%,1%,0%,,6%,,1%,,,2%,5%,1%,,0%,2%,,0%,,,,,,3%,,,,,,,,,,,,0%,,0%,,,2018-19 Supply Staff Costs (proportion of total expenditure)
320,CFR_21,PT1819CAT3,,9%,,7%,,24%,8%,7%,10%,11%,,6%,8%,7%,6%,6%,,18%,,8%,,,8%,8%,7%,,12%,11%,,5%,,,,,,8%,,,,,,,,,,,,27%,,20%,,,2018-19 Back Office (proportion of total expenditure)
321,CFR_21,PT1819CAT4,,0%,,1%,,1%,1%,1%,2%,1%,,1%,1%,1%,1%,1%,,1%,,1%,,,1%,1%,1%,,1%,1%,,1%,,,,,,1%,,,,,,,,,,,,2%,,0%,,,2018-19 Energy (proportion of total expenditure)
322,CFR_21,PT1819CAT5,,100%,,100%,,100%,100%,100%,100%,100%,,100%,100%,100%,100%,100%,,100%,,100%,,,100%,100%,100%,,100%,100%,,100%,,,,,,100%,,,,,,,,,,,,100%,,100%,,,2018-19 Total Expenditure (proportion of total expenditure)
323,CFR_21,PT1819CAT1LA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,,NA,NA,,NA,,,,,,NA,,,,,,,,,,,,NA,,NA,,,2018-19 Teaching and Education Support Staff Costs (proportion of total expenditure) for LA
324,CFR_21,PT1819CAT2LA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,,NA,NA,,NA,,,,,,NA,,,,,,,,,,,,NA,,NA,,,2018-19 Supply Staff Costs (proportion of total expenditure) for LA
325,CFR_21,PT1819CAT3LA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,,NA,NA,,NA,,,,,,NA,,,,,,,,,,,,NA,,NA,,,2018-19 Back Office (proportion of total expenditure) for LA
326,CFR_21,PT1819CAT4LA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,,NA,NA,,NA,,,,,,NA,,,,,,,,,,,,NA,,NA,,,2018-19 Energy (proportion of total expenditure) for LA
327,CFR_21,PT1819CAT5LA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,,NA,NA,,NA,,,,,,NA,,,,,,,,,,,,NA,,NA,,,2018-19 Total Expenditure (proportion of total expenditure) for LA
328,CFR_21,PT1920CAT1,,41%,,40%,,0%,46%,44%,39%,39%,,52%,40%,48%,42%,33%,,43%,,50%,,,50%,34%,42%,,37%,46%,,50%,,,,,,42%,,,,,,,,,,,,51%,,58%,,,2019-20 Teaching and Education Support Staff Costs (proportion of total expenditure)
329,CFR_21,PT1920CAT2,,1%,,2%,,79%,1%,1%,0%,2%,,2%,4%,1%,1%,1%,,2%,,1%,,,2%,4%,1%,,0%,2%,,1%,,,,,,2%,,,,,,,,,,,,0%,,1%,,,2019-20 Supply Staff Costs (proportion of total expenditure)
330,CFR_21,PT1920CAT3,,8%,,7%,,10%,7%,7%,9%,8%,,6%,8%,6%,5%,5%,,18%,,7%,,,7%,8%,6%,,7%,8%,,5%,,,,,,8%,,,,,,,,,,,,24%,,20%,,,2019-20 Back Office (proportion of total expenditure)
331,CFR_21,PT1920CAT4,,0%,,1%,,0%,1%,1%,2%,1%,,1%,1%,1%,1%,1%,,2%,,1%,,,1%,1%,1%,,1%,1%,,1%,,,,,,1%,,,,,,,,,,,,2%,,0%,,,2019-20 Energy (proportion of total expenditure)
332,CFR_21,PT1920CAT5,,100%,,100%,,100%,100%,100%,100%,100%,,100%,100%,100%,100%,100%,,100%,,100%,,,100%,100%,100%,,100%,100%,,100%,,,,,,100%,,,,,,,,,,,,100%,,100%,,,2019-20 Total Expenditure (proportion of total expenditure)
333,CFR_21,PT1920CAT1LA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,,NA,NA,,NA,,,,,,NA,,,,,,,,,,,,NA,,NA,,,2019-20 Teaching and Education Support Staff Costs (proportion of total expenditure) for LA
334,CFR_21,PT1920CAT2LA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,,NA,NA,,NA,,,,,,NA,,,,,,,,,,,,NA,,NA,,,2019-20 Supply Staff Costs (proportion of total expenditure) for LA
335,CFR_21,PT1920CAT3LA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,,NA,NA,,NA,,,,,,NA,,,,,,,,,,,,NA,,NA,,,2019-20 Back Office (proportion of total expenditure) for LA
336,CFR_21,PT1920CAT4LA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,,NA,NA,,NA,,,,,,NA,,,,,,,,,,,,NA,,NA,,,2019-20 Energy (proportion of total expenditure) for LA
337,CFR_21,PT1920CAT5LA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,,NA,NA,,NA,,,,,,NA,,,,,,,,,,,,NA,,NA,,,2019-20 Total Expenditure (proportion of total expenditure) for LA
338,CFR_21,PT2021CAT1,,48%,,42%,,0%,44%,46%,44%,41%,,52%,47%,50%,45%,38%,,43%,,55%,,,52%,40%,40%,,39%,49%,,53%,,,,,,46%,,,,,,,,,,,,60%,,60%,,,2020-21 Teaching and Education Support Staff Costs (proportion of total expenditure)
339,CFR_21,PT2021CAT2,,0%,,1%,,0%,3%,1%,1%,2%,,2%,1%,2%,1%,0%,,0%,,1%,,,0%,2%,3%,,0%,1%,,0%,,,,,,2%,,,,,,,,,,,,0%,,0%,,,2020-21 Supply Staff Costs (proportion of total expenditure)
340,CFR_21,PT2021CAT3,,9%,,7%,,92%,7%,7%,9%,9%,,6%,7%,6%,5%,5%,,23%,,6%,,,7%,9%,8%,,9%,8%,,4%,,,,,,8%,,,,,,,,,,,,22%,,10%,,,2020-21 Back Office (proportion of total expenditure)
341,CFR_21,PT2021CAT4,,0%,,1%,,1%,1%,1%,2%,1%,,1%,1%,1%,1%,1%,,1%,,1%,,,1%,1%,1%,,1%,1%,,1%,,,,,,1%,,,,,,,,,,,,3%,,0%,,,2020-21 Energy (proportion of total expenditure)
342,CFR_21,PT2021CAT5,,100%,,100%,,100%,100%,100%,100%,100%,,100%,100%,100%,100%,100%,,100%,,100%,,,100%,100%,100%,,100%,100%,,100%,,,,,,100%,,,,,,,,,,,,100%,,100%,,,2020-21 Total Expenditure (proportion of total expenditure)
343,CFR_21,PT2021CAT1LA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,,NA,NA,,NA,,,,,,NA,,,,,,,,,,,,NA,,NA,,,2020-21 Teaching and Education Support Staff Costs (proportion of total expenditure) for LA
344,CFR_21,PT2021CAT2LA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,,NA,NA,,NA,,,,,,NA,,,,,,,,,,,,NA,,NA,,,2020-21 Supply Staff Costs (proportion of total expenditure) for LA
345,CFR_21,PT2021CAT3LA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,,NA,NA,,NA,,,,,,NA,,,,,,,,,,,,NA,,NA,,,2020-21 Back Office (proportion of total expenditure) for LA
346,CFR_21,PT2021CAT4LA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,,NA,NA,,NA,,,,,,NA,,,,,,,,,,,,NA,,NA,,,2020-21 Energy (proportion of total expenditure) for LA
347,CFR_21,PT2021CAT5LA,,NA,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,,,NA,NA,NA,,NA,NA,,NA,,,,,,NA,,,,,,,,,,,,NA,,NA,,,2020-21 Total Expenditure (proportion of total expenditure) for LA
348,CFR_21,PDCAT1,,7%,,2%,,0%,-2%,2%,5%,2%,,0%,7%,2%,3%,5%,,0%,,5%,,,2%,6%,-2%,,2%,3%,,3%,,,,,,4%,,,,,,,,,,,,9%,,2%,,,Difference between 2018-19 and 2020-21 (percentage point difference)
349,CFR_21,PDCAT2,,-1%,,-1%,,-79%,2%,0%,1%,0%,,0%,-3%,1%,0%,-1%,,-2%,,0%,,,-2%,-2%,2%,,0%,-1%,,-1%,,,,,,0%,,,,,,,,,,,,0%,,-1%,,,Difference between 2018-19 and 2020-21 (percentage point difference)
350,CFR_21,PDCAT3,,1%,,0%,,82%,0%,0%,0%,1%,,0%,-1%,0%,0%,0%,,5%,,-1%,,,0%,1%,2%,,2%,0%,,-1%,,,,,,0%,,,,,,,,,,,,-2%,,-10%,,,Difference between 2018-19 and 2020-21 (percentage point difference)
351,CFR_21,PDCAT4,,0%,,0%,,1%,0%,0%,0%,0%,,0%,0%,0%,0%,0%,,-1%,,0%,,,0%,0%,0%,,0%,0%,,0%,,,,,,0%,,,,,,,,,,,,1%,,0%,,,Difference between 2018-19 and 2020-21 (percentage point difference)
352,CFR_21,PDCAT5,,0%,,0%,,0%,0%,0%,0%,0%,,0%,0%,0%,0%,0%,,0%,,0%,,,0%,0%,0%,,0%,0%,,0%,,,,,,0%,,,,,,,,,,,,0%,,0%,,,Difference between 2018-19 and 2020-21 (percentage point difference)
353,CFR_19,LONDONORNONLONDON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,ABS_19,LA,334,333,330,334,,330,334,334,333,333,,334,333,334,334,334,334,330,,334,333,,335,335,334,330,333,333,,334,330,334,,885,,333,335,333,334,330,334,334,334,334,333,333,,330,,333,,,Local Authority Number
355,ABS_19,ESTAB,2081,2176,2145,3510,,2406,2051,3517,2183,2146,,3511,2046,2090,7005,7007,2094,2019,,2019,2074,,2043,2012,2026,2100,2127,2128,,3516,2121,2003,,2915,,2186,5201,2009,4003,4331,4019,4018,4037,4001,4002,6910,,4187,,4500,,,DfE number of establishment within LA
356,ABS_19,URN,140733,103981,141206,104103,,103345,104060,135139,131212,103955,,104104,103908,104079,104132,104133,140923,134279,,104050,103924,,104170,104150,104053,139014,103945,103946,,104107,139269,143051,,137697,,131591,137797,146358,146379,137053,137008,137231,143895,142900,139918,135979,,103499,,104019,,,School unique Reference Number
357,ABS_19,PERCTOT,4.3,4.1,3.3,4.4,,4.8,3,5.4,3.9,4.5,,4.3,4.4,3.8,7.4,7,4,4.1,,3.1,4.1,,4.4,4.3,3,3.9,5.1,3.8,,4.7,6.7,4.3,,3.6,,3.6,2.8,6.8,6.3,5,5.8,5.4,7.8,4.4,6.2,3,,5.5,,4.6,4,5.5,Percentage of overall absence (authorised and unauthorised) for the full 2018/19 academic year.
358,ABS_19,PPERSABS10,9.2,8.3,7.1,4.5,,13.1,3.6,12.5,7.3,11.7,,7.6,11.5,5.4,17.1,16.5,6.2,10.2,,4.8,8.9,,7,10.7,5.6,6.1,12,7.1,,11,25.5,14.4,,6.5,,7.5,2.7,22.4,16.3,11.8,14.5,11.9,23.8,9.4,18.6,7,,14.5,,12,8.2,13.7,Percentage of enrolments who are persistent absentees - missing 10% or more of possible sessions across the full 2018/19 academic year.
359,ABS_19,TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRI,SEC,
360,KS4_PUPDEST_19,RECTYPE,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,1,,1,,7,Record type
361,KS4_PUPDEST_19,LEA,,,,,,,,,,,,,,,334,334,,,,,,,,,,,,,,,,,,,,,,,,330,334,334,,,333,333,,330,,333,,,Local authority number
362,KS4_PUPDEST_19,ESTAB,,,,,,,,,,,,,,,7005,7007,,,,,,,,,,,,,,,,,,,,,,,,4331,4019,4018,,,4002,6910,,4187,,4500,,,Establishment number
363,KS4_PUPDEST_19,URN,,,,,,,,,,,,,,,104132,104133,,,,,,,,,,,,,,,,,,,,,,,,137053,137008,137231,,,139918,135979,,103499,,104019,,,School Unique Reference Number
364,KS4_PUPDEST_19,ICLOSE,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,,0,,0,,,Closed school flag
365,KS4_PUPDEST_19,SCHNAME,,,,,,,,,,,,,,,Forest Oak School,Merstone School,,,,,,,,,,,,,,,,,,,,,,,,Plantsbrook School,Lode Heath School,Light Hall School,,,Wodensborough Ormiston Academy,Ormiston Sandwell Community Academy,,Turves Green Girls' School,,St Michael's CE High School,,,School name
366,KS4_PUPDEST_19,NFTYPE,,,,,,,,,,,,,,,CYS,CYS,,,,,,,,,,,,,,,,,,,,,,,,ACC,ACC,ACC,,,AC,AC,,FD,,VA,,,School type
367,KS4_PUPDEST_19,COHORT,,,,,,,,,,,,,,,13,4,,,,,,,,,,,,,,,,,,,,,,,,187,204,239,,,159,176,,120,,220,,528139,Number of pupils completing key stage 4 in 2016/17
368,KS4_PUPDEST_19,OVERALL_DEST,,,,,,,,,,,,,,,13,SUPP,,,,,,,,,,,,,,,,,,,,,,,,180,195,224,,,149,162,,108,,202,,497037,Pupils staying in education or employment for at least two terms after key stage 4 (number of pupils)
369,KS4_PUPDEST_19,APPREN,,,,,,,,,,,,,,,0,SUPP,,,,,,,,,,,,,,,,,,,,,,,,11,17,10,,,9,1,,7,,13,,22539,Apprenticeships (number of pupils)
370,KS4_PUPDEST_19,EMPLOYMENT,,,,,,,,,,,,,,,0,SUPP,,,,,,,,,,,,,,,,,,,,,,,,1,12,7,,,12,0,,0,,4,,16570,Pupils staying in employment for at least two terms after key stage 4 (number of pupils)
371,KS4_PUPDEST_19,EDUCATION,,,,,,,,,,,,,,,13,SUPP,,,,,,,,,,,,,,,,,,,,,,,,168,166,207,,,128,161,,101,,185,,457928,Pupils staying in education for at least two terms after key stage 4 (number of pupils)
372,KS4_PUPDEST_19,FE,,,,,,,,,,,,,,,2,SUPP,,,,,,,,,,,,,,,,,,,,,,,,51,139,181,,,118,137,,84,,167,,194858,Further education (number of pupils)
373,KS4_PUPDEST_19,SCH_6TH,,,,,,,,,,,,,,,0,SUPP,,,,,,,,,,,,,,,,,,,,,,,,112,23,16,,,8,3,,8,,1,,196140,School sixth form (number of pupils)
374,KS4_PUPDEST_19,SIXTH_COL,,,,,,,,,,,,,,,0,SUPP,,,,,,,,,,,,,,,,,,,,,,,,0,1,9,,,1,20,,9,,14,,56382,Sixth form college (number of pupils)
375,KS4_PUPDEST_19,OTHER_EDU,,,,,,,,,,,,,,,11,SUPP,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,,,1,1,,0,,3,,10548,Other education destination (number of pupils)
376,KS4_PUPDEST_19,NOT_SUSTAINED,,,,,,,,,,,,,,,0,SUPP,,,,,,,,,,,,,,,,,,,,,,,,7,7,11,,,9,11,,10,,18,,26414,Pupils not staying in education or employment for at least two terms after key stage 4 (number of pupils)
377,KS4_PUPDEST_19,UNKNOWN,,,,,,,,,,,,,,,0,SUPP,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,,,1,3,,2,,0,,4688,Activity not captured (number of pupils)
378,KS4_PUPDEST_19,OVERALL_DESTPER,,,,,,,,,,,,,,,100%,SUPP,,,,,,,,,,,,,,,,,,,,,,,,96%,96%,94%,,,94%,92%,,90%,,92%,,94%,Pupils staying in education or employment for at least two terms after key stage 4 (percentage)
379,KS4_PUPDEST_19,APPRENPER,,,,,,,,,,,,,,,0%,SUPP,,,,,,,,,,,,,,,,,,,,,,,,6%,8%,4%,,,6%,1%,,6%,,6%,,4%,Apprenticeships (percentage)
380,KS4_PUPDEST_19,EMPLOYMENTPER,,,,,,,,,,,,,,,0%,SUPP,,,,,,,,,,,,,,,,,,,,,,,,1%,6%,3%,,,8%,0%,,0%,,2%,,3%,Pupils staying in employment for at least two terms after key stage 4 (percentage)
381,KS4_PUPDEST_19,EDUCATIONPER,,,,,,,,,,,,,,,100%,SUPP,,,,,,,,,,,,,,,,,,,,,,,,90%,81%,87%,,,81%,91%,,84%,,84%,,87%,Pupils staying in education for at least two terms after key stage 4 (percentage)
382,KS4_PUPDEST_19,FEPER,,,,,,,,,,,,,,,15%,SUPP,,,,,,,,,,,,,,,,,,,,,,,,27%,68%,76%,,,74%,78%,,70%,,76%,,37%,Further education (percentage)
383,KS4_PUPDEST_19,SCH_6THPER,,,,,,,,,,,,,,,0%,SUPP,,,,,,,,,,,,,,,,,,,,,,,,60%,11%,7%,,,5%,2%,,7%,,SP,,37%,School sixth form (percentage)
384,KS4_PUPDEST_19,SIXTH_COLPER,,,,,,,,,,,,,,,0%,SUPP,,,,,,,,,,,,,,,,,,,,,,,,0%,SP,4%,,,1%,11%,,8%,,6%,,11%,Sixth form college (percentage)
385,KS4_PUPDEST_19,OTHER_EDUPER,,,,,,,,,,,,,,,85%,SUPP,,,,,,,,,,,,,,,,,,,,,,,,3%,1%,SP,,,1%,1%,,0%,,1%,,2%,Other education destination (percentage)
386,KS4_PUPDEST_19,NOT_SUSTAINEDPER,,,,,,,,,,,,,,,0%,SUPP,,,,,,,,,,,,,,,,,,,,,,,,4%,3%,5%,,,6%,6%,,8%,,8%,,5%,Pupils not staying in education or employment for at least two terms after key stage 4 (percentage)
387,KS4_PUPDEST_19,UNKNOWNPER,,,,,,,,,,,,,,,0%,SUPP,,,,,,,,,,,,,,,,,,,,,,,,0%,1%,2%,,,1%,2%,,2%,,0%,,1%,Activity not captured (percentage)
388,KS4_PUPDEST_19,COHORT_DIS,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,,32,34,62,,,79,73,,73,,81,,142045,Number of disadvantaged pupils completing key stage 4 in 2016/17
389,KS4_PUPDEST_19,OVERALL_DEST_DIS,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,,31,32,56,,,71,64,,64,,68,,125685,Disadvantaged pupils staying in education or employment for at least two terms after key stage 4 (number of pupils)
390,KS4_PUPDEST_19,APPREN_DIS,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,4,0,,2,,6,,4567,Apprenticeships (number of pupils)
391,KS4_PUPDEST_19,EMPLOYMENT_DIS,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,,,4,0,,0,,2,,6301,Pupils staying in employment for at least two terms after key stage 4 (number of pupils)
392,KS4_PUPDEST_19,EDUCATION_DIS,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,,29,27,52,,,63,64,,62,,60,,114817,Pupils staying in education for at least two terms after key stage 4 (number of pupils)
393,KS4_PUPDEST_19,FE_DIS,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,,14,24,44,,,60,54,,53,,53,,63237,Further education (number of pupils)
394,KS4_PUPDEST_19,SCH_6TH_DIS,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,,12,3,2,,,SUPP,2,,5,,SUPP,,35282,School sixth form (number of pupils)
395,KS4_PUPDEST_19,SIXTH_COL_DIS,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,,0,0,SUPP,,,0,7,,4,,SUPP,,12078,Sixth form college (number of pupils)
396,KS4_PUPDEST_19,OTHER_EDU_DIS,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,,3,0,SUPP,,,SUPP,1,,0,,0,,4220,Other education destination (number of pupils)
397,KS4_PUPDEST_19,NOT_SUSTAINED_DIS,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,,,8,7,,8,,13,,14447,Pupils not staying in education or employment for at least two terms after key stage 4 (number of pupils)
398,KS4_PUPDEST_19,UNKNOWN_DIS,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,,,0,2,,1,,0,,1913,Activity not captured (number of pupils)
399,KS4_PUPDEST_19,OVERALL_DESTPER_DIS,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,,97%,94%,90%,,,90%,88%,,88%,,84%,,88%,Pupils staying in education or employment for at least two terms after key stage 4 (percentage)
400,KS4_PUPDEST_19,APPRENPER_DIS,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,,6%,3%,3%,,,5%,0%,,3%,,7%,,3%,Apprenticeships (percentage)
401,KS4_PUPDEST_19,EMPLOYMENTPER_DIS,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,,0%,12%,3%,,,5%,0%,,0%,,2%,,4%,Pupils staying in employment for at least two terms after key stage 4 (percentage)
402,KS4_PUPDEST_19,EDUCATIONPER_DIS,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,,91%,79%,84%,,,80%,88%,,85%,,74%,,81%,Pupils staying in education for at least two terms after key stage 4 (percentage)
403,KS4_PUPDEST_19,FEPER_DIS,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,,44%,71%,71%,,,76%,74%,,73%,,65%,,45%,Further education (percentage)
404,KS4_PUPDEST_19,SCH_6THPER_DIS,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,,38%,9%,3%,,,SUPP,3%,,7%,,SUPP,,25%,School sixth form (percentage)
405,KS4_PUPDEST_19,SIXTH_COLPER_DIS,,,,,,,,,,,,,,,SUPP,SUPP,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,SUPP,,,0%,10%,,5%,,SUPP,,9%,Sixth form college (percentage)
