No,Namespace,Variable,Old Church Church of England C Primary School - 104224,Alumwell Junior School - 104142,Alumwell Infant School - 104143,Foxyards Primary School - 148182,Foxyards Primary School - 103788,Croft Academy - 138420,Wallbrook Primary Academy - 147721,Wallbrook Primary School - 103783,Reedswood E-ACT Academy - 138452,Priory Primary School - 145305,Jesson's CofE Primary School (VA) - 103845,"St Joseph's Catholic Primary School, Darlaston - 104235",Quarry Bank Primary School - 103830,Woods Bank Academy - 139305,Bentley Heath Church of England Primary School - 140462,North Walsall Primary Academy - 144499,Wilkinson Primary School - 104325,The Wenlock School - 145563,Christ Church CofE Primary School - 103838,Radleys Primary School - 104207,King Charles Primary School - 104175,Leighswood School - 131433,County Bridge Primary School - 104189,George Fentham Endowed School - 104094,"The Jane Lane School,  A College for Cognition & Learning - 104271",Woodside Primary School and Nursery - 143821,St Thomas of Canterbury Catholic Primary School - 104236,Wollescote Primary School - 103800,Wrens Nest Primary School - 103823,Lickey Hills Primary School and Nursery - 116773,St Andrew's CofE First School - 116865,Mount Pleasant Primary School - 103780,The Island Project School - 135453,Edgar Stammers Primary Academy - 139610,Loxdale Primary School - 104315,Rosewood School - 103882,Crown Meadow First School & Nursery - 116646,Alvechurch CofE Middle School - 143507,Knowle Church of England Primary Academy - 139457,St Mary's RC Primary School - 141489,Bentley West Primary School Additionally Resourced for Hearing Impaired - 104174,St James Academy - 144657,Waseley Hills High School - 138664,Grace Academy Darlaston - 135956,Elmwood School - 135461,Priory Park Community School - 148642,Pegasus Academy - 137390,Sutton School - 103877,Bishop Milner Catholic College - 140126,"St Thomas More Catholic School, Willenhall - 104259",National state-funded primary,National state-funded secondary and 16 to 18,Description
1119,KS2_19,WRITPROG,-0.1,-0.8,,,-1.3,1.9,,-2.6,-2.7,-0.6,1.8,0.2,0.6,-0.5,-0.3,-1.3,1.6,,0.9,-1.1,1.9,2.4,3.5,0.2,-17.1,-0.8,2.3,2.5,-2.4,-1.9,,0.6,,1.2,1.9,,,-0.9,-1.3,1.8,-1.3,,,,,,,,,,,,Writing progress measure
1120,KS2_19,WRITPROG_LOWER,-1.8,-2.1,,,-3,-0.3,,-4.5,-4.2,-1.8,0.6,-1.8,-1.2,-2.1,-1.7,-3.4,0.1,,-0.4,-3.2,0.4,1.2,1.3,-1.9,-20.4,-2.4,0.3,0.9,-3.8,-3.4,,-1,,-0.6,-0.1,,,-2,-2.7,-0.3,-2.7,,,,,,,,,,,,Writing progress measure - lower confidence limit
1121,KS2_19,WRITPROG_UPPER,1.6,0.4,,,0.4,4.2,,-0.8,-1.2,0.7,3.1,2.2,2.3,1.2,1.1,0.9,3,,2.2,1.1,3.4,3.7,5.6,2.4,-13.7,0.8,4.3,4,-0.9,-0.3,,2.2,,3,3.9,,,0.1,0.2,3.8,0.1,,,,,,,,,,,,Writing progress measure - upper confidence limit
1122,KS2_19,WRITCOV,98%,91%,,,93%,89%,,97%,98%,95%,93%,100%,93%,96%,100%,96%,97%,,95%,93%,98%,100%,90%,100%,69%,96%,100%,96%,100%,100%,,100%,,93%,100%,,,100%,97%,100%,100%,,,,,,,,,,,,Writing progress measure - coverage
1123,KS2_19,MATPROG,0.8,-3.1,,,-3,-0.3,,-5.9,-0.2,-3.7,-1.1,-0.2,-4.1,0.3,0.9,-4.3,-0.8,,1.3,-1.1,0.4,0.9,2.1,-0.6,-15,-1.9,3.6,2.9,-5.7,-3.7,,0.7,,0.5,-0.2,,,-0.6,-0.6,3.9,-2.2,,,,,,,,,,,,Maths progress measure
1124,KS2_19,MATPROG_LOWER,-0.8,-4.2,,,-4.6,-2.4,,-7.6,-1.6,-4.8,-2.3,-2.1,-5.7,-1.3,-0.4,-6.4,-2.2,,0.1,-3.2,-1,-0.3,0.1,-2.6,-17.9,-3.4,1.7,1.4,-7.1,-5.2,,-0.8,,-1.2,-2.1,,,-1.6,-2,2,-3.6,,,,,,,,,,,,Maths progress measure - lower confidence limit
1125,KS2_19,MATPROG_UPPER,2.4,-1.9,,,-1.3,1.8,,-4.1,1.2,-2.5,0.1,1.8,-2.5,1.9,2.3,-2.3,0.6,,2.6,1.1,1.8,2.1,4.2,1.4,-12,-0.4,5.5,4.4,-4.4,-2.2,,2.2,,2.2,1.7,,,0.4,0.8,5.8,-0.8,,,,,,,,,,,,Maths progress measure - upper confidence limit
1126,KS2_19,MATCOV,98%,91%,,,93%,89%,,95%,98%,95%,93%,100%,93%,96%,100%,96%,97%,,95%,86%,98%,99%,90%,100%,81%,94%,100%,96%,100%,100%,,100%,,93%,100%,,,98%,97%,100%,100%,,,,,,,,,,,,Maths progress measure - coverage
1127,KS2_19,PTREAD_EXP,68%,66%,,,54%,68%,,39%,71%,50%,52%,77%,58%,70%,85%,43%,87%,,68%,71%,51%,74%,93%,93%,0%,52%,81%,62%,33%,62%,,74%,,71%,58%,,,74%,77%,90%,58%,,,,,,,,,,73%,,Percentage of pupils reaching the expected standard in reading
1128,KS2_19,PTREAD_HIGH,23%,13%,,,17%,11%,,18%,14%,8%,8%,43%,18%,20%,40%,11%,26%,,20%,29%,9%,21%,27%,57%,0%,12%,16%,19%,7%,26%,,22%,,17%,3%,,,33%,33%,26%,18%,,,,,,,,,,27%,,Percentage of pupils achieving a high score in reading
1129,KS2_19,PTREAD_AT,0%,1%,,,0%,0%,,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,0%,4%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,,0%,,0%,0%,,,1%,0%,0%,0%,,,,,,,,,,0%,,Percentage of pupils absent from or not able to access the test in reading
1130,KS2_19,READ_AVERAGE,103,101,,,100,102,,99,103,99,98,106,102,101,107,100,106,,104,105,98,104,107,110,,99,103,103,96,104,,104,,103,99,,,106,106,106,101,,,,,,,,,,104,,Average scaled score in reading
1131,KS2_19,PTGPS_EXP,73%,65%,,,61%,54%,,53%,77%,60%,68%,80%,64%,61%,93%,89%,90%,,84%,75%,74%,78%,93%,89%,0%,71%,84%,75%,41%,66%,,80%,,83%,81%,,,78%,87%,87%,67%,,,,,,,,,,78%,,"Percentage of pupils reaching the expected standard in grammar, punctuation and spelling"
1132,KS2_19,PTGPS_HIGH,30%,18%,,,13%,4%,,5%,43%,18%,21%,33%,33%,24%,57%,21%,50%,,27%,25%,30%,32%,50%,43%,0%,29%,39%,27%,3%,26%,,22%,,36%,39%,,,38%,50%,48%,27%,,,,,,,,,,36%,,"Percentage of pupils achieving a high score in grammar, punctuation and spelling"
1133,KS2_19,PTGPS_AT,0%,1%,,,0%,0%,,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,0%,4%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,,0%,,0%,0%,,,0%,0%,0%,0%,,,,,,,,,,0%,,"Percentage of pupils absent from or not able to access the test in grammar, punctuation and spelling"
1134,KS2_19,GPS_AVERAGE,103,102,,,102,100,,100,108,102,103,106,104,103,110,105,109,,105,105,104,106,110,108,,104,106,105,97,104,,106,,107,107,,,106,109,110,103,,,,,,,,,,106,,"Average scaled score in grammar, punctuation and spelling"
1135,KS2_19,PTMAT_EXP,82%,64%,,,80%,71%,,45%,89%,59%,64%,73%,53%,74%,87%,43%,82%,,72%,75%,65%,82%,97%,89%,0%,65%,94%,90%,45%,68%,,86%,,67%,68%,,,89%,83%,84%,60%,,,,,,,,,,79%,,Percentage of pupils reaching the expected standard in maths
1136,KS2_19,PTMAT_HIGH,30%,22%,,,11%,14%,,5%,23%,5%,13%,33%,11%,28%,45%,7%,21%,,20%,14%,21%,24%,37%,50%,0%,19%,29%,17%,2%,12%,,28%,,21%,29%,,,36%,37%,42%,13%,,,,,,,,,,27%,,Percentage of pupils achieving a high score in maths
1137,KS2_19,PTMAT_AT,0%,1%,,,0%,0%,,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,0%,4%,0%,1%,0%,0%,0%,2%,0%,0%,0%,0%,,0%,,0%,0%,,,1%,0%,0%,0%,,,,,,,,,,0%,,Percentage of pupils absent from or not able to access the test in maths
1138,KS2_19,MAT_AVERAGE,105,102,,,102,102,,98,105,100,101,104,99,103,108,97,104,,104,103,102,106,107,108,,103,106,105,96,102,,106,,102,104,,,107,107,107,101,,,,,,,,,,105,,Average scaled score in maths
1139,KS2_19,PTWRITTA_EXP,80%,76%,,,76%,79%,,61%,71%,70%,75%,83%,73%,67%,87%,57%,87%,,74%,71%,75%,90%,97%,93%,0%,79%,84%,73%,40%,76%,,84%,,69%,81%,,,87%,85%,81%,62%,,,,,,,,,,78%,,Percentage of pupils reaching the expected standard in writing
1140,KS2_19,PTWRITTA_HIGH,14%,5%,,,9%,14%,,5%,9%,9%,12%,7%,16%,7%,23%,0%,24%,,12%,18%,14%,26%,40%,43%,0%,19%,10%,15%,9%,10%,,30%,,12%,26%,,,29%,22%,16%,10%,,,,,,,,,,20%,,Percentage of pupils working at greater depth within the expected standard in writing
1141,KS2_19,PTWRITTA_WTS,16%,21%,,,22%,21%,,34%,18%,27%,25%,17%,24%,33%,12%,43%,8%,,22%,25%,18%,6%,3%,7%,0%,15%,16%,23%,60%,16%,,12%,,24%,19%,,,13%,15%,16%,35%,,,,,,,,,,17%,,Percentage of pupils working towards the expected standard in writing
1142,KS2_19,PTWRITTA_AD,0%,1%,,,0%,0%,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,0%,0%,0%,0%,0%,0%,21%,0%,0%,0%,0%,0%,,0%,,0%,0%,,,0%,0%,0%,0%,,,,,,,,,,0%,,Percentage of pupils absent or disapplied in writing TA
1143,KS2_19,PTSCITA_EXP,93%,83%,,,89%,86%,,71%,77%,72%,78%,80%,76%,72%,87%,64%,90%,,85%,82%,75%,90%,97%,96%,0%,77%,90%,69%,57%,90%,,92%,,83%,94%,,,92%,85%,87%,80%,,,,,,,,,,83%,,Percentage of pupils reaching the expected standard in science TA
1144,KS2_19,PTSCITA_AD,0%,1%,,,0%,0%,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,0%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,,0%,,0%,0%,,,0%,0%,0%,0%,,,,,,,,,,0%,,Percentage of pupils absent or disapplied in science TA
1145,KS2_19,PTRWM_EXP_B,52%,55%,,,44%,50%,,20%,44%,40%,47%,69%,35%,75%,75%,14%,82%,,44%,45%,48%,67%,91%,86%,0%,40%,71%,46%,17%,46%,,59%,,57%,57%,,,57%,63%,47%,38%,,,,,,,,,,60%,,"Percentage of boys reaching the expected standard in reading, writing and maths"
1146,KS2_19,PTRWM_EXP_G,65%,58%,,,67%,64%,,35%,72%,46%,44%,71%,52%,50%,82%,36%,69%,,55%,71%,42%,70%,100%,93%,SUPP,41%,90%,67%,39%,62%,,81%,,37%,41%,,,79%,76%,100%,47%,,,,,,,,,,70%,,"Percentage of girls reaching the expected standard in reading, writing and maths"
1147,KS2_19,PTRWM_EXP_L,SUPP,0%,,,SUPP,SUPP,,SUPP,SUPP,0%,0%,SUPP,0%,0%,SUPP,SUPP,SUPP,,14%,SUPP,0%,0%,SUPP,SUPP,0%,SUPP,SUPP,0%,0%,0%,,SUPP,,0%,SUPP,,,SUPP,SUPP,SUPP,0%,,,,,,,,,,7%,,"Percentage of pupils with low prior attainment reaching the expected standard in reading, writing and maths"
1148,KS2_19,PTRWM_EXP_M,55%,55%,,,42%,50%,,32%,51%,33%,40%,61%,29%,68%,67%,27%,72%,,45%,58%,49%,63%,95%,SUPP,SUPP,21%,79%,64%,20%,45%,,58%,,48%,42%,,,39%,41%,80%,39%,,,,,,,,,,58%,,"Percentage of pupils with medium prior attainment reaching the expected standard in reading, writing and maths"
1149,KS2_19,PTRWM_EXP_H,91%,95%,,,93%,SUPP,,38%,88%,90%,94%,100%,87%,90%,100%,,96%,,100%,SUPP,100%,96%,100%,100%,,93%,100%,SUPP,67%,100%,,100%,,SUPP,SUPP,,,88%,100%,100%,91%,,,,,,,,,,95%,,"Percentage of pupils with high prior attainment reaching the expected standard in reading, writing and maths"
1150,KS2_19,PTRWM_EXP_FSM6CLA1A,48%,46%,,,85%,64%,,26%,42%,42%,23%,50%,44%,50%,44%,22%,54%,,38%,45%,39%,59%,87%,SUPP,0%,26%,73%,53%,20%,17%,,60%,,38%,42%,,,50%,SUPP,56%,38%,,,,,,,,,,51%,,"Percentage of disadvantaged pupils reaching the expected standard in reading, writing and maths"
1151,KS2_19,PTRWM_EXP_NOTFSM6CLA1A,70%,64%,,,42%,50%,,36%,73%,45%,65%,77%,45%,86%,84%,30%,89%,,55%,71%,54%,70%,100%,SUPP,0%,56%,81%,57%,50%,59%,,70%,,57%,58%,,,70%,SUPP,82%,48%,,,,,,,,,,71%,,"Percentage of non-disadvantaged pupils reaching the expected standard in reading, writing and maths"
1152,KS2_19,DIFFN_RWM_EXP,-23,-25,,,14,-7,,-45,-29,-29,-48,-21,-27,-21,-27,-49,-17,,-33,-26,-32,-12,16,SUPP,-71,-45,2,-18,-51,-54,,-11,,-33,-29,,,-21,SUPP,-15,-33,,,,,,,,,,0,,"Difference between school percentage of disavantaged pupils and national percentage of other pupils reaching the expected standard in reading, writing and maths "
1153,KS2_19,PTRWM_EXP_EAL,75%,64%,,,SUPP,61%,,SUPP,60%,71%,56%,SUPP,SUPP,63%,SUPP,20%,75%,,43%,SUPP,33%,SUPP,SUPP,SUPP,SUPP,50%,82%,54%,SUPP,,,,,67%,75%,,,SUPP,SUPP,100%,SUPP,,,,,,,,,,64%,,"Percentage of EAL pupils reaching the expected standard in reading, writing and maths"
1154,KS2_19,PTRWM_EXP_MOBN,59%,59%,,,50%,60%,,32%,62%,47%,49%,70%,45%,63%,78%,29%,75%,,51%,64%,44%,70%,93%,89%,SUPP,39%,77%,55%,25%,55%,,68%,,47%,45%,,,68%,71%,72%,42%,,,,,,,,,,66%,,"Percentage of non-mobile pupils reaching the expected standard in reading, writing and maths"
1155,KS2_19,PTRWM_HIGH_B,5%,0%,,,0%,0%,,0%,7%,0%,0%,0%,5%,5%,13%,0%,6%,,0%,0%,3%,6%,9%,29%,0%,4%,10%,14%,3%,4%,,7%,,4%,0%,,,12%,11%,7%,4%,,,,,,,,,,9%,,Percentage of boys achieving a high score in reading and maths and working at greater depth in writing
1156,KS2_19,PTRWM_HIGH_G,4%,7%,,,5%,7%,,4%,3%,0%,3%,14%,8%,4%,25%,0%,14%,,8%,12%,4%,10%,38%,29%,SUPP,7%,0%,0%,0%,0%,,24%,,16%,6%,,,23%,18%,19%,0%,,,,,,,,,,13%,,"Percentage of girls reaching the HIGHected standard in reading, writing and maths"
1157,KS2_19,PTRWM_HIGH_L,SUPP,0%,,,SUPP,SUPP,,SUPP,SUPP,0%,0%,SUPP,0%,0%,SUPP,SUPP,SUPP,,0%,SUPP,0%,0%,SUPP,SUPP,0%,SUPP,SUPP,0%,0%,0%,,SUPP,,0%,SUPP,,,SUPP,SUPP,SUPP,0%,,,,,,,,,,0%,,Percentage of pupils with low prior attainment achieving a high score in reading and maths and working at greater depth in writing
1158,KS2_19,PTRWM_HIGH_M,3%,0%,,,0%,0%,,0%,3%,0%,0%,0%,0%,0%,0%,0%,0%,,4%,0%,0%,0%,5%,SUPP,SUPP,0%,0%,10%,0%,0%,,0%,,4%,4%,,,0%,0%,5%,0%,,,,,,,,,,2%,,Percentage of pupils with medium prior attainment achieving a high score in reading and maths and working at greater depth in writing
1159,KS2_19,PTRWM_HIGH_H,9%,15%,,,7%,SUPP,,13%,13%,0%,6%,20%,20%,10%,38%,,24%,,10%,SUPP,25%,26%,33%,36%,,20%,29%,SUPP,8%,8%,,37%,,SUPP,SUPP,,,30%,28%,50%,9%,,,,,,,,,,29%,,Percentage of pupils with high prior attainment achieving a high score in reading and maths and working at greater depth in writing
1160,KS2_19,PTRWM_HIGH_FSM6CLA1A,5%,0%,,,8%,0%,,4%,4%,0%,0%,13%,6%,0%,0%,0%,8%,,0%,0%,0%,6%,13%,SUPP,0%,0%,7%,0%,2%,0%,,0%,,5%,5%,,,0%,SUPP,0%,0%,,,,,,,,,,5%,,Percentage of disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing
1161,KS2_19,PTRWM_HIGH_NOTFSM6CLA1A,4%,6%,,,0%,7%,,0%,7%,0%,2%,5%,7%,14%,22%,0%,11%,,6%,12%,8%,8%,20%,SUPP,0%,12%,6%,11%,0%,2%,,18%,,14%,0%,,,20%,SUPP,18%,3%,,,,,,,,,,13%,,Percentage of non-disadvantaged pupils achieving a high score in reading and maths and working at greater depth in writing
1162,KS2_19,DIFFN_RWM_HIGH,-8,-13,,,-5,-13,,-9,-9,-13,-13,0,-7,-13,-13,-13,-5,,-13,-13,-13,-7,0,SUPP,-13,-13,-6,-13,-11,-13,,-13,,-8,-8,,,-13,SUPP,-13,-13,,,,,,,,,,0,,"Difference between school percentage of disavantaged pupils and national percentage of other pupils achieving a high score in reading, writing and maths "
1163,KS2_19,PTRWM_HIGH_EAL,0%,5%,,,SUPP,6%,,SUPP,7%,0%,0%,SUPP,SUPP,13%,SUPP,0%,0%,,14%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,14%,9%,9%,SUPP,,,,,0%,0%,,,SUPP,SUPP,25%,SUPP,,,,,,,,,,11%,,Percentage of EAL pupils achieving a high score in reading and maths and working at greater depth in writing
1164,KS2_19,PTRWM_HIGH_MOBN,5%,4%,,,0%,4%,,3%,6%,0%,0%,7%,7%,3%,19%,0%,10%,,4%,8%,4%,8%,17%,30%,SUPP,7%,6%,8%,2%,2%,,15%,,9%,3%,,,18%,14%,14%,2%,,,,,,,,,,11%,,Percentage of non-mobile pupils achieving a high score in reading and maths and working at greater depth in writing
1165,KS2_19,READPROG_B,-2.5,-3.4,,,-5.4,1.5,,-7.4,-2.2,-3.4,-2.2,4.1,-4.3,-0.2,-0.2,-0.8,2,,1.5,-0.5,-1.6,-1.1,1.7,1.3,-16.9,-5.6,1.5,1.6,-4.5,-3.4,,-1.6,,1.6,-4.4,,,-2.5,-2,3.3,-2.1,,,,,,,,,,-0.5,,Reading progress measure for boys
1166,KS2_19,READPROG_B_LOWER,-5.2,-5.2,,,-8,-1.9,,-10.8,-4.5,-5.2,-4,1.1,-7.1,-3,-2.3,-4.1,-0.1,,-0.6,-4.5,-3.8,-2.9,-1,-2,-20.9,-8.2,-1.2,-0.7,-6.5,-5.9,,-3.8,,-1,-7.6,,,-4,-4.4,0.2,-4.5,,,,,,,,,,0,,Reading progress measure for boys - lower confidence limit
1167,KS2_19,READPROG_B_UPPER,0.1,-1.6,,,-2.9,4.8,,-4.1,0.2,-1.6,-0.4,7.1,-1.5,2.5,2,2.6,4.2,,3.6,3.5,0.6,0.6,4.4,4.5,-12.8,-3.1,4.1,4,-2.4,-1,,0.7,,4.3,-1.2,,,-0.9,0.4,6.5,0.3,,,,,,,,,,0,,Reading progress measure for boys - upper confidence limit
1168,KS2_19,READPROG_G,-1.4,-2,,,-2.1,-2,,-2.4,-1,-3.9,-3,1.2,-0.4,-0.8,2.1,-0.8,1.3,,2.5,2,-2.9,1.7,4.8,1.7,SUPP,-3.7,1.9,1.8,-5.5,0.5,,-1.4,,2,-3.7,,,-0.8,-0.3,3.1,0.5,,,,,,,,,,0.6,,Reading progress measure for girls
1169,KS2_19,READPROG_G_LOWER,-4,-3.9,,,-4.8,-5.5,,-4.9,-3.2,-5.9,-5.2,-2,-2.9,-3.2,-0.2,-4.1,-1.1,,0.4,-1.1,-5.3,-0.5,0.3,-1.5,SUPP,-6,-2,-0.7,-8,-1.9,,-4.1,,-0.9,-6.7,,,-2.4,-2.4,0.1,-1.6,,,,,,,,,,0,,Reading progress measure for girls - lower confidence limit
1170,KS2_19,READPROG_G_UPPER,1.2,-0.1,,,0.6,1.5,,0.1,1.3,-2,-0.9,4.5,2.1,1.6,4.3,2.6,3.6,,4.5,5.1,-0.5,3.9,9.4,4.9,SUPP,-1.3,5.7,4.4,-3,2.9,,1.2,,4.8,-0.8,,,0.9,1.9,6.1,2.6,,,,,,,,,,0,,Reading progress measure for girls - upper confidence limit
1171,KS2_19,READPROG_L,SUPP,-8.5,,,SUPP,SUPP,,SUPP,SUPP,-6.2,-3.8,SUPP,-3.3,-1.1,SUPP,SUPP,SUPP,,4.8,SUPP,-1.9,SUPP,SUPP,SUPP,-15.7,SUPP,SUPP,-1.5,-3.4,-9.6,,SUPP,,-1.8,SUPP,,,SUPP,SUPP,SUPP,-2,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment
1172,KS2_19,READPROG_L_LOWER,SUPP,-12.8,,,SUPP,SUPP,,SUPP,SUPP,-10.5,-7.4,SUPP,-8.2,-5.1,SUPP,SUPP,SUPP,,0.2,SUPP,-5.5,SUPP,SUPP,SUPP,-19.7,SUPP,SUPP,-6.5,-7,-14.5,,SUPP,,-6.3,SUPP,,,SUPP,SUPP,SUPP,-6.2,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment - lower confidence limit
1173,KS2_19,READPROG_L_UPPER,SUPP,-4.2,,,SUPP,SUPP,,SUPP,SUPP,-1.9,-0.1,SUPP,1.6,2.9,SUPP,SUPP,SUPP,,9.3,SUPP,1.7,SUPP,SUPP,SUPP,-11.7,SUPP,SUPP,3.4,0.3,-4.6,,SUPP,,2.8,SUPP,,,SUPP,SUPP,SUPP,2.3,,,,,,,,,,0,,Reading progress measure for pupils with low prior attainment - upper confidence limit
1174,KS2_19,READPROG_M,-1.7,-2.3,,,-4.8,-0.8,,-3.4,-1.3,-3.1,-2.3,1,-3.1,0.1,0.4,-1.1,2.6,,1.6,0.7,-2.4,0,2.5,SUPP,SUPP,-5.3,-0.4,2.1,-5.3,-1.6,,-2.9,,2.5,-3.8,,,-3.4,-2.5,2.3,-0.8,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment
1175,KS2_19,READPROG_M_LOWER,-4,-3.9,,,-7.1,-3.6,,-5.8,-3.3,-4.7,-3.9,-1.8,-5.7,-2.3,-1.9,-3.5,0.4,,-0.1,-2.1,-4.4,-1.8,-0.2,SUPP,SUPP,-7.4,-3.1,0.3,-7.3,-3.8,,-5.3,,0.2,-6.3,,,-5.2,-4.8,-0.4,-2.7,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment - lower confidence limit
1176,KS2_19,READPROG_M_UPPER,0.5,-0.7,,,-2.4,2.1,,-0.9,0.7,-1.4,-0.6,3.9,-0.4,2.5,2.7,1.3,4.7,,3.2,3.6,-0.4,1.7,5.2,SUPP,SUPP,-3.2,2.4,4,-3.2,0.6,,-0.6,,4.9,-1.3,,,-1.6,-0.1,5.1,1.1,,,,,,,,,,0,,Reading progress measure for pupils with medium prior attainment - upper confidence limit
1177,KS2_19,READPROG_H,-0.8,-1.6,,,-2.3,SUPP,,-6.4,-1.6,-4.1,-2.6,4.3,-0.4,-1.8,1.2,NA,0.4,,2.2,SUPP,-1.6,-0.1,2.7,1.2,NA,-3.6,1.4,SUPP,-5.1,2.8,,-1.6,,SUPP,SUPP,,,-0.6,-0.2,4.4,0.8,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment
1178,KS2_19,READPROG_H_LOWER,-4.5,-4.3,,,-5.4,SUPP,,-10.7,-4.7,-6.8,-5.7,0.5,-3.5,-5.6,-1,NA,-2,,-1.6,SUPP,-5.9,-2.6,-2.3,-1.3,NA,-6.8,-3.2,SUPP,-8.6,-0.5,,-4.4,,SUPP,SUPP,,,-2.1,-2.5,-0.5,-2.8,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment - lower confidence limit
1179,KS2_19,READPROG_H_UPPER,2.8,1.1,,,0.8,SUPP,,-2.1,1.4,-1.5,0.4,8.1,2.8,2.1,3.5,NA,2.8,,6,SUPP,2.7,2.5,7.6,3.8,NA,-0.5,6,SUPP,-1.6,6.2,,1.2,,SUPP,SUPP,,,0.9,2,9.4,4.5,,,,,,,,,,0,,Reading progress measure for pupils with high prior attainment - upper confidence limit
1180,KS2_19,READPROG_FSM6CLA1A,-2.3,-3.4,,,-3.1,0.3,,-4.2,-2.3,-3.9,-3.7,1.5,-4.4,-1.3,0.7,-1.3,0.8,,0.9,-0.7,-2.5,0,1.9,SUPP,SUPP,-6.4,2.8,3.1,-5.4,-3.9,,-1.9,,1.6,-4.8,,,-2.3,SUPP,4.9,-1.2,,,,,,,,,,-0.6,,Reading progress measure for disadvantaged pupils
1181,KS2_19,READPROG_FSM6CLA1A_LOWER,-5,-5.3,,,-6.6,-3,,-6.6,-4.6,-5.6,-5.6,-2.8,-7.5,-3.4,-3.4,-4.2,-1.7,,-1.7,-4.7,-4.7,-3,-1.4,SUPP,SUPP,-8.8,-0.4,0,-7.2,-8.9,,-5.7,,-1.2,-7.6,,,-5.7,SUPP,0.8,-3.4,,,,,,,,,,0,,Reading progress measure for disadvantaged pupils - lower confidence limit
1182,KS2_19,READPROG_FSM6CLA1A_UPPER,0.3,-1.5,,,0.4,3.7,,-1.8,0.1,-2.1,-1.7,5.8,-1.4,0.9,4.7,1.7,3.4,,3.6,3.3,-0.4,3.1,5.3,SUPP,SUPP,-4.1,5.9,6.1,-3.6,1,,1.9,,4.3,-2.1,,,1,SUPP,8.9,1.1,,,,,,,,,,0,,Reading progress measure for disadvantaged pupils - upper confidence limit
1183,KS2_19,READPROG_NOTFSM6CLA1A,-1.6,-2.2,,,-4.2,-0.8,,-4.2,-0.9,-3.3,-1.6,3.2,-0.7,1.3,0.9,0.2,2.2,,2.4,2.1,-1.7,0,3.1,SUPP,SUPP,-2.5,0.5,1.1,-2.9,-1,,-1.4,,2.1,-2.7,,,-1.5,SUPP,2.5,-0.1,,,,,,,,,,0.3,,Reading progress measure for non-disadvantaged pupils
1184,KS2_19,READPROG_NOTFSM6CLA1A_LOWER,-4.1,-4,,,-6.4,-4.3,,-8,-3.1,-5.3,-3.5,0.6,-3.1,-2.2,-0.8,-3.8,0.2,,0.7,-1,-4.1,-1.6,-0.2,SUPP,SUPP,-5,-2.5,-1,-6.4,-2.9,,-3.3,,-0.7,-6.2,,,-2.7,SUPP,0,-2.3,,,,,,,,,,0,,Reading progress measure for non-disadvantaged pupils - lower confidence limit
1185,KS2_19,READPROG_NOTFSM6CLA1A_UPPER,1,-0.4,,,-2,2.7,,-0.4,1.4,-1.3,0.3,5.8,1.6,4.8,2.6,4.2,4.2,,4.2,5.3,0.7,1.5,6.3,SUPP,SUPP,-0.1,3.5,3.2,0.6,0.8,,0.5,,4.8,0.8,,,-0.3,SUPP,5.1,2.1,,,,,,,,,,0,,Reading progress measure for non-disadvantaged pupils - upper confidence limit
1186,KS2_19,DIFFN_READPROG,-2.6,-3.7,,,-3.4,0,,-4.5,-2.6,-4.2,-4,1.2,-4.7,-1.6,0.4,-1.6,0.5,,0.6,-1,-2.8,-0.3,1.6,SUPP,SUPP,-6.7,2.5,2.8,-5.7,-4.2,,-2.2,,1.3,-5.1,,,-2.6,SUPP,4.6,-1.5,,,,,,,,,,0,,Difference between reading progress measure for disadvantaged pupils in school and other pupils nationally
1187,KS2_19,READPROG_EAL,-1.3,-2.8,,,SUPP,0,,SUPP,-1.1,-1.9,-2,SUPP,SUPP,2.8,SUPP,1,3.8,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,-3.7,4,1.4,SUPP,NA,,NA,,SUPP,-0.8,,,SUPP,SUPP,3.7,SUPP,,,,,,,,,,0.8,,Reading progress measure for EAL pupils
1188,KS2_19,READPROG_EAL_LOWER,-5.9,-4.7,,,SUPP,-3.1,,SUPP,-3,-5,-4.1,SUPP,SUPP,-2.1,SUPP,-2.3,-1.1,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,-7.1,0.4,-0.4,SUPP,NA,,NA,,SUPP,-5.1,,,SUPP,SUPP,-0.6,SUPP,,,,,,,,,,0,,Reading progress measure for EAL pupils - lower confidence limit
