No,Namespace,Variable,James Watt Primary School - 134102,Norfolk House School - 103572,Cannon Hill House 14 Russell Road - 103588,Deykin Avenue Junior and Infant School - 103313,Oasis Academy Boulton - 139242,Grove School - 103392,Bordesley Green Primary School - 103172,Arden Primary School - 103324,Anderton Park Primary School - 103192,St Benedict's Primary School - 103261,Holy Family Catholic Primary School - 103421,Birmingham Muslim School - 133521,Ark Victoria Academy - 141752,St Martin de Porres Catholic Primary School - 103467,The Blue Coat School Birmingham - 103580,Starbank School - 147757,Starbank  School - 103258,English Martyrs' Catholic Primary School - 103425,Chad Vale Primary School - 103332,Greet Primary School - 143090,Shireland Hall Primary Academy - 139875,William Murdoch Primary School - 103317,Wilkes Green Infant School (NC) - 103308,Slade Primary School - 138590,St John's CofE Primary School - 139173,Cape Primary School - 103937,Alston Primary School - 140656,George Dixon Primary School - 103200,St Teresa's Catholic Primary School - 103456,Sladefield Infant School - 103255,Woodbourne Hospital School - 142623,Hamilton School - 103600,King David Primary School - 103444,Waverley School - 142219,Ark Boulton Academy - 140014,King Edward VI Handsworth Grammar School for Boys - 143562,Green Oak Academy - 131164,Spring Hill High School - 134982,Harborne Academy - 136213,Myles Academy - 148644,"Eden Boys' School, Birmingham - 141969",Waverley Studio College - 139788,King Edward's School - 103584,Saltley Academy - 141668,King Edward VI High School for Girls - 103585,V.A.S.E Academy - 147702,King Edward VI Handsworth Wood Girls' Academy - 138937,Prince Albert High School - 148553,George Dixon Academy - 138695,Holyhead School - 137034,National state-funded primary,National state-funded secondary and 16 to 18,Description
426,KS4_PUPDEST_21,SIXTH_COLPER_NONDIS,,,,,,,,,,,,,,,,,44%,,,,,,,,,,,,,,,,,SUPP,55%,7%,,,18%,,7%,SUPP,,31%,,,5%,,SUPP,SUPP,,,Sixth form college (percentage)
427,KS4_PUPDEST_21,OTHER_EDUPER_NONDIS,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,SUPP,SUPP,0%,,,0%,,0%,0%,,SUPP,,,0%,,0%,SUPP,,,Other education destination (percentage)
428,KS4_PUPDEST_21,NOT_SUSTAINEDPER_NONDIS,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,6%,5%,2%,,,SUPP,,SUPP,19%,,SUPP,,,SUPP,,SUPP,SUPP,,,Pupils not staying in education or employment for at least two terms after key stage 4 (percentage)
429,KS4_PUPDEST_21,UNKNOWNPER_NONDIS,,,,,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,4%,5%,3%,,,SUPP,,SUPP,7%,,SUPP,,,SUPP,,SUPP,SUPP,,,Activity not captured (percentage)
430,KS4_PUPDEST_21,COHORT_19,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,182,169,150,,,100,,NA,64,,204,,,123,,136,200,,,Number of pupils completing key stage 4 in 2017/18
431,KS4_PUPDEST_21,OVERALL_DESTPER_19,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,93%,91%,98%,,,94%,,NA,94%,,90%,,,95%,,90%,96%,,,Pupils staying in education or employment for at least two terms after key stage 4 (percentage) (2017/18 leavers)
432,KS4_PUPDEST_21,COHORT_DIS_19,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,87,112,36,,,67,,NA,28,,124,,,58,,76,140,,,Number of disadvantaged pupils completing key stage 4 in 2017/18
433,KS4_PUPDEST_21,OVERALL_DESTPER_DIS_19,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,90%,88%,94%,,,91%,,NA,93%,,90%,,,93%,,87%,95%,,,Disadvantaged pupils staying in education or employment for at least two terms after key stage 4 (percentage) (2017/18 leavers)
434,KS4_PUPDEST_21,COHORT_NONDIS_19,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,95,57,114,,,33,,NA,36,,80,,,65,,60,60,,,Number of pupils not identified as disadvantaged completing key stage 4 in 2017/18
435,KS4_PUPDEST_21,OVERALL_DESTPER_NONDIS_19,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,97%,96%,99%,,,100%,,NA,94%,,90%,,,97%,,93%,98%,,,Pupils not identified as disadvantaged staying in education or employment for at least two terms after key stage 4 (percentage) (2017/18 leavers)
436,KS4_PUPDEST_21,COHORT_18,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,182,165,146,,,105,,NA,52,,191,,,122,,146,184,,,Number of pupils completing key stage 4 in 2016/17
437,KS4_PUPDEST_21,OVERALL_DESTPER_18,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,95%,95%,99%,,,91%,,NA,92%,,92%,,,99%,,93%,91%,,,Pupils staying in education or employment for at least two terms after key stage 4 (percentage) (2016/17 leavers)
438,KS4_PUPDEST_21,COHORT_DIS_18,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,96,112,35,,,65,,NA,26,,107,,,66,,97,104,,,Number of disadvantaged pupils completing key stage 4 in 2016/17
439,KS4_PUPDEST_21,OVERALL_DESTPER_DIS_18,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,95%,94%,97%,,,91%,,NA,88%,,92%,,,98%,,92%,87%,,,Disadvantaged pupils staying in education or employment for at least two terms after key stage 4 (percentage) (2016/17 leavers)
440,KS4_PUPDEST_21,COHORT_NONDIS_18,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,86,53,111,,,40,,NA,26,,84,,,56,,49,80,,,Number of pupils not identified as disadvantaged completing key stage 4 in 2016/17
441,KS4_PUPDEST_21,OVERALL_DESTPER_NONDIS_18,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,95%,98%,99%,,,93%,,NA,96%,,92%,,,100%,,96%,96%,,,Pupils not identified as disadvantaged staying in education or employment for at least two terms after key stage 4 (percentage) (2016/17 leavers)
442,KS4_PUPDEST_19,RECTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,,1,,,1,,1,1,,7,Record type
443,KS4_PUPDEST_19,LEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,330,330,,,330,,,330,,330,,,330,,330,330,,,Local authority number
444,KS4_PUPDEST_19,ESTAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4009,4013,5402,,,6910,,,4010,,4018,,,4207,,5412,4241,,,Establishment number
445,KS4_PUPDEST_19,URN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142219,140014,143562,,,136213,,,139788,,141668,,,138937,,138695,137034,,,School Unique Reference Number
446,KS4_PUPDEST_19,ICLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,,0,,0,,,0,,0,0,,,Closed school flag
447,KS4_PUPDEST_19,SCHNAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waverley School,Ark Boulton Academy,King Edward VI Handsworth Grammar School for Boys,,,Harborne Academy,,,Waverley Studio College,,Saltley Academy,,,King Edward VI Handsworth Wood Girls' Academy,,George Dixon Academy,Holyhead School,,,School name
448,KS4_PUPDEST_19,NFTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACC,AC,ACC,,,AC,,,FSS,,AC,,,ACC,,ACC,ACC,,,School type
449,KS4_PUPDEST_19,COHORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,165,146,,,105,,,52,,191,,,122,,146,184,,528139,Number of pupils completing key stage 4 in 2016/17
450,KS4_PUPDEST_19,OVERALL_DEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,157,144,,,96,,,48,,175,,,121,,136,167,,497037,Pupils staying in education or employment for at least two terms after key stage 4 (number of pupils)
451,KS4_PUPDEST_19,APPREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,1,,,0,,2,,,4,,0,0,,22539,Apprenticeships (number of pupils)
452,KS4_PUPDEST_19,EMPLOYMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,3,,,1,,1,,,2,,1,5,,16570,Pupils staying in employment for at least two terms after key stage 4 (number of pupils)
453,KS4_PUPDEST_19,EDUCATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,156,144,,,92,,,47,,172,,,115,,135,162,,457928,Pupils staying in education for at least two terms after key stage 4 (number of pupils)
454,KS4_PUPDEST_19,FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,78,14,,,61,,,26,,83,,,37,,78,62,,194858,Further education (number of pupils)
455,KS4_PUPDEST_19,SCH_6TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3,129,,,16,,,14,,22,,,70,,51,98,,196140,School sixth form (number of pupils)
456,KS4_PUPDEST_19,SIXTH_COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,75,1,,,13,,,7,,66,,,8,,6,2,,56382,Sixth form college (number of pupils)
457,KS4_PUPDEST_19,OTHER_EDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,2,,,0,,1,,,0,,0,0,,10548,Other education destination (number of pupils)
458,KS4_PUPDEST_19,NOT_SUSTAINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,2,,,7,,,2,,12,,,1,,6,14,,26414,Pupils not staying in education or employment for at least two terms after key stage 4 (number of pupils)
459,KS4_PUPDEST_19,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,2,,,2,,4,,,0,,4,3,,4688,Activity not captured (number of pupils)
460,KS4_PUPDEST_19,OVERALL_DESTPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95%,95%,99%,,,91%,,,92%,,92%,,,99%,,93%,91%,,94%,Pupils staying in education or employment for at least two terms after key stage 4 (percentage)
461,KS4_PUPDEST_19,APPRENPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,1%,0%,,,1%,,,0%,,1%,,,3%,,0%,0%,,4%,Apprenticeships (percentage)
462,KS4_PUPDEST_19,EMPLOYMENTPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,0%,0%,,,3%,,,2%,,1%,,,2%,,1%,3%,,3%,Pupils staying in employment for at least two terms after key stage 4 (percentage)
463,KS4_PUPDEST_19,EDUCATIONPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93%,95%,99%,,,88%,,,90%,,90%,,,94%,,92%,88%,,87%,Pupils staying in education for at least two terms after key stage 4 (percentage)
464,KS4_PUPDEST_19,FEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41%,47%,10%,,,58%,,,50%,,43%,,,30%,,53%,34%,,37%,Further education (percentage)
465,KS4_PUPDEST_19,SCH_6THPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34%,2%,88%,,,15%,,,27%,,12%,,,57%,,35%,53%,,37%,School sixth form (percentage)
466,KS4_PUPDEST_19,SIXTH_COLPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18%,45%,1%,,,12%,,,13%,,35%,,,7%,,4%,1%,,11%,Sixth form college (percentage)
467,KS4_PUPDEST_19,OTHER_EDUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,0%,,,2%,,,0%,,1%,,,0%,,0%,0%,,2%,Other education destination (percentage)
468,KS4_PUPDEST_19,NOT_SUSTAINEDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4%,4%,1%,,,7%,,,4%,,6%,,,1%,,4%,8%,,5%,Pupils not staying in education or employment for at least two terms after key stage 4 (percentage)
469,KS4_PUPDEST_19,UNKNOWNPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,1%,0%,,,2%,,,4%,,2%,,,0%,,3%,2%,,1%,Activity not captured (percentage)
470,KS4_PUPDEST_19,COHORT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,112,35,,,65,,,26,,107,,,66,,97,104,,142045,Number of disadvantaged pupils completing key stage 4 in 2016/17
471,KS4_PUPDEST_19,OVERALL_DEST_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,105,34,,,59,,,23,,98,,,65,,89,90,,125685,Disadvantaged pupils staying in education or employment for at least two terms after key stage 4 (number of pupils)
472,KS4_PUPDEST_19,APPREN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,1,,,0,,0,,,4,,0,0,,4567,Apprenticeships (number of pupils)
473,KS4_PUPDEST_19,EMPLOYMENT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,2,,,SUPP,,1,,,1,,1,2,,6301,Pupils staying in employment for at least two terms after key stage 4 (number of pupils)
474,KS4_PUPDEST_19,EDUCATION_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,104,34,,,56,,,SUPP,,97,,,60,,88,88,,114817,Pupils staying in education for at least two terms after key stage 4 (number of pupils)
475,KS4_PUPDEST_19,FE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,SUPP,1,,,34,,,11,,50,,,20,,50,42,,63237,Further education (number of pupils)
476,KS4_PUPDEST_19,SCH_6TH_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,SUPP,33,,,11,,,6,,9,,,37,,37,45,,35282,School sixth form (number of pupils)
477,KS4_PUPDEST_19,SIXTH_COL_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,51,0,,,10,,,5,,37,,,3,,1,1,,12078,Sixth form college (number of pupils)
478,KS4_PUPDEST_19,OTHER_EDU_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,1,,,SUPP,,1,,,0,,0,0,,4220,Other education destination (number of pupils)
479,KS4_PUPDEST_19,NOT_SUSTAINED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,1,,,5,,,2,,7,,,1,,5,12,,14447,Pupils not staying in education or employment for at least two terms after key stage 4 (number of pupils)
480,KS4_PUPDEST_19,UNKNOWN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,1,,,1,,2,,,0,,3,2,,1913,Activity not captured (number of pupils)
481,KS4_PUPDEST_19,OVERALL_DESTPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95%,94%,97%,,,91%,,,88%,,92%,,,98%,,92%,87%,,88%,Pupils staying in education or employment for at least two terms after key stage 4 (percentage)
482,KS4_PUPDEST_19,APPRENPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,1%,0%,,,2%,,,0%,,0%,,,6%,,0%,0%,,3%,Apprenticeships (percentage)
483,KS4_PUPDEST_19,EMPLOYMENTPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,0%,0%,,,3%,,,SUPP,,1%,,,2%,,1%,2%,,4%,Pupils staying in employment for at least two terms after key stage 4 (percentage)
484,KS4_PUPDEST_19,EDUCATIONPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93%,93%,97%,,,86%,,,SUPP,,91%,,,91%,,91%,85%,,81%,Pupils staying in education for at least two terms after key stage 4 (percentage)
485,KS4_PUPDEST_19,FEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43%,SUPP,3%,,,52%,,,42%,,47%,,,30%,,52%,40%,,45%,Further education (percentage)
486,KS4_PUPDEST_19,SCH_6THPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32%,SUPP,94%,,,17%,,,23%,,8%,,,56%,,38%,43%,,25%,School sixth form (percentage)
487,KS4_PUPDEST_19,SIXTH_COLPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18%,46%,0%,,,15%,,,19%,,35%,,,5%,,1%,1%,,9%,Sixth form college (percentage)
488,KS4_PUPDEST_19,OTHER_EDUPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,0%,,,2%,,,SUPP,,1%,,,0%,,0%,0%,,3%,Other education destination (percentage)
489,KS4_PUPDEST_19,NOT_SUSTAINEDPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5%,5%,3%,,,8%,,,8%,,7%,,,2%,,5%,12%,,10%,Pupils not staying in education or employment for at least two terms after key stage 4 (percentage)
490,KS4_PUPDEST_19,UNKNOWNPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,1%,0%,,,2%,,,4%,,2%,,,0%,,3%,2%,,1%,Activity not captured (percentage)
491,KS4_PUPDEST_19,COHORT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,53,111,,,40,,,26,,84,,,56,,49,80,,386094,Number of pupils not identified as disadvantaged (not found to be eligible for pupil premium in year 11) completing key stage 4 in 2016/17
492,KS4_PUPDEST_19,OVERALL_DEST_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,52,110,,,37,,,25,,77,,,56,,47,77,,371352,Pupils not identified as disadvantaged (not found to be eligible for pupil premium in year 11) staying in education or employment for at least two terms after key stage 4 (number of pupils)
493,KS4_PUPDEST_19,APPREN_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,,,0,,2,,,0,,0,0,,17972,Apprenticeships (number of pupils)
494,KS4_PUPDEST_19,EMPLOYMENT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,1,,,SUPP,,0,,,1,,0,3,,10269,Pupils staying in employment for at least two terms after key stage 4 (number of pupils)
495,KS4_PUPDEST_19,EDUCATION_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,52,110,,,36,,,SUPP,,75,,,55,,47,74,,343111,Pupils staying in education for at least two terms after key stage 4 (number of pupils)
496,KS4_PUPDEST_19,FE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,SUPP,13,,,27,,,15,,33,,,17,,28,20,,131621,Further education (number of pupils)
497,KS4_PUPDEST_19,SCH_6TH_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,SUPP,96,,,5,,,8,,13,,,33,,14,53,,160858,School sixth form (number of pupils)
498,KS4_PUPDEST_19,SIXTH_COL_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,24,1,,,3,,,2,,29,,,5,,5,1,,44304,Sixth form college (number of pupils)
499,KS4_PUPDEST_19,OTHER_EDU_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,1,,,SUPP,,0,,,0,,0,0,,6328,Other education destination (number of pupils)
500,KS4_PUPDEST_19,NOT_SUSTAINED_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,2,,,0,,5,,,0,,1,2,,11967,Pupils not staying in education or employment for at least two terms after key stage 4 (number of pupils)
501,KS4_PUPDEST_19,UNKNOWN_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,1,,,1,,2,,,0,,1,1,,2775,Activity not captured (number of pupils)
502,KS4_PUPDEST_19,OVERALL_DESTPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95%,98%,99%,,,93%,,,96%,,92%,,,100%,,96%,96%,,96%,Pupils staying in education or employment for at least two terms after key stage 4 (percentage)
503,KS4_PUPDEST_19,APPRENPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,0%,0%,,,0%,,,0%,,2%,,,0%,,0%,0%,,5%,Apprenticeships (percentage)
504,KS4_PUPDEST_19,EMPLOYMENTPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,0%,,,3%,,,SUPP,,0%,,,2%,,0%,4%,,3%,Pupils staying in employment for at least two terms after key stage 4 (percentage)
505,KS4_PUPDEST_19,EDUCATIONPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94%,98%,99%,,,90%,,,SUPP,,89%,,,98%,,96%,93%,,89%,Pupils staying in education for at least two terms after key stage 4 (percentage)
506,KS4_PUPDEST_19,FEPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40%,SUPP,12%,,,68%,,,58%,,39%,,,30%,,57%,25%,,34%,Further education (percentage)
507,KS4_PUPDEST_19,SCH_6THPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36%,SUPP,86%,,,13%,,,31%,,15%,,,59%,,29%,66%,,42%,School sixth form (percentage)
508,KS4_PUPDEST_19,SIXTH_COLPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19%,45%,1%,,,8%,,,8%,,35%,,,9%,,10%,1%,,11%,Sixth form college (percentage)
509,KS4_PUPDEST_19,OTHER_EDUPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,0%,,,3%,,,SUPP,,0%,,,0%,,0%,0%,,2%,Other education destination (percentage)
510,KS4_PUPDEST_19,NOT_SUSTAINEDPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3%,2%,1%,,,5%,,,0%,,6%,,,0%,,2%,3%,,3%,Pupils not staying in education or employment for at least two terms after key stage 4 (percentage)
511,KS4_PUPDEST_19,UNKNOWNPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,0%,0%,,,3%,,,4%,,2%,,,0%,,2%,1%,,1%,Activity not captured (percentage)
512,KS4_PUPDEST_19,COHORT_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,170,149,,,109,,,44,,172,,,125,,139,186,,541121,Number of pupils completing key stage 4 in 2016/17
513,KS4_PUPDEST_19,OVERALL_DESTPER_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94%,92%,97%,,,85%,,,86%,,88%,,,92%,,91%,95%,,94%,Pupils staying in education or employment for at least two terms after key stage 4 (percentage) (2016/17 leavers)
514,KS4_PUPDEST_19,COHORT_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,117,40,,,64,,,20,,111,,,76,,95,128,,148779,Number of disadvantaged pupils completing key stage 4 in 2016/17
515,KS4_PUPDEST_19,OVERALL_DESTPER_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93%,90%,98%,,,80%,,,95%,,85%,,,91%,,89%,93%,,88%,Disadvantaged pupils staying in education or employment for at least two terms after key stage 4 (percentage) (2016/17 leavers)
516,KS4_PUPDEST_19,COHORT_NONDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,53,109,,,45,,,24,,61,,,49,,44,58,,392342,Number of pupils not identified as disadvantaged completing key stage 4 in 2016/17
517,KS4_PUPDEST_19,OVERALL_DESTPER_NONDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95%,98%,97%,,,93%,,,79%,,93%,,,94%,,95%,98%,,96%,Pupils not identified as disadvantaged staying in education or employment for at least two terms after key stage 4 (percentage) (2016/17 leavers)
518,KS4_PUPDEST_19,COHORT_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,172,139,,,99,,,60,,NA,,,129,,133,192,,553912,
519,KS4_PUPDEST_19,OVERALL_DESTPER_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93%,92%,99%,,,92%,,,85%,,NA,,,96%,,92%,94%,,94%,
520,KS4_PUPDEST_19,COHORT_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,116,32,,,73,,,39,,NA,,,69,,98,115,,151401,
521,KS4_PUPDEST_19,OVERALL_DESTPER_DIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91%,93%,100%,,,92%,,,90%,,NA,,,94%,,93%,94%,,88%,
522,KS4_PUPDEST_19,COHORT_NONDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,56,107,,,26,,,21,,NA,,,60,,35,77,,402511,
523,KS4_PUPDEST_19,OVERALL_DESTPER_NONDIS_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97%,89%,99%,,,92%,,,76%,,NA,,,98%,,89%,94%,,96%,
524,KS5_STUDEST_19,RECTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,1,,,,,1,,1,1,,7,Record type
525,KS5_STUDEST_19,LEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,330,,,330,,,330,,,,,330,,330,330,,,Local authority number
526,KS5_STUDEST_19,ESTAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4009,,5402,,,6910,,,4010,,,,,4207,,5412,4241,,,Establishment number
527,KS5_STUDEST_19,URN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142219,,143562,,,136213,,,139788,,,,,138937,,138695,137034,,,Unique Reference Number of establishment
528,KS5_STUDEST_19,SCHNAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waverley School,,King Edward VI Handsworth Grammar School for Boys,,,Harborne Academy,,,Waverley Studio College,,,,,King Edward VI Handsworth Wood Girls' Academy,,George Dixon Academy,Holyhead School,,,School/college name
529,KS5_STUDEST_19,NFTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACC,,ACC,,,AC,,,SS,,,,,ACC,,ACC,ACC,,,School type/FE college type
530,KS5_STUDEST_19,FEEDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,0,,,,,0,,0,0,,,Feeder flag
531,KS5_STUDEST_19,ICLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,0,,,,,0,,0,0,,,Closed school/college flag
532,KS5_STUDEST_19,TOT_COHORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,118,,,23,,,27,,,,,72,,16,105,,534328,Number of students who reached the end of 16 to 18 study in 2016/17 (All levels of study)  
533,KS5_STUDEST_19,TOT_OVERALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,105,,,19,,,20,,,,,57,,14,94,,434923,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) 
534,KS5_STUDEST_19,TOT_APPREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,0,,,3,,,,,5,,0,4,,50905,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study)  (number of students) 
535,KS5_STUDEST_19,TOT_EDUCATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,92,,,18,,,14,,,,,48,,13,85,,249671,Students staying in education for at least two terms after 16 to 18 study (All levels of study)  (number of students) 
536,KS5_STUDEST_19,TOT_FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,2,,,3,,,,,3,,1,3,,51927,Further education (level 3 and below) (All levels of study)  (number of students) 
537,KS5_STUDEST_19,TOT_HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,89,,,16,,,11,,,,,27,,11,64,,186006,Higher education (level 4 and above) (All levels of study)  (number of students) 
538,KS5_STUDEST_19,TOT_OTHER_EDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,0,,,0,,,,,18,,1,18,,11738,Other education destinations (All levels of study)  (number of students) 
