No,Namespace,Variable,"St George's Church of England Academy, Newtown - 139126",Arc Oakbridge School - 145859,St Chad's Catholic Primary School - 103435,St Chad's Catholic Primary School - 148440,King Solomon International Business School - 149155,St Vincent's Catholic Primary School - 103417,St Matthew's CofE Primary School - 103404,St Catherine of Siena Catholic Primary School - 103433,Chilwell Croft Academy - 138395,St Thomas CofE Academy - 142375,King Solomon International Business School - 141943,Nelson Junior and Infant School - 103237,St Anne's Catholic Primary School - 103434,Chandos Primary School - 143908,Harper Bell Seventh-day Adventist School - 136440,Bordesley Village Primary School - 144337,James Brindley School - 139526,Brookfields Primary School - 146437,Brookfields Primary School - 103175,Cromwell Junior and Infant School - 143563,Calthorpe Academy - 141252,Oasis Academy Woodview - 139128,Lozells Junior and Infant School and Nursery - 103227,Mayfield School - 148225,Aston Tower Community Primary School - 142686,Regents Park Community Primary School - 103193,St Joseph's Catholic Primary School - 103436,St Joseph's Catholic Primary School - 148441,Birmingham Ormiston Academy - 136944,Blackwater Academy - 143039,Aston University Engineering Academy - 138222,Central Academy - 138200,South and City College Birmingham - 130461,City United Academy (CUA) - 137819,Heartlands Academy - 135907,Avecinna Academy - 140382,Archway Academy - 135406,Aston Manor Academy - 136882,City Academy - 148187,City Academy Birmingham - 139797,Jewellery Quarter Academy - 141003,Nishkam High School - 138586,Values Academy - 132743,Newbury Independent School - 143174,Ark St Alban's Academy - 135970,Camp Hill Education - 146999,Central Birmingham Education Centre - 144820,Birmingham Metropolitan College - 130466,The National College for Advanced Transport and Infrastructure - 148721,The National College for Advanced Transport and Infrastructure - 144789,National state-funded primary,National state-funded secondary and 16 to 18,Description
876,KS5_STUDEST_21,L3_OVERALL_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,46,,213,,,,,45,,,,9,,,SUPP,,,521,,,,,Staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
877,KS5_STUDEST_21,L3_APPREN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,6,,,,,SUPP,,,,SUPP,,,SUPP,,,29,,,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
878,KS5_STUDEST_21,L3_EDUCATION_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,37,,149,,,,,36,,,,8,,,SUPP,,,369,,,,,Students staying in education for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
879,KS5_STUDEST_21,L3_FE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,27,,,,,SUPP,,,,0,,,SUPP,,,143,,,,,Further education (level 3 and below) (Level 3)  (number of students) (disadvantaged)
880,KS5_STUDEST_21,L3_HE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,SUPP,,120,,,,,SUPP,,,,8,,,SUPP,,,221,,,,,Higher education (level 4 and above) (Level 3)  (number of students) (disadvantaged)
881,KS5_STUDEST_21,L3_OTHER_EDU_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,2,,,,,SUPP,,,,0,,,SUPP,,,5,,,,,Other education destinations (Level 3)  (number of students) (disadvantaged)
882,KS5_STUDEST_21,L3_EMPLOYMENT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,SUPP,,58,,,,,SUPP,,,,SUPP,,,SUPP,,,123,,,,,Students staying in employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
883,KS5_STUDEST_21,L3_NOT_SUSTAINED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,7,,72,,,,,SUPP,,,,SUPP,,,SUPP,,,72,,,,,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
884,KS5_STUDEST_21,L3_NOT_CAPTURED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,14,,,,,SUPP,,,,SUPP,,,SUPP,,,13,,,,,Activity not captured in data (Level 3)  (number of students) (disadvantaged)
885,KS5_STUDEST_21,L3_OVERALLPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71%,,84%,,71%,,,,,90%,,,,75%,,,SUPP,,,86%,,,,,Staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged)
886,KS5_STUDEST_21,L3_APPRENPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,2%,,,,,SUPP,,,,SUPP,,,SUPP,,,5%,,,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3) (percentage) (disadvantaged)
887,KS5_STUDEST_21,L3_EDUCATIONPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,67%,,50%,,,,,72%,,,,67%,,,SUPP,,,61%,,,,,Students staying in education for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged)
888,KS5_STUDEST_21,L3_FEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,9%,,,,,SUPP,,,,0%,,,SUPP,,,24%,,,,,Further education (level 3 and below) (Level 3) (percentage) (disadvantaged)
889,KS5_STUDEST_21,L3_HEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33%,,SUPP,,40%,,,,,SUPP,,,,67%,,,SUPP,,,36%,,,,,Higher education (level 4 and above) (Level 3) (percentage) (disadvantaged)
890,KS5_STUDEST_21,L3_OTHER_EDUPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,1%,,,,,SUPP,,,,0%,,,SUPP,,,1%,,,,,Other education destinations (Level 3) (percentage) (disadvantaged)
891,KS5_STUDEST_21,L3_EMPLOYMENTPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21%,,SUPP,,19%,,,,,SUPP,,,,SUPP,,,SUPP,,,20%,,,,,Students staying in employment for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged)
892,KS5_STUDEST_21,L3_NOT_SUSTAINEDPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26%,,13%,,24%,,,,,SUPP,,,,SUPP,,,SUPP,,,12%,,,,,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged)
893,KS5_STUDEST_21,L3_NOT_CAPTUREDPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,,4%,,5%,,,,,SUPP,,,,SUPP,,,SUPP,,,2%,,,,,Activity not captured in data (Level 3) (percentage) (disadvantaged)
894,KS5_STUDEST_21,L3_COHORT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,94,,375,,,,,26,,,,39,,,SUPP,,,1198,,,,,Number of students who reached the end of 16 to 18 study in 2016/17 (Level 3)  (not identified as disadvantaged)
895,KS5_STUDEST_21,L3_OVERALL_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,,85,,290,,,,,22,,,,37,,,SUPP,,,1047,,,,,Staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged)
896,KS5_STUDEST_21,L3_APPREN_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,17,,,,,SUPP,,,,SUPP,,,SUPP,,,117,,,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged)
897,KS5_STUDEST_21,L3_EDUCATION_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,60,,180,,,,,19,,,,34,,,SUPP,,,645,,,,,Students staying in education for at least two terms after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged)
898,KS5_STUDEST_21,L3_FE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,20,,,,,SUPP,,,,0,,,SUPP,,,234,,,,,Further education (level 3 and below) (Level 3)  (number of students) (not identified as disadvantaged)
899,KS5_STUDEST_21,L3_HE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,SUPP,,158,,,,,SUPP,,,,32,,,SUPP,,,403,,,,,Higher education (level 4 and above) (Level 3)  (number of students) (not identified as disadvantaged)
900,KS5_STUDEST_21,L3_OTHER_EDU_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,2,,,,,SUPP,,,,2,,,SUPP,,,8,,,,,Other education destinations (Level 3)  (number of students) (not identified as disadvantaged)
901,KS5_STUDEST_21,L3_EMPLOYMENT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,SUPP,,93,,,,,SUPP,,,,SUPP,,,SUPP,,,285,,,,,Students staying in employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged)
902,KS5_STUDEST_21,L3_NOT_SUSTAINED_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,6,,62,,,,,SUPP,,,,SUPP,,,SUPP,,,108,,,,,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged)
903,KS5_STUDEST_21,L3_NOT_CAPTURED_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,3,,23,,,,,SUPP,,,,SUPP,,,SUPP,,,43,,,,,Activity not captured in data (Level 3)  (number of students) (not identified as disadvantaged)
904,KS5_STUDEST_21,L3_OVERALLPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84%,,90%,,77%,,,,,85%,,,,95%,,,SUPP,,,87%,,,,,Staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged)
905,KS5_STUDEST_21,L3_APPRENPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,5%,,,,,SUPP,,,,SUPP,,,SUPP,,,10%,,,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged)
906,KS5_STUDEST_21,L3_EDUCATIONPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,64%,,48%,,,,,73%,,,,87%,,,SUPP,,,54%,,,,,Students staying in education for at least two terms after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged)
907,KS5_STUDEST_21,L3_FEPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,5%,,,,,SUPP,,,,0%,,,SUPP,,,20%,,,,,Further education (level 3 and below) (Level 3) (percentage) (not identified as disadvantaged)
908,KS5_STUDEST_21,L3_HEPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43%,,SUPP,,42%,,,,,SUPP,,,,82%,,,SUPP,,,34%,,,,,Higher education (level 4 and above) (Level 3) (percentage) (not identified as disadvantaged)
909,KS5_STUDEST_21,L3_OTHER_EDUPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,1%,,,,,SUPP,,,,5%,,,SUPP,,,1%,,,,,Other education destinations (Level 3) (percentage) (not identified as disadvantaged)
910,KS5_STUDEST_21,L3_EMPLOYMENTPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32%,,SUPP,,25%,,,,,SUPP,,,,SUPP,,,SUPP,,,24%,,,,,Students staying in employment for at least two terms after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged)
911,KS5_STUDEST_21,L3_NOT_SUSTAINEDPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,,6%,,17%,,,,,SUPP,,,,SUPP,,,SUPP,,,9%,,,,,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged)
912,KS5_STUDEST_21,L3_NOT_CAPTUREDPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6%,,3%,,6%,,,,,SUPP,,,,SUPP,,,SUPP,,,4%,,,,,Activity not captured in data (Level 3) (percentage) (not identified as disadvantaged)
913,KS5_STUDEST_21,L2_COHORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,4,,747,,,,,11,,,,NA,,,NA,,,745,,,,,Number of students who reached the end of 16 to 18 study in 2016/17 (Level 2)  
914,KS5_STUDEST_21,L2_OVERALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,SUPP,,495,,,,,8,,,,NA,,,NA,,,563,,,,,Staying in education or employment for at least two terms after 16 to 18 study (Level 2)  (number of students) 
915,KS5_STUDEST_21,L2_APPREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,SUPP,,49,,,,,0,,,,NA,,,NA,,,118,,,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 2)  (number of students) 
916,KS5_STUDEST_21,L2_EDUCATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUPP,,271,,,,,6,,,,NA,,,NA,,,259,,,,,Students staying in education for at least two terms after 16 to 18 study (Level 2)  (number of students) 
917,KS5_STUDEST_21,L2_FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUPP,,262,,,,,1,,,,NA,,,NA,,,249,,,,,Further education (level 3 and below) (Level 2)  (number of students) 
918,KS5_STUDEST_21,L2_HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUPP,,3,,,,,0,,,,NA,,,NA,,,5,,,,,Higher education (level 4 and above) (Level 2)  (number of students) 
919,KS5_STUDEST_21,L2_OTHER_EDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUPP,,6,,,,,5,,,,NA,,,NA,,,5,,,,,Other education destinations (Level 2)  (number of students) 
920,KS5_STUDEST_21,L2_EMPLOYMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,SUPP,,175,,,,,2,,,,NA,,,NA,,,186,,,,,Students staying in employment for at least two terms after 16 to 18 study (Level 2)  (number of students) 
921,KS5_STUDEST_21,L2_NOT_SUSTAINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,SUPP,,197,,,,,2,,,,NA,,,NA,,,147,,,,,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 2)  (number of students) 
922,KS5_STUDEST_21,L2_NOT_CAPTURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUPP,,55,,,,,1,,,,NA,,,NA,,,35,,,,,Activity not captured in data (Level 2)  (number of students) 
923,KS5_STUDEST_21,L2_OVERALLPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67%,,SUPP,,66%,,,,,73%,,,,NA,,,NA,,,76%,,,,,Staying in education or employment for at least two terms after 16 to 18 study (Level 2) (percentage) 
924,KS5_STUDEST_21,L2_APPRENPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17%,,SUPP,,7%,,,,,0%,,,,NA,,,NA,,,16%,,,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 2) (percentage) 
925,KS5_STUDEST_21,L2_EDUCATIONPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,SUPP,,36%,,,,,55%,,,,NA,,,NA,,,35%,,,,,Students staying in education for at least two terms after 16 to 18 study (Level 2) (percentage) 
926,KS5_STUDEST_21,L2_FEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,SUPP,,35%,,,,,9%,,,,NA,,,NA,,,33%,,,,,Further education (level 3 and below) (Level 2) (percentage) 
927,KS5_STUDEST_21,L2_HEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,SUPP,,SP,,,,,0%,,,,NA,,,NA,,,1%,,,,,Higher education (level 4 and above) (Level 2) (percentage) 
928,KS5_STUDEST_21,L2_OTHER_EDUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,SUPP,,1%,,,,,45%,,,,NA,,,NA,,,1%,,,,,Other education destinations (Level 2) (percentage) 
929,KS5_STUDEST_21,L2_EMPLOYMENTPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,,SUPP,,23%,,,,,18%,,,,NA,,,NA,,,25%,,,,,Students staying in employment for at least two terms after 16 to 18 study (Level 2) (percentage) 
930,KS5_STUDEST_21,L2_NOT_SUSTAINEDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33%,,SUPP,,26%,,,,,18%,,,,NA,,,NA,,,20%,,,,,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 2) (percentage) 
931,KS5_STUDEST_21,L2_NOT_CAPTUREDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,SUPP,,7%,,,,,9%,,,,NA,,,NA,,,5%,,,,,Activity not captured in data (Level 2) (percentage) 
932,KS5_STUDEST_21,L2_COHORT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,SUPP,,340,,,,,SUPP,,,,NA,,,NA,,,279,,,,,Number of students who reached the end of 16 to 18 study in 2016/17 (Level 2)  (disadvantaged)
933,KS5_STUDEST_21,L2_OVERALL_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,207,,,,,SUPP,,,,NA,,,NA,,,191,,,,,Staying in education or employment for at least two terms after 16 to 18 study (Level 2)  (number of students) (disadvantaged)
934,KS5_STUDEST_21,L2_APPREN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,19,,,,,SUPP,,,,NA,,,NA,,,33,,,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 2)  (number of students) (disadvantaged)
935,KS5_STUDEST_21,L2_EDUCATION_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUPP,,108,,,,,SUPP,,,,NA,,,NA,,,90,,,,,Students staying in education for at least two terms after 16 to 18 study (Level 2)  (number of students) (disadvantaged)
936,KS5_STUDEST_21,L2_FE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUPP,,103,,,,,SUPP,,,,NA,,,NA,,,88,,,,,Further education (level 3 and below) (Level 2)  (number of students) (disadvantaged)
937,KS5_STUDEST_21,L2_HE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUPP,,1,,,,,SUPP,,,,NA,,,NA,,,2,,,,,Higher education (level 4 and above) (Level 2)  (number of students) (disadvantaged)
938,KS5_STUDEST_21,L2_OTHER_EDU_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUPP,,4,,,,,SUPP,,,,NA,,,NA,,,0,,,,,Other education destinations (Level 2)  (number of students) (disadvantaged)
939,KS5_STUDEST_21,L2_EMPLOYMENT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,80,,,,,SUPP,,,,NA,,,NA,,,68,,,,,Students staying in employment for at least two terms after 16 to 18 study (Level 2)  (number of students) (disadvantaged)
940,KS5_STUDEST_21,L2_NOT_SUSTAINED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,104,,,,,SUPP,,,,NA,,,NA,,,75,,,,,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 2)  (number of students) (disadvantaged)
941,KS5_STUDEST_21,L2_NOT_CAPTURED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUPP,,29,,,,,SUPP,,,,NA,,,NA,,,13,,,,,Activity not captured in data (Level 2)  (number of students) (disadvantaged)
942,KS5_STUDEST_21,L2_OVERALLPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,61%,,,,,SUPP,,,,NA,,,NA,,,68%,,,,,Staying in education or employment for at least two terms after 16 to 18 study (Level 2) (percentage) (disadvantaged)
943,KS5_STUDEST_21,L2_APPRENPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,6%,,,,,SUPP,,,,NA,,,NA,,,12%,,,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 2) (percentage) (disadvantaged)
944,KS5_STUDEST_21,L2_EDUCATIONPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,SUPP,,32%,,,,,SUPP,,,,NA,,,NA,,,32%,,,,,Students staying in education for at least two terms after 16 to 18 study (Level 2) (percentage) (disadvantaged)
945,KS5_STUDEST_21,L2_FEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,SUPP,,30%,,,,,SUPP,,,,NA,,,NA,,,32%,,,,,Further education (level 3 and below) (Level 2) (percentage) (disadvantaged)
946,KS5_STUDEST_21,L2_HEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,SUPP,,SP,,,,,SUPP,,,,NA,,,NA,,,1%,,,,,Higher education (level 4 and above) (Level 2) (percentage) (disadvantaged)
947,KS5_STUDEST_21,L2_OTHER_EDUPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,SUPP,,1%,,,,,SUPP,,,,NA,,,NA,,,0%,,,,,Other education destinations (Level 2) (percentage) (disadvantaged)
948,KS5_STUDEST_21,L2_EMPLOYMENTPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,24%,,,,,SUPP,,,,NA,,,NA,,,24%,,,,,Students staying in employment for at least two terms after 16 to 18 study (Level 2) (percentage) (disadvantaged)
949,KS5_STUDEST_21,L2_NOT_SUSTAINEDPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,31%,,,,,SUPP,,,,NA,,,NA,,,27%,,,,,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 2) (percentage) (disadvantaged)
950,KS5_STUDEST_21,L2_NOT_CAPTUREDPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,SUPP,,9%,,,,,SUPP,,,,NA,,,NA,,,5%,,,,,Activity not captured in data (Level 2) (percentage) (disadvantaged)
951,KS5_STUDEST_21,L2_COHORT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,SUPP,,407,,,,,SUPP,,,,NA,,,NA,,,466,,,,,Number of students who reached the end of 16 to 18 study in 2016/17 (Level 2)  (not identified as disadvantaged)
952,KS5_STUDEST_21,L2_OVERALL_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,288,,,,,SUPP,,,,NA,,,NA,,,372,,,,,Staying in education or employment for at least two terms after 16 to 18 study (Level 2)  (number of students) (not identified as disadvantaged)
953,KS5_STUDEST_21,L2_APPREN_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,30,,,,,SUPP,,,,NA,,,NA,,,85,,,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 2)  (number of students) (not identified as disadvantaged)
954,KS5_STUDEST_21,L2_EDUCATION_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUPP,,163,,,,,SUPP,,,,NA,,,NA,,,169,,,,,Students staying in education for at least two terms after 16 to 18 study (Level 2)  (number of students) (not identified as disadvantaged)
955,KS5_STUDEST_21,L2_FE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUPP,,159,,,,,SUPP,,,,NA,,,NA,,,161,,,,,Further education (level 3 and below) (Level 2)  (number of students) (not identified as disadvantaged)
956,KS5_STUDEST_21,L2_HE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUPP,,2,,,,,SUPP,,,,NA,,,NA,,,3,,,,,Higher education (level 4 and above) (Level 2)  (number of students) (not identified as disadvantaged)
957,KS5_STUDEST_21,L2_OTHER_EDU_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUPP,,2,,,,,SUPP,,,,NA,,,NA,,,5,,,,,Other education destinations (Level 2)  (number of students) (not identified as disadvantaged)
958,KS5_STUDEST_21,L2_EMPLOYMENT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,95,,,,,SUPP,,,,NA,,,NA,,,118,,,,,Students staying in employment for at least two terms after 16 to 18 study (Level 2)  (number of students) (not identified as disadvantaged)
959,KS5_STUDEST_21,L2_NOT_SUSTAINED_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,93,,,,,SUPP,,,,NA,,,NA,,,72,,,,,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 2)  (number of students) (not identified as disadvantaged)
960,KS5_STUDEST_21,L2_NOT_CAPTURED_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUPP,,26,,,,,SUPP,,,,NA,,,NA,,,22,,,,,Activity not captured in data (Level 2)  (number of students) (not identified as disadvantaged)
961,KS5_STUDEST_21,L2_OVERALLPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,71%,,,,,SUPP,,,,NA,,,NA,,,80%,,,,,Staying in education or employment for at least two terms after 16 to 18 study (Level 2) (percentage) (not identified as disadvantaged)
962,KS5_STUDEST_21,L2_APPRENPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,7%,,,,,SUPP,,,,NA,,,NA,,,18%,,,,,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 2) (percentage) (not identified as disadvantaged)
963,KS5_STUDEST_21,L2_EDUCATIONPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,SUPP,,40%,,,,,SUPP,,,,NA,,,NA,,,36%,,,,,Students staying in education for at least two terms after 16 to 18 study (Level 2) (percentage) (not identified as disadvantaged)
964,KS5_STUDEST_21,L2_FEPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,SUPP,,39%,,,,,SUPP,,,,NA,,,NA,,,35%,,,,,Further education (level 3 and below) (Level 2) (percentage) (not identified as disadvantaged)
965,KS5_STUDEST_21,L2_HEPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,SUPP,,SP,,,,,SUPP,,,,NA,,,NA,,,1%,,,,,Higher education (level 4 and above) (Level 2) (percentage) (not identified as disadvantaged)
966,KS5_STUDEST_21,L2_OTHER_EDUPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,SUPP,,SP,,,,,SUPP,,,,NA,,,NA,,,1%,,,,,Other education destinations (Level 2) (percentage) (not identified as disadvantaged)
967,KS5_STUDEST_21,L2_EMPLOYMENTPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,23%,,,,,SUPP,,,,NA,,,NA,,,25%,,,,,Students staying in employment for at least two terms after 16 to 18 study (Level 2) (percentage) (not identified as disadvantaged)
968,KS5_STUDEST_21,L2_NOT_SUSTAINEDPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,23%,,,,,SUPP,,,,NA,,,NA,,,15%,,,,,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 2) (percentage) (not identified as disadvantaged)
969,KS5_STUDEST_21,L2_NOT_CAPTUREDPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,SUPP,,6%,,,,,SUPP,,,,NA,,,NA,,,5%,,,,,Activity not captured in data (Level 2) (percentage) (not identified as disadvantaged)
970,KS5_STUDEST_21,LALLOTH_COHORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,14,,801,,,,,2,,,,NA,,,2,,,734,,,,,"Number of students who reached the end of 16 to 18 study in 2016/17 (L1, entry level and other)  "
971,KS5_STUDEST_21,LALLOTH_OVERALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,352,,,,,SUPP,,,,NA,,,SUPP,,,411,,,,,"Staying in education or employment for at least two terms after 16 to 18 study (L1, entry level and other)  (number of students) "
