No,Namespace,Variable,Silvertrees Academy - 140792,Reaside Academy - 139002,Northfield Road Primary School - 147155,Northfield Road Primary School - 103775,Hydesville Tower School - 104266,Four Oaks Primary School - 131920,St Edward's Catholic Primary School - 125707,St Edward's Catholic Primary School - 148125,Glebefields Primary School - 103925,St Pauls Church of England Academy - 140921,St James Catholic Primary School - 141820,Kings Hill Primary School - 104179,Woodlands - 145224,St Mary of the Angels Catholic Primary School - 104240,Hill West Primary School - 139520,Dudley Wood Primary School - 144078,Wednesbury Oak Academy - 140793,Salisbury Primary School - 104178,Lutley Primary School - 143783,Cradley CofE Primary School - 103846,Moorcroft Wood Primary School - 135016,Butts Primary School - 104147,St Patricks Church of England Primary Academy - 136320,Colley Lane Primary Academy - 142964,Romsley St Kenelm's CofE Primary School - 116846,West Midlands Education and Skills - 146563,Little Sutton Primary School - 103388,"St Patrick's Catholic Primary School, Walsall - 104233",Emmanuel School - 130323,Birchills Church of England Community Academy - 139435,St Martin's Church of England Primary School - 141825,Cooper and Jordan Church of England Primary School - 132073,Netherton CofE Primary School - 144418,Pinfold Street Primary School - 104176,Blowers Green Primary School - 103771,Blowers Green Primary School - 147708,Beaconside Primary and Nursery School - 116768,Little Aston Primary Academy - 148285,Little Aston Primary School - 124127,Caslon Primary Community  School - 103801,Holywell Primary and Nursery School - 132060,Gospel Oak School - 135599,St Francis of Assisi Catholic College - 104255,Aldridge School - A Science College - 137974,Queen Mary's High School - 136777,The Link Academy - 144952,Bloomfield School - 135518,West Walsall E-ACT Academy - 138374,Walsall College - 130483,Dudley College of Technology - 130475,National state-funded primary,National state-funded secondary and 16 to 18,Description
397,KS4_PUPDEST_19,NOT_SUSTAINED_DIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,5,0,,,5,,,,14447,Pupils not staying in education or employment for at least two terms after key stage 4 (number of pupils)
398,KS4_PUPDEST_19,UNKNOWN_DIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,0,,,5,,,,1913,Activity not captured (number of pupils)
399,KS4_PUPDEST_19,OVERALL_DESTPER_DIS,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88%,97%,88%,100%,,,84%,,,,88%,Pupils staying in education or employment for at least two terms after key stage 4 (percentage)
400,KS4_PUPDEST_19,APPRENPER_DIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9%,0%,4%,0%,,,0%,,,,3%,Apprenticeships (percentage)
401,KS4_PUPDEST_19,EMPLOYMENTPER_DIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7%,0%,6%,0%,,,2%,,,,4%,Pupils staying in employment for at least two terms after key stage 4 (percentage)
402,KS4_PUPDEST_19,EDUCATIONPER_DIS,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72%,97%,78%,100%,,,83%,,,,81%,Pupils staying in education for at least two terms after key stage 4 (percentage)
403,KS4_PUPDEST_19,FEPER_DIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41%,44%,54%,0%,,,41%,,,,45%,Further education (percentage)
404,KS4_PUPDEST_19,SCH_6THPER_DIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26%,53%,21%,SUPP,,,38%,,,,25%,School sixth form (percentage)
405,KS4_PUPDEST_19,SIXTH_COLPER_DIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,1%,SUPP,,,0%,,,,9%,Sixth form college (percentage)
406,KS4_PUPDEST_19,OTHER_EDUPER_DIS,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6%,0%,1%,0%,,,3%,,,,3%,Other education destination (percentage)
407,KS4_PUPDEST_19,NOT_SUSTAINEDPER_DIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12%,3%,6%,0%,,,8%,,,,10%,Pupils not staying in education or employment for at least two terms after key stage 4 (percentage)
408,KS4_PUPDEST_19,UNKNOWNPER_DIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,7%,0%,,,8%,,,,1%,Activity not captured (percentage)
409,KS4_PUPDEST_19,COHORT_NONDIS,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,143,164,89,,,43,,,,386094,Number of pupils not identified as disadvantaged (not found to be eligible for pupil premium in year 11) completing key stage 4 in 2016/17
410,KS4_PUPDEST_19,OVERALL_DEST_NONDIS,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,139,161,89,,,37,,,,371352,Pupils not identified as disadvantaged (not found to be eligible for pupil premium in year 11) staying in education or employment for at least two terms after key stage 4 (number of pupils)
411,KS4_PUPDEST_19,APPREN_NONDIS,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,7,0,,,0,,,,17972,Apprenticeships (number of pupils)
412,KS4_PUPDEST_19,EMPLOYMENT_NONDIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,3,0,,,0,,,,10269,Pupils staying in employment for at least two terms after key stage 4 (number of pupils)
413,KS4_PUPDEST_19,EDUCATION_NONDIS,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,127,151,89,,,37,,,,343111,Pupils staying in education for at least two terms after key stage 4 (number of pupils)
414,KS4_PUPDEST_19,FE_NONDIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,42,59,5,,,16,,,,131621,Further education (number of pupils)
415,KS4_PUPDEST_19,SCH_6TH_NONDIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,85,90,SUPP,,,21,,,,160858,School sixth form (number of pupils)
416,KS4_PUPDEST_19,SIXTH_COL_NONDIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,SUPP,,,0,,,,44304,Sixth form college (number of pupils)
417,KS4_PUPDEST_19,OTHER_EDU_NONDIS,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,,,0,,,,6328,Other education destination (number of pupils)
418,KS4_PUPDEST_19,NOT_SUSTAINED_NONDIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,0,,,5,,,,11967,Pupils not staying in education or employment for at least two terms after key stage 4 (number of pupils)
419,KS4_PUPDEST_19,UNKNOWN_NONDIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,1,,,,2775,Activity not captured (number of pupils)
420,KS4_PUPDEST_19,OVERALL_DESTPER_NONDIS,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95%,97%,98%,100%,,,86%,,,,96%,Pupils staying in education or employment for at least two terms after key stage 4 (percentage)
421,KS4_PUPDEST_19,APPRENPER_NONDIS,,,,,,,,,,,,,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8%,4%,4%,0%,,,0%,,,,5%,Apprenticeships (percentage)
422,KS4_PUPDEST_19,EMPLOYMENTPER_NONDIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7%,4%,2%,0%,,,0%,,,,3%,Pupils staying in employment for at least two terms after key stage 4 (percentage)
423,KS4_PUPDEST_19,EDUCATIONPER_NONDIS,,,,,,,,,,,,,83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80%,89%,92%,100%,,,86%,,,,89%,Pupils staying in education for at least two terms after key stage 4 (percentage)
424,KS4_PUPDEST_19,FEPER_NONDIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41%,29%,36%,6%,,,37%,,,,34%,Further education (percentage)
425,KS4_PUPDEST_19,SCH_6THPER_NONDIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31%,59%,55%,SUPP,,,49%,,,,42%,School sixth form (percentage)
426,KS4_PUPDEST_19,SIXTH_COLPER_NONDIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8%,0%,0%,SUPP,,,0%,,,,11%,Sixth form college (percentage)
427,KS4_PUPDEST_19,OTHER_EDUPER_NONDIS,,,,,,,,,,,,,83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,1%,1%,,,0%,,,,2%,Other education destination (percentage)
428,KS4_PUPDEST_19,NOT_SUSTAINEDPER_NONDIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4%,3%,1%,0%,,,12%,,,,3%,Pupils not staying in education or employment for at least two terms after key stage 4 (percentage)
429,KS4_PUPDEST_19,UNKNOWNPER_NONDIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,0%,1%,0%,,,2%,,,,1%,Activity not captured (percentage)
430,KS4_PUPDEST_19,COHORT_18,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,179,249,94,,,140,,,,541121,Number of pupils completing key stage 4 in 2016/17
431,KS4_PUPDEST_19,OVERALL_DESTPER_18,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94%,99%,94%,99%,,,89%,,,,94%,Pupils staying in education or employment for at least two terms after key stage 4 (percentage) (2016/17 leavers)
432,KS4_PUPDEST_19,COHORT_DIS_18,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,31,58,14,,,94,,,,148779,Number of disadvantaged pupils completing key stage 4 in 2016/17
433,KS4_PUPDEST_19,OVERALL_DESTPER_DIS_18,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90%,97%,86%,100%,,,90%,,,,88%,Disadvantaged pupils staying in education or employment for at least two terms after key stage 4 (percentage) (2016/17 leavers)
434,KS4_PUPDEST_19,COHORT_NONDIS_18,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,148,191,80,,,46,,,,392342,Number of pupils not identified as disadvantaged completing key stage 4 in 2016/17
435,KS4_PUPDEST_19,OVERALL_DESTPER_NONDIS_18,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97%,99%,96%,99%,,,85%,,,,96%,Pupils not identified as disadvantaged staying in education or employment for at least two terms after key stage 4 (percentage) (2016/17 leavers)
436,KS4_PUPDEST_19,COHORT_17,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,179,252,96,,,131,,,,553912,
437,KS4_PUPDEST_19,OVERALL_DESTPER_17,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92%,99%,94%,100%,,,92%,,,,94%,
438,KS4_PUPDEST_19,COHORT_DIS_17,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,23,66,16,,,73,,,,151401,
439,KS4_PUPDEST_19,OVERALL_DESTPER_DIS_17,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84%,96%,91%,100%,,,90%,,,,88%,
440,KS4_PUPDEST_19,COHORT_NONDIS_17,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,156,186,80,,,58,,,,402511,
441,KS4_PUPDEST_19,OVERALL_DESTPER_NONDIS_17,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98%,100%,96%,100%,,,95%,,,,96%,
442,KS4_PUPDEST_21,RECTYPE,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,,,,Record type
443,KS4_PUPDEST_21,LEA,,,,,,,,,,,,,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,335,335,335,332,,335,,,,,Local authority number
444,KS4_PUPDEST_21,ESTAB,,,,,,,,,,,,,7047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6909,4606,5405,5403,4003,,4003,,,,,Establishment number
445,KS4_PUPDEST_21,URN,,,,,,,,,,,,,145224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135599,104255,137974,136777,144952,,138374,,,,,School Unique Reference Number
446,KS4_PUPDEST_21,ICLOSE,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,,,,,Closed school flag
447,KS4_PUPDEST_21,SCHNAME,,,,,,,,,,,,,Woodlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gospel Oak School,St Francis of Assisi Catholic College,Aldridge School - A Science College,Queen Mary's High School,The Link Academy,,West Walsall E-ACT Academy,,,,,School name
448,KS4_PUPDEST_21,NFTYPE,,,,,,,,,,,,,ACCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC,VA,ACC,ACC,AC,,AC,,,,,School type
449,KS4_PUPDEST_21,COHORT,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,170,257,120,191,,141,,,,,Number of pupils completing key stage 4 in 2016/17
450,KS4_PUPDEST_21,OVERALL_DEST,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,162,247,120,172,,128,,,,,Pupils staying in education or employment for at least two terms after key stage 4 (number of pupils)
451,KS4_PUPDEST_21,APPREN,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,8,0,2,,1,,,,,Apprenticeships (number of pupils)
452,KS4_PUPDEST_21,EMPLOYMENT,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,6,8,0,9,,4,,,,,Pupils staying in employment for at least two terms after key stage 4 (number of pupils)
453,KS4_PUPDEST_21,EDUCATION,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,153,231,120,161,,123,,,,,Pupils staying in education for at least two terms after key stage 4 (number of pupils)
454,KS4_PUPDEST_21,FE,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,46,93,8,143,,51,,,,,Further education (number of pupils)
455,KS4_PUPDEST_21,SCH_6TH,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,107,135,106,4,,72,,,,,School sixth form (number of pupils)
456,KS4_PUPDEST_21,SIXTH_COL,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,1,5,13,,0,,,,,Sixth form college (number of pupils)
457,KS4_PUPDEST_21,OTHER_EDU,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,1,,0,,,,,Other education destination (number of pupils)
458,KS4_PUPDEST_21,NOT_SUSTAINED,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,8,7,0,17,,11,,,,,Pupils not staying in education or employment for at least two terms after key stage 4 (number of pupils)
459,KS4_PUPDEST_21,UNKNOWN,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,3,0,2,,2,,,,,Activity not captured (number of pupils)
460,KS4_PUPDEST_21,OVERALL_DESTPER,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88%,95%,96%,100%,90%,,91%,,,,,Pupils staying in education or employment for at least two terms after key stage 4 (percentage)
461,KS4_PUPDEST_21,APPRENPER,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8%,2%,3%,0%,1%,,1%,,,,,Apprenticeships (percentage)
462,KS4_PUPDEST_21,EMPLOYMENTPER,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,4%,3%,0%,5%,,3%,,,,,Pupils staying in employment for at least two terms after key stage 4 (percentage)
463,KS4_PUPDEST_21,EDUCATIONPER,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70%,90%,90%,100%,84%,,87%,,,,,Pupils staying in education for at least two terms after key stage 4 (percentage)
464,KS4_PUPDEST_21,FEPER,,,,,,,,,,,,,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,27%,36%,7%,75%,,36%,,,,,Further education (percentage)
465,KS4_PUPDEST_21,SCH_6THPER,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17%,63%,53%,88%,2%,,51%,,,,,School sixth form (percentage)
466,KS4_PUPDEST_21,SIXTH_COLPER,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4%,0%,SP,4%,7%,,0%,,,,,Sixth form college (percentage)
467,KS4_PUPDEST_21,OTHER_EDUPER,,,,,,,,,,,,,83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,0%,1%,1%,1%,,0%,,,,,Other education destination (percentage)
468,KS4_PUPDEST_21,NOT_SUSTAINEDPER,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,5%,3%,0%,9%,,8%,,,,,Pupils not staying in education or employment for at least two terms after key stage 4 (percentage)
469,KS4_PUPDEST_21,UNKNOWNPER,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,0%,1%,0%,1%,,1%,,,,,Activity not captured (percentage)
470,KS4_PUPDEST_21,COHORT_DIS,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,35,99,19,92,,80,,,,,Number of disadvantaged pupils completing key stage 4 in 2016/17
471,KS4_PUPDEST_21,OVERALL_DEST_DIS,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,32,92,19,81,,70,,,,,Disadvantaged pupils staying in education or employment for at least two terms after key stage 4 (number of pupils)
472,KS4_PUPDEST_21,APPREN_DIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SUPP,1,0,SUPP,,SUPP,,,,,Apprenticeships (number of pupils)
473,KS4_PUPDEST_21,EMPLOYMENT_DIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SUPP,4,0,SUPP,,SUPP,,,,,Pupils staying in employment for at least two terms after key stage 4 (number of pupils)
474,KS4_PUPDEST_21,EDUCATION_DIS,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,28,87,19,73,,68,,,,,Pupils staying in education for at least two terms after key stage 4 (number of pupils)
475,KS4_PUPDEST_21,FE_DIS,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,10,47,3,69,,33,,,,,Further education (number of pupils)
476,KS4_PUPDEST_21,SCH_6TH_DIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,18,38,14,SUPP,,35,,,,,School sixth form (number of pupils)
477,KS4_PUPDEST_21,SIXTH_COL_DIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,SUPP,SUPP,3,,0,,,,,Sixth form college (number of pupils)
478,KS4_PUPDEST_21,OTHER_EDU_DIS,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0,SUPP,SUPP,SUPP,,0,,,,,Other education destination (number of pupils)
479,KS4_PUPDEST_21,NOT_SUSTAINED_DIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,3,SUPP,0,SUPP,,SUPP,,,,,Pupils not staying in education or employment for at least two terms after key stage 4 (number of pupils)
480,KS4_PUPDEST_21,UNKNOWN_DIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0,SUPP,0,SUPP,,SUPP,,,,,Activity not captured (number of pupils)
481,KS4_PUPDEST_21,OVERALL_DESTPER_DIS,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77%,91%,93%,100%,88%,,88%,,,,,Pupils staying in education or employment for at least two terms after key stage 4 (percentage)
482,KS4_PUPDEST_21,APPRENPER_DIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,SUPP,1%,0%,SUPP,,SUPP,,,,,Apprenticeships (percentage)
483,KS4_PUPDEST_21,EMPLOYMENTPER_DIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6%,SUPP,4%,0%,SUPP,,SUPP,,,,,Pupils staying in employment for at least two terms after key stage 4 (percentage)
484,KS4_PUPDEST_21,EDUCATIONPER_DIS,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68%,80%,88%,100%,79%,,85%,,,,,Pupils staying in education for at least two terms after key stage 4 (percentage)
485,KS4_PUPDEST_21,FEPER_DIS,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51%,29%,47%,16%,75%,,41%,,,,,Further education (percentage)
486,KS4_PUPDEST_21,SCH_6THPER_DIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,51%,38%,74%,SUPP,,44%,,,,,School sixth form (percentage)
487,KS4_PUPDEST_21,SIXTH_COLPER_DIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,SUPP,SUPP,3%,,0%,,,,,Sixth form college (percentage)
488,KS4_PUPDEST_21,OTHER_EDUPER_DIS,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0%,SUPP,SUPP,SUPP,,0%,,,,,Other education destination (percentage)
489,KS4_PUPDEST_21,NOT_SUSTAINEDPER_DIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,9%,SUPP,0%,SUPP,,SUPP,,,,,Pupils not staying in education or employment for at least two terms after key stage 4 (percentage)
490,KS4_PUPDEST_21,UNKNOWNPER_DIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0%,SUPP,0%,SUPP,,SUPP,,,,,Activity not captured (percentage)
491,KS4_PUPDEST_21,COHORT_NONDIS,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,135,158,101,99,,61,,,,,Number of pupils not identified as disadvantaged (not found to be eligible for pupil premium in year 11) completing key stage 4 in 2016/17
492,KS4_PUPDEST_21,OVERALL_DEST_NONDIS,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,130,155,101,91,,58,,,,,Pupils not identified as disadvantaged (not found to be eligible for pupil premium in year 11) staying in education or employment for at least two terms after key stage 4 (number of pupils)
493,KS4_PUPDEST_21,APPREN_NONDIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,SUPP,7,0,SUPP,,SUPP,,,,,Apprenticeships (number of pupils)
494,KS4_PUPDEST_21,EMPLOYMENT_NONDIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,SUPP,4,0,SUPP,,SUPP,,,,,Pupils staying in employment for at least two terms after key stage 4 (number of pupils)
495,KS4_PUPDEST_21,EDUCATION_NONDIS,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,125,144,101,88,,55,,,,,Pupils staying in education for at least two terms after key stage 4 (number of pupils)
496,KS4_PUPDEST_21,FE_NONDIS,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,36,46,5,74,,18,,,,,Further education (number of pupils)
497,KS4_PUPDEST_21,SCH_6TH_NONDIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,89,97,92,SUPP,,37,,,,,School sixth form (number of pupils)
498,KS4_PUPDEST_21,SIXTH_COL_NONDIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,SUPP,SUPP,10,,0,,,,,Sixth form college (number of pupils)
499,KS4_PUPDEST_21,OTHER_EDU_NONDIS,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0,SUPP,SUPP,SUPP,,0,,,,,Other education destination (number of pupils)
500,KS4_PUPDEST_21,NOT_SUSTAINED_NONDIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,5,SUPP,0,SUPP,,SUPP,,,,,Pupils not staying in education or employment for at least two terms after key stage 4 (number of pupils)
501,KS4_PUPDEST_21,UNKNOWN_NONDIS,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0,SUPP,0,SUPP,,SUPP,,,,,Activity not captured (number of pupils)
502,KS4_PUPDEST_21,OVERALL_DESTPER_NONDIS,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93%,96%,98%,100%,92%,,95%,,,,,Pupils staying in education or employment for at least two terms after key stage 4 (percentage)
503,KS4_PUPDEST_21,APPRENPER_NONDIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,SUPP,4%,0%,SUPP,,SUPP,,,,,Apprenticeships (percentage)
504,KS4_PUPDEST_21,EMPLOYMENTPER_NONDIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12%,SUPP,3%,0%,SUPP,,SUPP,,,,,Pupils staying in employment for at least two terms after key stage 4 (percentage)
505,KS4_PUPDEST_21,EDUCATIONPER_NONDIS,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70%,93%,91%,100%,89%,,90%,,,,,Pupils staying in education for at least two terms after key stage 4 (percentage)
506,KS4_PUPDEST_21,FEPER_NONDIS,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48%,27%,29%,5%,75%,,30%,,,,,Further education (percentage)
507,KS4_PUPDEST_21,SCH_6THPER_NONDIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,66%,61%,91%,SUPP,,61%,,,,,School sixth form (percentage)
508,KS4_PUPDEST_21,SIXTH_COLPER_NONDIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5%,0%,SUPP,SUPP,10%,,0%,,,,,Sixth form college (percentage)
509,KS4_PUPDEST_21,OTHER_EDUPER_NONDIS,,,,,,,,,,,,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0%,SUPP,SUPP,SUPP,,0%,,,,,Other education destination (percentage)
510,KS4_PUPDEST_21,NOT_SUSTAINEDPER_NONDIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,4%,SUPP,0%,SUPP,,SUPP,,,,,Pupils not staying in education or employment for at least two terms after key stage 4 (percentage)
511,KS4_PUPDEST_21,UNKNOWNPER_NONDIS,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0%,SUPP,0%,SUPP,,SUPP,,,,,Activity not captured (percentage)
512,KS4_PUPDEST_21,COHORT_19,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,178,259,111,194,,102,,,,,Number of pupils completing key stage 4 in 2017/18
