No,Namespace,Variable,Mayfield School - 103619,St John's & St Peter's CofE Academy - 138883,St Edmund's Catholic Primary School - 103440,West House School - 103575,Percy Shurmer Academy - 138410,St Francis Catholic Primary School - 103437,Anglesey Primary School - 132074,Adderley Primary School - 103159,Prince Albert Junior and Infant School - 142230,Mansfield Green E-ACT Academy - 138998,The Oratory Roman Catholic Primary School - 103427,Wyndcliffe Primary School - 141319,Christ Church CofE Controlled Primary School and Nursery - 103397,St George's School Edgbaston - 103564,Heath Mount Primary School - 103333,St Clement's Church of England Academy - 138432,The Lambs Christian School - 134091,St George's Church of England Primary School - 139267,The Wisdom Academy - 135882,St Patrick's Catholic Primary School - 103439,Manor Park Primary Academy - 141977,St Saviour's C of E Primary School - 103406,Al-Hijrah School - 133306,Iqra Girls High School - 145186,Ladypool Primary School - 103265,Heathfield Primary School - 142231,Hallfield School - 103568,Barford Primary School - 103162,Priory School - 103566,Holte School - 103509,Hazrat Khadijatul Kubra Girls School - 136123,Birmingham Independent College - 143418,Heritage Academy - 147038,King Edward VI Aston School - 137043,Mander Portman Woodward Independent College - 103587,Orion School - 147234,Future First Independent School - 135422,Green Heath School - 135688,R.Y.A.N Education Academy - 139706,Hopwood Hall School - 146780,Holy Trinity Catholic School - 103538,Holy Trinity Catholic School - 144719,Bordesley Green Girls' School & Sixth Form - 103493,Birchfield Independent Girls' School - 103591,Al Huda Girls' School - 103595,Small Heath Leadership Academy - 144464,Redstone Academy for Girls - 148157,Redstone  Academy for Boys - 137560,BOA Stage and Screen Production Academy - 148635,Joseph Chamberlain Sixth Form College - 130468,National state-funded primary,National state-funded secondary and 16 to 18,Description
528,KS5_STUDEST_19,SCHNAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holte School,,,,King Edward VI Aston School,,,,,,,,,Bordesley Green Girls' School & Sixth Form,,,,,,,Joseph Chamberlain Sixth Form College,,,School/college name
529,KS5_STUDEST_19,NFTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CY,,,,ACC,,,,,,,,,CY,,,,,,,Sixth Form College,,,School type/FE college type
530,KS5_STUDEST_19,FEEDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,0,,,,,,,0,,,Feeder flag
531,KS5_STUDEST_19,ICLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,0,,,,,,,0,,,Closed school/college flag
532,KS5_STUDEST_19,TOT_COHORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,121,,,,,,,,,157,,,,,,,929,,534328,Number of students who reached the end of 16 to 18 study in 2016/17 (All levels of study)  
533,KS5_STUDEST_19,TOT_OVERALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,103,,,,,,,,,120,,,,,,,816,,434923,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) 
534,KS5_STUDEST_19,TOT_APPREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,4,,,,,,,31,,50905,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study)  (number of students) 
535,KS5_STUDEST_19,TOT_EDUCATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,88,,,,,,,,,108,,,,,,,713,,249671,Students staying in education for at least two terms after 16 to 18 study (All levels of study)  (number of students) 
536,KS5_STUDEST_19,TOT_FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,3,,,,,,,23,,51927,Further education (level 3 and below) (All levels of study)  (number of students) 
537,KS5_STUDEST_19,TOT_HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,75,,,,,,,,,66,,,,,,,520,,186006,Higher education (level 4 and above) (All levels of study)  (number of students) 
538,KS5_STUDEST_19,TOT_OTHER_EDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,12,,,,,,,,,39,,,,,,,170,,11738,Other education destinations (All levels of study)  (number of students) 
539,KS5_STUDEST_19,TOT_EMPLOYMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,15,,,,,,,,,8,,,,,,,72,,134347,Students staying in employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) 
540,KS5_STUDEST_19,TOT_NOT_SUSTAINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,10,,,,,,,,,22,,,,,,,68,,67546,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) 
541,KS5_STUDEST_19,TOT_NOT_CAPTURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,8,,,,,,,,,15,,,,,,,45,,31859,Activity not captured in data (All levels of study)  (number of students) 
542,KS5_STUDEST_19,TOT_OVERALLPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82%,,,,85%,,,,,,,,,76%,,,,,,,88%,,81%,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage) 
543,KS5_STUDEST_19,TOT_APPRENPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,,,,0%,,,,,,,,,3%,,,,,,,3%,,10%,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study) (percentage) 
544,KS5_STUDEST_19,TOT_EDUCATIONPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80%,,,,73%,,,,,,,,,69%,,,,,,,77%,,47%,Students staying in education for at least two terms after 16 to 18 study (All levels of study) (percentage) 
545,KS5_STUDEST_19,TOT_FEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4%,,,,1%,,,,,,,,,2%,,,,,,,2%,,10%,Further education (level 3 and below) (All levels of study) (percentage) 
546,KS5_STUDEST_19,TOT_HEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62%,,,,62%,,,,,,,,,42%,,,,,,,56%,,35%,Higher education (level 4 and above) (All levels of study) (percentage) 
547,KS5_STUDEST_19,TOT_OTHER_EDUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14%,,,,10%,,,,,,,,,25%,,,,,,,18%,,2%,Other education destinations (All levels of study) (percentage) 
548,KS5_STUDEST_19,TOT_EMPLOYMENTPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,,,,12%,,,,,,,,,5%,,,,,,,8%,,25%,Students staying in employment for at least two terms after 16 to 18 study (All levels of study) (percentage) 
549,KS5_STUDEST_19,TOT_NOT_SUSTAINEDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11%,,,,8%,,,,,,,,,14%,,,,,,,7%,,13%,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage) 
550,KS5_STUDEST_19,TOT_NOT_CAPTUREDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7%,,,,7%,,,,,,,,,10%,,,,,,,5%,,6%,Activity not captured in data (All levels of study) (percentage) 
551,KS5_STUDEST_19,TOT_COHORT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,26,,,,,,,,,59,,,,,,,534,,126255,Number of students who reached the end of 16 to 18 study in 2016/17 (All levels of study)  (disadvantaged)
552,KS5_STUDEST_19,TOT_OVERALL_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,25,,,,,,,,,45,,,,,,,470,,91050,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (disadvantaged)
553,KS5_STUDEST_19,TOT_APPREN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,2,,,,,,,18,,10177,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study)  (number of students) (disadvantaged)
554,KS5_STUDEST_19,TOT_EDUCATION_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,21,,,,,,,,,40,,,,,,,407,,50803,Students staying in education for at least two terms after 16 to 18 study (All levels of study)  (number of students) (disadvantaged)
555,KS5_STUDEST_19,TOT_FE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,0,,,,,,,18,,15980,Further education (level 3 and below) (All levels of study)  (number of students) (disadvantaged)
556,KS5_STUDEST_19,TOT_HE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,18,,,,,,,,,24,,,,,,,300,,31962,Higher education (level 4 and above) (All levels of study)  (number of students) (disadvantaged)
557,KS5_STUDEST_19,TOT_OTHER_EDU_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,2,,,,,,,,,16,,,,,,,89,,2861,Other education destinations (All levels of study)  (number of students) (disadvantaged)
558,KS5_STUDEST_19,TOT_EMPLOYMENT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,3,,,,,,,45,,30070,Students staying in employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (disadvantaged)
559,KS5_STUDEST_19,TOT_NOT_SUSTAINED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,1,,,,,,,,,11,,,,,,,44,,26191,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (disadvantaged)
560,KS5_STUDEST_19,TOT_NOT_CAPTURED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,0,,,,,,,,,3,,,,,,,20,,9014,Activity not captured in data (All levels of study)  (number of students) (disadvantaged)
561,KS5_STUDEST_19,TOT_OVERALLPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83%,,,,96%,,,,,,,,,76%,,,,,,,88%,,72%,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage) (disadvantaged)
562,KS5_STUDEST_19,TOT_APPRENPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,,,,0%,,,,,,,,,3%,,,,,,,3%,,8%,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study) (percentage) (disadvantaged)
563,KS5_STUDEST_19,TOT_EDUCATIONPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80%,,,,81%,,,,,,,,,68%,,,,,,,76%,,40%,Students staying in education for at least two terms after 16 to 18 study (All levels of study) (percentage) (disadvantaged)
564,KS5_STUDEST_19,TOT_FEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3%,,,,4%,,,,,,,,,0%,,,,,,,3%,,13%,Further education (level 3 and below) (All levels of study) (percentage) (disadvantaged)
565,KS5_STUDEST_19,TOT_HEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66%,,,,69%,,,,,,,,,41%,,,,,,,56%,,25%,Higher education (level 4 and above) (All levels of study) (percentage) (disadvantaged)
566,KS5_STUDEST_19,TOT_OTHER_EDUPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11%,,,,8%,,,,,,,,,27%,,,,,,,17%,,2%,Other education destinations (All levels of study) (percentage) (disadvantaged)
567,KS5_STUDEST_19,TOT_EMPLOYMENTPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,,,,15%,,,,,,,,,5%,,,,,,,8%,,24%,Students staying in employment for at least two terms after 16 to 18 study (All levels of study) (percentage) (disadvantaged)
568,KS5_STUDEST_19,TOT_NOT_SUSTAINEDPER_DI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11%,,,,4%,,,,,,,,,19%,,,,,,,8%,,21%,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage) (disadvantaged)
569,KS5_STUDEST_19,TOT_NOT_CAPTUREDPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6%,,,,0%,,,,,,,,,5%,,,,,,,4%,,7%,Activity not captured in data (All levels of study) (percentage) (disadvantaged)
570,KS5_STUDEST_19,TOT_COHORT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,95,,,,,,,,,98,,,,,,,395,,408073,Number of students who reached the end of 16 to 18 study in 2016/17 (All levels of study)  (not identified as disadvantaged)
571,KS5_STUDEST_19,TOT_OVERALL_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,78,,,,,,,,,75,,,,,,,346,,343873,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (not identified as disadvantaged)
572,KS5_STUDEST_19,TOT_APPREN_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,2,,,,,,,13,,40728,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study)  (number of students) (not identified as disadvantaged)
573,KS5_STUDEST_19,TOT_EDUCATION_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,67,,,,,,,,,68,,,,,,,306,,198868,Students staying in education for at least two terms after 16 to 18 study (All levels of study)  (number of students) (not identified as disadvantaged)
574,KS5_STUDEST_19,TOT_FE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,3,,,,,,,5,,35947,Further education (level 3 and below) (All levels of study)  (number of students) (not identified as disadvantaged)
575,KS5_STUDEST_19,TOT_HE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,57,,,,,,,,,42,,,,,,,220,,154044,Higher education (level 4 and above) (All levels of study)  (number of students) (not identified as disadvantaged)
576,KS5_STUDEST_19,TOT_OTHER_EDU_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,10,,,,,,,,,23,,,,,,,81,,8877,Other education destinations (All levels of study)  (number of students) (not identified as disadvantaged)
577,KS5_STUDEST_19,TOT_EMPLOYMENT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,11,,,,,,,,,5,,,,,,,27,,104277,Students staying in employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (not identified as disadvantaged)
578,KS5_STUDEST_19,TOT_NOT_SUSTAINED_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,9,,,,,,,,,11,,,,,,,24,,41355,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (not identified as disadvantaged)
579,KS5_STUDEST_19,TOT_NOT_CAPTURED_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,8,,,,,,,,,12,,,,,,,25,,22845,Activity not captured in data (All levels of study)  (number of students) (not identified as disadvantaged)
580,KS5_STUDEST_19,TOT_OVERALLPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80%,,,,82%,,,,,,,,,77%,,,,,,,88%,,84%,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage) (not identified as disadvantaged)
581,KS5_STUDEST_19,TOT_APPRENPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,0%,,,,,,,,,2%,,,,,,,3%,,10%,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study) (percentage) (not identified as disadvantaged)
582,KS5_STUDEST_19,TOT_EDUCATIONPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80%,,,,71%,,,,,,,,,69%,,,,,,,77%,,49%,Students staying in education for at least two terms after 16 to 18 study (All levels of study) (percentage) (not identified as disadvantaged)
583,KS5_STUDEST_19,TOT_FEPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,,,,0%,,,,,,,,,3%,,,,,,,1%,,9%,Further education (level 3 and below) (All levels of study) (percentage) (not identified as disadvantaged)
584,KS5_STUDEST_19,TOT_HEPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40%,,,,60%,,,,,,,,,43%,,,,,,,56%,,38%,Higher education (level 4 and above) (All levels of study) (percentage) (not identified as disadvantaged)
585,KS5_STUDEST_19,TOT_OTHER_EDUPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30%,,,,11%,,,,,,,,,23%,,,,,,,21%,,2%,Other education destinations (All levels of study) (percentage) (not identified as disadvantaged)
586,KS5_STUDEST_19,TOT_EMPLOYMENTPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,12%,,,,,,,,,5%,,,,,,,7%,,26%,Students staying in employment for at least two terms after 16 to 18 study (All levels of study) (percentage) (not identified as disadvantaged)
587,KS5_STUDEST_19,TOT_NOT_SUSTAINEDPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,,,,9%,,,,,,,,,11%,,,,,,,6%,,10%,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage) (not identified as disadvantaged)
588,KS5_STUDEST_19,TOT_NOT_CAPTUREDPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,,,,8%,,,,,,,,,12%,,,,,,,6%,,6%,Activity not captured in data (All levels of study) (percentage) (not identified as disadvantaged)
589,KS5_STUDEST_19,L3_COHORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,120,,,,,,,,,142,,,,,,,853,,379441,Number of students who reached the end of 16 to 18 study in 2016/17 (Level 3)  
590,KS5_STUDEST_19,L3_OVERALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,103,,,,,,,,,108,,,,,,,771,,333707,Staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) 
591,KS5_STUDEST_19,L3_APPREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,3,,,,,,,26,,27086,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3)  (number of students) 
592,KS5_STUDEST_19,L3_EDUCATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,88,,,,,,,,,99,,,,,,,688,,217387,Students staying in education for at least two terms after 16 to 18 study (Level 3)  (number of students) 
593,KS5_STUDEST_19,L3_FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,3,,,,,,,8,,23189,Further education (level 3 and below) (Level 3)  (number of students) 
594,KS5_STUDEST_19,L3_HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,75,,,,,,,,,66,,,,,,,520,,185383,Higher education (level 4 and above) (Level 3)  (number of students) 
595,KS5_STUDEST_19,L3_OTHER_EDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,12,,,,,,,,,30,,,,,,,160,,8815,Other education destinations (Level 3)  (number of students) 
596,KS5_STUDEST_19,L3_EMPLOYMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,15,,,,,,,,,6,,,,,,,57,,89234,Students staying in employment for at least two terms after 16 to 18 study (Level 3)  (number of students) 
597,KS5_STUDEST_19,L3_NOT_SUSTAINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,9,,,,,,,,,20,,,,,,,54,,30770,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) 
598,KS5_STUDEST_19,L3_NOT_CAPTURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,8,,,,,,,,,14,,,,,,,28,,14964,Activity not captured in data (Level 3)  (number of students) 
599,KS5_STUDEST_19,L3_OVERALLPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82%,,,,86%,,,,,,,,,76%,,,,,,,90%,,88%,Staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) 
600,KS5_STUDEST_19,L3_APPRENPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,,,,0%,,,,,,,,,2%,,,,,,,3%,,7%,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3) (percentage) 
601,KS5_STUDEST_19,L3_EDUCATIONPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80%,,,,73%,,,,,,,,,70%,,,,,,,81%,,57%,Students staying in education for at least two terms after 16 to 18 study (Level 3) (percentage) 
602,KS5_STUDEST_19,L3_FEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4%,,,,1%,,,,,,,,,2%,,,,,,,1%,,6%,Further education (level 3 and below) (Level 3) (percentage) 
603,KS5_STUDEST_19,L3_HEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62%,,,,63%,,,,,,,,,46%,,,,,,,61%,,49%,Higher education (level 4 and above) (Level 3) (percentage) 
604,KS5_STUDEST_19,L3_OTHER_EDUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14%,,,,10%,,,,,,,,,21%,,,,,,,19%,,2%,Other education destinations (Level 3) (percentage) 
605,KS5_STUDEST_19,L3_EMPLOYMENTPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,,,,13%,,,,,,,,,4%,,,,,,,7%,,24%,Students staying in employment for at least two terms after 16 to 18 study (Level 3) (percentage) 
606,KS5_STUDEST_19,L3_NOT_SUSTAINEDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11%,,,,8%,,,,,,,,,14%,,,,,,,6%,,8%,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) 
607,KS5_STUDEST_19,L3_NOT_CAPTUREDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7%,,,,7%,,,,,,,,,10%,,,,,,,3%,,4%,Activity not captured in data (Level 3) (percentage) 
608,KS5_STUDEST_19,L3_COHORT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,SUPP,,,,,,,,,51,,,,,,,484,,69736,Number of students who reached the end of 16 to 18 study in 2016/17 (Level 3)  (disadvantaged)
609,KS5_STUDEST_19,L3_OVERALL_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,SUPP,,,,,,,,,39,,,,,,,438,,58907,Staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
610,KS5_STUDEST_19,L3_APPREN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,SUPP,,,,,,,14,,3986,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
611,KS5_STUDEST_19,L3_EDUCATION_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,SUPP,,,,,,,,,36,,,,,,,390,,39465,Students staying in education for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
612,KS5_STUDEST_19,L3_FE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,SUPP,,,,,,,,,SUPP,,,,,,,SUPP,,5809,Further education (level 3 and below) (Level 3)  (number of students) (disadvantaged)
613,KS5_STUDEST_19,L3_HE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,SUPP,,,,,,,,,SUPP,,,,,,,300,,31767,Higher education (level 4 and above) (Level 3)  (number of students) (disadvantaged)
614,KS5_STUDEST_19,L3_OTHER_EDU_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,SUPP,,,,,,,,,12,,,,,,,SUPP,,1889,Other education destinations (Level 3)  (number of students) (disadvantaged)
615,KS5_STUDEST_19,L3_EMPLOYMENT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,SUPP,,,,,,,,,SUPP,,,,,,,34,,15456,Students staying in employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
616,KS5_STUDEST_19,L3_NOT_SUSTAINED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,SUPP,,,,,,,,,SUPP,,,,,,,35,,8094,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
617,KS5_STUDEST_19,L3_NOT_CAPTURED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,SUPP,,,,,,,,,SUPP,,,,,,,11,,2735,Activity not captured in data (Level 3)  (number of students) (disadvantaged)
618,KS5_STUDEST_19,L3_OVERALLPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83%,,,,SUPP,,,,,,,,,76%,,,,,,,90%,,84%,Staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged)
619,KS5_STUDEST_19,L3_APPRENPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,,,,0%,,,,,,,,,SUPP,,,,,,,3%,,6%,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3) (percentage) (disadvantaged)
620,KS5_STUDEST_19,L3_EDUCATIONPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80%,,,,SUPP,,,,,,,,,71%,,,,,,,81%,,57%,Students staying in education for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged)
621,KS5_STUDEST_19,L3_FEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3%,,,,SUPP,,,,,,,,,SUPP,,,,,,,SUPP,,8%,Further education (level 3 and below) (Level 3) (percentage) (disadvantaged)
622,KS5_STUDEST_19,L3_HEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66%,,,,SUPP,,,,,,,,,SUPP,,,,,,,62%,,46%,Higher education (level 4 and above) (Level 3) (percentage) (disadvantaged)
623,KS5_STUDEST_19,L3_OTHER_EDUPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11%,,,,SUPP,,,,,,,,,24%,,,,,,,SUPP,,3%,Other education destinations (Level 3) (percentage) (disadvantaged)
624,KS5_STUDEST_19,L3_EMPLOYMENTPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,,,,SUPP,,,,,,,,,SUPP,,,,,,,7%,,22%,Students staying in employment for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged)
625,KS5_STUDEST_19,L3_NOT_SUSTAINEDPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11%,,,,SUPP,,,,,,,,,SUPP,,,,,,,7%,,12%,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged)
626,KS5_STUDEST_19,L3_NOT_CAPTUREDPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6%,,,,SUPP,,,,,,,,,SUPP,,,,,,,2%,,4%,Activity not captured in data (Level 3) (percentage) (disadvantaged)
627,KS5_STUDEST_19,L3_COHORT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,SUPP,,,,,,,,,91,,,,,,,369,,309705,Number of students who reached the end of 16 to 18 study in 2016/17 (Level 3)  (not identified as disadvantaged)
628,KS5_STUDEST_19,L3_OVERALL_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,SUPP,,,,,,,,,69,,,,,,,333,,274800,Staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged)
629,KS5_STUDEST_19,L3_APPREN_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,SUPP,,,,,,,12,,23100,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged)
630,KS5_STUDEST_19,L3_EDUCATION_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,SUPP,,,,,,,,,63,,,,,,,298,,177922,Students staying in education for at least two terms after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged)
631,KS5_STUDEST_19,L3_FE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,SUPP,,,,,,,,,SUPP,,,,,,,SUPP,,17380,Further education (level 3 and below) (Level 3)  (number of students) (not identified as disadvantaged)
632,KS5_STUDEST_19,L3_HE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,SUPP,,,,,,,,,SUPP,,,,,,,220,,153616,Higher education (level 4 and above) (Level 3)  (number of students) (not identified as disadvantaged)
