No,Namespace,Variable,Forestdale Primary School - 133759,Bishop Wilson Church of England Primary School - 104105,Whitehall Junior Community School - 104162,Albert Bradbeer Primary Academy - 140889,Solihull School - 104124,Whitehouse Common Primary School - 132007,St John's Church of England Primary Academy - 140856,Great Bridge Primary School - 103915,Newfield Park Primary School - 103815,Temple Meadow Primary School - 103957,St Alphege Church of England Infant and Nursery School - 104090,Halesowen CofE Primary School - 103847,Windy Arbor Primary School - 104071,Whitehall Nursery and Infant School - 104163,Tividale Hall Primary School - 103960,Burnt Tree Primary School - 103914,Cofton Primary School - 103315,Palfrey Girls School - 104267,St Mary's The Mount Catholic Primary School - 104232,St Alphege Church of England Junior School - 104092,Tidbury Green School - 104065,St Martin's CofE Primary School - 103987,Our Lady and St Kenelm RC School - 103850,Old Hill Primary School - 103952,Coppice Primary School - 103390,St Columba's Catholic Primary School - 141669,Mayfield Preparatory School - 104265,Langley School - 103630,Saint Martin's School - 104123,Palfrey Junior School - 104160,St Mary's Catholic Primary School - 103993,St Mary's Catholic Primary School - 147795,Wood Green Junior School - 103913,Palfrey Infant School - 104161,New Hall Primary School - 103395,Caldmore Primary Academy - 143904,Reddal Hill Primary School - 103954,The Earls High School - 137812,Dudley Port School - 147736,Ormiston Forge Academy - 137673,Abu Bakr Boys School - 135483,Queen Mary's Grammar School - 136773,Wood Green Academy - 136616,Windsor High School and Sixth Form - 136618,Stuart Bathurst Catholic High School - 147881,Impact Independent School - 141560,Stuart Bathurst Catholic High School - 104020,The ACE Academy - 139328,Q3 Academy Tipton - 146383,Solihull Sixth Form College - 144887,National state-funded primary,National state-funded secondary and 16 to 18,Description
457,KS4_PUPDEST_21,OTHER_EDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,1,2,1,,,,,,,,,Other education destination (number of pupils)
458,KS4_PUPDEST_21,NOT_SUSTAINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,10,,0,14,9,,,,,,,,,Pupils not staying in education or employment for at least two terms after key stage 4 (number of pupils)
459,KS4_PUPDEST_21,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,0,2,1,,,,,,,,,Activity not captured (number of pupils)
460,KS4_PUPDEST_21,OVERALL_DESTPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94%,,94%,,100%,94%,96%,,,,,,,,,Pupils staying in education or employment for at least two terms after key stage 4 (percentage)
461,KS4_PUPDEST_21,APPRENPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6%,,3%,,1%,3%,4%,,,,,,,,,Apprenticeships (percentage)
462,KS4_PUPDEST_21,EMPLOYMENTPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,,4%,,0%,2%,1%,,,,,,,,,Pupils staying in employment for at least two terms after key stage 4 (percentage)
463,KS4_PUPDEST_21,EDUCATIONPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87%,,88%,,99%,89%,91%,,,,,,,,,Pupils staying in education for at least two terms after key stage 4 (percentage)
464,KS4_PUPDEST_21,FEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,46%,,8%,53%,41%,,,,,,,,,Further education (percentage)
465,KS4_PUPDEST_21,SCH_6THPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11%,,36%,,91%,35%,35%,,,,,,,,,School sixth form (percentage)
466,KS4_PUPDEST_21,SIXTH_COLPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25%,,4%,,0%,0%,14%,,,,,,,,,Sixth form college (percentage)
467,KS4_PUPDEST_21,OTHER_EDUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1%,,1%,,1%,1%,SP,,,,,,,,,Other education destination (percentage)
468,KS4_PUPDEST_21,NOT_SUSTAINEDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4%,,5%,,0%,6%,3%,,,,,,,,,Pupils not staying in education or employment for at least two terms after key stage 4 (percentage)
469,KS4_PUPDEST_21,UNKNOWNPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,,1%,,0%,1%,SP,,,,,,,,,Activity not captured (percentage)
470,KS4_PUPDEST_21,COHORT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,90,,17,70,87,,,,,,,,,Number of disadvantaged pupils completing key stage 4 in 2016/17
471,KS4_PUPDEST_21,OVERALL_DEST_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,84,,17,65,82,,,,,,,,,Disadvantaged pupils staying in education or employment for at least two terms after key stage 4 (number of pupils)
472,KS4_PUPDEST_21,APPREN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,,SUPP,1,3,,,,,,,,,Apprenticeships (number of pupils)
473,KS4_PUPDEST_21,EMPLOYMENT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4,,0,1,1,,,,,,,,,Pupils staying in employment for at least two terms after key stage 4 (number of pupils)
474,KS4_PUPDEST_21,EDUCATION_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,80,,SUPP,63,78,,,,,,,,,Pupils staying in education for at least two terms after key stage 4 (number of pupils)
475,KS4_PUPDEST_21,FE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,45,,1,42,46,,,,,,,,,Further education (number of pupils)
476,KS4_PUPDEST_21,SCH_6TH_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,31,,16,SUPP,24,,,,,,,,,School sixth form (number of pupils)
477,KS4_PUPDEST_21,SIXTH_COL_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,SUPP,,0,0,SUPP,,,,,,,,,Sixth form college (number of pupils)
478,KS4_PUPDEST_21,OTHER_EDU_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,SUPP,SUPP,SUPP,,,,,,,,,Other education destination (number of pupils)
479,KS4_PUPDEST_21,NOT_SUSTAINED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,SUPP,,0,5,SUPP,,,,,,,,,Pupils not staying in education or employment for at least two terms after key stage 4 (number of pupils)
480,KS4_PUPDEST_21,UNKNOWN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,SUPP,,0,0,SUPP,,,,,,,,,Activity not captured (number of pupils)
481,KS4_PUPDEST_21,OVERALL_DESTPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88%,,93%,,100%,93%,94%,,,,,,,,,Pupils staying in education or employment for at least two terms after key stage 4 (percentage)
482,KS4_PUPDEST_21,APPRENPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4%,,0%,,SUPP,1%,3%,,,,,,,,,Apprenticeships (percentage)
483,KS4_PUPDEST_21,EMPLOYMENTPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,4%,,0%,1%,1%,,,,,,,,,Pupils staying in employment for at least two terms after key stage 4 (percentage)
484,KS4_PUPDEST_21,EDUCATIONPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83%,,89%,,SUPP,90%,90%,,,,,,,,,Pupils staying in education for at least two terms after key stage 4 (percentage)
485,KS4_PUPDEST_21,FEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,,50%,,6%,60%,53%,,,,,,,,,Further education (percentage)
486,KS4_PUPDEST_21,SCH_6THPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,34%,,94%,SUPP,28%,,,,,,,,,School sixth form (percentage)
487,KS4_PUPDEST_21,SIXTH_COLPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17%,,SUPP,,0%,0%,SUPP,,,,,,,,,Sixth form college (percentage)
488,KS4_PUPDEST_21,OTHER_EDUPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,SUPP,SUPP,SUPP,,,,,,,,,Other education destination (percentage)
489,KS4_PUPDEST_21,NOT_SUSTAINEDPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10%,,SUPP,,0%,7%,SUPP,,,,,,,,,Pupils not staying in education or employment for at least two terms after key stage 4 (percentage)
490,KS4_PUPDEST_21,UNKNOWNPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,,SUPP,,0%,0%,SUPP,,,,,,,,,Activity not captured (percentage)
491,KS4_PUPDEST_21,COHORT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,,127,,102,177,183,,,,,,,,,Number of pupils not identified as disadvantaged (not found to be eligible for pupil premium in year 11) completing key stage 4 in 2016/17
492,KS4_PUPDEST_21,OVERALL_DEST_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,121,,102,166,178,,,,,,,,,Pupils not identified as disadvantaged (not found to be eligible for pupil premium in year 11) staying in education or employment for at least two terms after key stage 4 (number of pupils)
493,KS4_PUPDEST_21,APPREN_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,6,,SUPP,7,8,,,,,,,,,Apprenticeships (number of pupils)
494,KS4_PUPDEST_21,EMPLOYMENT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,4,,0,3,3,,,,,,,,,Pupils staying in employment for at least two terms after key stage 4 (number of pupils)
495,KS4_PUPDEST_21,EDUCATION_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,111,,SUPP,156,167,,,,,,,,,Pupils staying in education for at least two terms after key stage 4 (number of pupils)
496,KS4_PUPDEST_21,FE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,55,,8,88,65,,,,,,,,,Further education (number of pupils)
497,KS4_PUPDEST_21,SCH_6TH_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,48,,92,SUPP,70,,,,,,,,,School sixth form (number of pupils)
498,KS4_PUPDEST_21,SIXTH_COL_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,SUPP,,0,0,SUPP,,,,,,,,,Sixth form college (number of pupils)
499,KS4_PUPDEST_21,OTHER_EDU_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,SUPP,SUPP,SUPP,,,,,,,,,Other education destination (number of pupils)
500,KS4_PUPDEST_21,NOT_SUSTAINED_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,SUPP,,0,9,SUPP,,,,,,,,,Pupils not staying in education or employment for at least two terms after key stage 4 (number of pupils)
501,KS4_PUPDEST_21,UNKNOWN_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,SUPP,,0,2,SUPP,,,,,,,,,Activity not captured (number of pupils)
502,KS4_PUPDEST_21,OVERALL_DESTPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96%,,95%,,100%,94%,97%,,,,,,,,,Pupils staying in education or employment for at least two terms after key stage 4 (percentage)
503,KS4_PUPDEST_21,APPRENPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7%,,5%,,SUPP,4%,4%,,,,,,,,,Apprenticeships (percentage)
504,KS4_PUPDEST_21,EMPLOYMENTPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,,3%,,0%,2%,2%,,,,,,,,,Pupils staying in employment for at least two terms after key stage 4 (percentage)
505,KS4_PUPDEST_21,EDUCATIONPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88%,,87%,,SUPP,88%,91%,,,,,,,,,Pupils staying in education for at least two terms after key stage 4 (percentage)
506,KS4_PUPDEST_21,FEPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,43%,,8%,50%,36%,,,,,,,,,Further education (percentage)
507,KS4_PUPDEST_21,SCH_6THPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,38%,,90%,SUPP,38%,,,,,,,,,School sixth form (percentage)
508,KS4_PUPDEST_21,SIXTH_COLPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,,SUPP,,0%,0%,SUPP,,,,,,,,,Sixth form college (percentage)
509,KS4_PUPDEST_21,OTHER_EDUPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,SUPP,SUPP,SUPP,,,,,,,,,Other education destination (percentage)
510,KS4_PUPDEST_21,NOT_SUSTAINEDPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,,SUPP,,0%,5%,SUPP,,,,,,,,,Pupils not staying in education or employment for at least two terms after key stage 4 (percentage)
511,KS4_PUPDEST_21,UNKNOWNPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,,SUPP,,0%,1%,SUPP,,,,,,,,,Activity not captured (percentage)
512,KS4_PUPDEST_21,COHORT_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,,190,,111,247,268,,,,,,,,,Number of pupils completing key stage 4 in 2017/18
513,KS4_PUPDEST_21,OVERALL_DESTPER_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96%,,91%,,99%,96%,97%,,,,,,,,,Pupils staying in education or employment for at least two terms after key stage 4 (percentage) (2017/18 leavers)
514,KS4_PUPDEST_21,COHORT_DIS_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,79,,11,88,83,,,,,,,,,Number of disadvantaged pupils completing key stage 4 in 2017/18
515,KS4_PUPDEST_21,OVERALL_DESTPER_DIS_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93%,,84%,,100%,92%,96%,,,,,,,,,Disadvantaged pupils staying in education or employment for at least two terms after key stage 4 (percentage) (2017/18 leavers)
516,KS4_PUPDEST_21,COHORT_NONDIS_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,,111,,100,159,185,,,,,,,,,Number of pupils not identified as disadvantaged completing key stage 4 in 2017/18
517,KS4_PUPDEST_21,OVERALL_DESTPER_NONDIS_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97%,,95%,,99%,97%,98%,,,,,,,,,Pupils not identified as disadvantaged staying in education or employment for at least two terms after key stage 4 (percentage) (2017/18 leavers)
518,KS4_PUPDEST_21,COHORT_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,,151,,95,244,275,,,,,,,,,Number of pupils completing key stage 4 in 2016/17
519,KS4_PUPDEST_21,OVERALL_DESTPER_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94%,,93%,,100%,96%,93%,,,,,,,,,Pupils staying in education or employment for at least two terms after key stage 4 (percentage) (2016/17 leavers)
520,KS4_PUPDEST_21,COHORT_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,60,,42,219,75,,,,,,,,,Number of disadvantaged pupils completing key stage 4 in 2016/17
521,KS4_PUPDEST_21,OVERALL_DESTPER_DIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83%,,93%,,100%,96%,92%,,,,,,,,,Disadvantaged pupils staying in education or employment for at least two terms after key stage 4 (percentage) (2016/17 leavers)
522,KS4_PUPDEST_21,COHORT_NONDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,,91,,53,25,200,,,,,,,,,Number of pupils not identified as disadvantaged completing key stage 4 in 2016/17
523,KS4_PUPDEST_21,OVERALL_DESTPER_NONDIS_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97%,,92%,,100%,100%,93%,,,,,,,,,Pupils not identified as disadvantaged staying in education or employment for at least two terms after key stage 4 (percentage) (2016/17 leavers)
524,KS5_STUDEST_19,RECTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,1,1,,1,,7,Record type
525,KS5_STUDEST_19,LEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,,335,333,332,,,333,333,,334,,,Local authority number
526,KS5_STUDEST_19,ESTAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,5404,4024,5404,,,4600,4001,,8600,,,Establishment number
527,KS5_STUDEST_19,URN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137673,,136773,136616,136618,,,104020,139328,,144887,,,Unique Reference Number of establishment
528,KS5_STUDEST_19,SCHNAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ormiston Forge Academy,,Queen Mary's Grammar School,Wood Green Academy,Windsor High School and Sixth Form,,,Stuart Bathurst Catholic High School College of Performing Arts,The ACE Academy,,"The Sixth Form College, Solihull",,,School/college name
529,KS5_STUDEST_19,NFTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC,,ACC,ACC,ACC,,,VA,AC,,ACC1619,,,School type/FE college type
530,KS5_STUDEST_19,FEEDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,0,0,,0,,,Feeder flag
531,KS5_STUDEST_19,ICLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,0,1,,0,,,Closed school/college flag
532,KS5_STUDEST_19,TOT_COHORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,164,94,150,,,76,57,,1142,,534328,Number of students who reached the end of 16 to 18 study in 2016/17 (All levels of study)  
533,KS5_STUDEST_19,TOT_OVERALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,145,89,137,,,65,47,,1011,,434923,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) 
534,KS5_STUDEST_19,TOT_APPREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,5,8,12,,,4,7,,65,,50905,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study)  (number of students) 
535,KS5_STUDEST_19,TOT_EDUCATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,126,72,92,,,49,35,,745,,249671,Students staying in education for at least two terms after 16 to 18 study (All levels of study)  (number of students) 
536,KS5_STUDEST_19,TOT_FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,4,,,3,0,,31,,51927,Further education (level 3 and below) (All levels of study)  (number of students) 
537,KS5_STUDEST_19,TOT_HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,120,70,88,,,46,34,,711,,186006,Higher education (level 4 and above) (All levels of study)  (number of students) 
538,KS5_STUDEST_19,TOT_OTHER_EDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,5,1,0,,,0,1,,3,,11738,Other education destinations (All levels of study)  (number of students) 
539,KS5_STUDEST_19,TOT_EMPLOYMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,14,9,33,,,12,5,,201,,134347,Students staying in employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) 
540,KS5_STUDEST_19,TOT_NOT_SUSTAINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,8,5,10,,,6,5,,84,,67546,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) 
541,KS5_STUDEST_19,TOT_NOT_CAPTURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,11,0,3,,,5,5,,47,,31859,Activity not captured in data (All levels of study)  (number of students) 
542,KS5_STUDEST_19,TOT_OVERALLPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67%,,88%,95%,91%,,,86%,82%,,89%,,81%,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage) 
543,KS5_STUDEST_19,TOT_APPRENPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6%,,3%,9%,8%,,,5%,12%,,6%,,10%,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study) (percentage) 
544,KS5_STUDEST_19,TOT_EDUCATIONPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42%,,77%,77%,61%,,,64%,61%,,65%,,47%,Students staying in education for at least two terms after 16 to 18 study (All levels of study) (percentage) 
545,KS5_STUDEST_19,TOT_FEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,,1%,1%,3%,,,4%,0%,,3%,,10%,Further education (level 3 and below) (All levels of study) (percentage) 
546,KS5_STUDEST_19,TOT_HEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38%,,73%,74%,59%,,,61%,60%,,62%,,35%,Higher education (level 4 and above) (All levels of study) (percentage) 
547,KS5_STUDEST_19,TOT_OTHER_EDUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,,3%,1%,0%,,,0%,2%,,SP,,2%,Other education destinations (All levels of study) (percentage) 
548,KS5_STUDEST_19,TOT_EMPLOYMENTPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19%,,9%,10%,22%,,,16%,9%,,18%,,25%,Students staying in employment for at least two terms after 16 to 18 study (All levels of study) (percentage) 
549,KS5_STUDEST_19,TOT_NOT_SUSTAINEDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22%,,5%,5%,7%,,,8%,9%,,7%,,13%,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage) 
550,KS5_STUDEST_19,TOT_NOT_CAPTUREDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11%,,7%,0%,2%,,,7%,9%,,4%,,6%,Activity not captured in data (All levels of study) (percentage) 
551,KS5_STUDEST_19,TOT_COHORT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,14,24,21,,,19,21,,266,,126255,Number of students who reached the end of 16 to 18 study in 2016/17 (All levels of study)  (disadvantaged)
552,KS5_STUDEST_19,TOT_OVERALL_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,13,21,18,,,16,18,,225,,91050,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (disadvantaged)
553,KS5_STUDEST_19,TOT_APPREN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0,1,0,,,1,3,,11,,10177,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study)  (number of students) (disadvantaged)
554,KS5_STUDEST_19,TOT_EDUCATION_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,12,18,13,,,11,14,,172,,50803,Students staying in education for at least two terms after 16 to 18 study (All levels of study)  (number of students) (disadvantaged)
555,KS5_STUDEST_19,TOT_FE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,1,SUPP,,,SUPP,0,,SUPP,,15980,Further education (level 3 and below) (All levels of study)  (number of students) (disadvantaged)
556,KS5_STUDEST_19,TOT_HE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,12,SUPP,SUPP,,,SUPP,SUPP,,162,,31962,Higher education (level 4 and above) (All levels of study)  (number of students) (disadvantaged)
557,KS5_STUDEST_19,TOT_OTHER_EDU_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,SUPP,0,,,0,SUPP,,SUPP,,2861,Other education destinations (All levels of study)  (number of students) (disadvantaged)
558,KS5_STUDEST_19,TOT_EMPLOYMENT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,1,2,5,,,4,1,,42,,30070,Students staying in employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (disadvantaged)
559,KS5_STUDEST_19,TOT_NOT_SUSTAINED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,1,3,3,,,2,3,,27,,26191,Students not staying in education or employment for at least two terms after 16 to 18 study (All levels of study)  (number of students) (disadvantaged)
560,KS5_STUDEST_19,TOT_NOT_CAPTURED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0,0,0,,,1,0,,14,,9014,Activity not captured in data (All levels of study)  (number of students) (disadvantaged)
561,KS5_STUDEST_19,TOT_OVERALLPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70%,,93%,88%,86%,,,84%,86%,,85%,,72%,Staying in education or employment for at least two terms after 16 to 18 study (All levels of study) (percentage) (disadvantaged)
562,KS5_STUDEST_19,TOT_APPRENPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9%,,0%,4%,0%,,,5%,14%,,4%,,8%,Staying in apprenticeships for at least 6 months after 16 to 18 study (All levels of study) (percentage) (disadvantaged)
563,KS5_STUDEST_19,TOT_EDUCATIONPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41%,,86%,75%,62%,,,58%,67%,,65%,,40%,Students staying in education for at least two terms after 16 to 18 study (All levels of study) (percentage) (disadvantaged)
564,KS5_STUDEST_19,TOT_FEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,,0%,4%,SUPP,,,SUPP,0%,,SUPP,,13%,Further education (level 3 and below) (All levels of study) (percentage) (disadvantaged)
565,KS5_STUDEST_19,TOT_HEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37%,,86%,SUPP,SUPP,,,SUPP,SUPP,,61%,,25%,Higher education (level 4 and above) (All levels of study) (percentage) (disadvantaged)
566,KS5_STUDEST_19,TOT_OTHER_EDUPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,,0%,SUPP,0%,,,0%,SUPP,,SUPP,,2%,Other education destinations (All levels of study) (percentage) (disadvantaged)
567,KS5_STUDEST_19,TOT_EMPLOYMENTPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20%,,7%,8%,24%,,,21%,5%,,16%,,24%,Students staying in employment for at least two terms after 16 to 18 study (All levels of study) (percentage) (disadvantaged)
