No,Namespace,Variable,Brays School - 144042,Maryvale Catholic Primary School - 103426,Warley Infant School - 103963,Lea Forest Primary Academy - 139003,Princethorpe Junior School - 146817,Princethorpe Infant School - 143436,Princethorpe Junior School - 103244,St Joseph's Catholic Primary School - 141670,Severne Junior Infant and Nursery School - 103252,Twickenham Primary School - 140518,Rood End Primary School - 103984,Cotteridge Primary School - 103190,Our Lady and St Hubert's Catholic Primary School - 141926,Wylde Green Primary School - 103349,King George V Primary School - 131223,St Francis Church of England Aided Primary School and Nursery - 143434,Kings Rise Academy - 138889,Northfield Manor Primary Academy - 142203,Oasis Academy Blakenhale Junior - 139129,Oasis Academy Blakenhale Infants - 139120,St Ambrose Barlow Catholic Primary School - 103465,Kineton Green Primary School - 104048,Brandhall Primary School - 103976,St Alban's Catholic Primary School - 103466,Robin Hood Academy - 140262,Penns Primary School - 103356,St Margaret's Church of England Primary School - 146107,Boldmere Junior School - 103341,Boldmere Infant School and Nursery - 103342,Holy Name Catholic Primary School - 103996,Whitecrest Primary School - 103922,Bournville School - 141318,Hallmoor School - 144336,St Mary and St Margaret's Church of England Aided Primary School - 104097,Gossey Lane Academy - 142794,Olton Primary School - 104076,Yardley Wood Community Primary School - 103281,Chivenor Primary School - 140159,Brownmead Primary Academy - 141320,Eaton Valley Primary School - 103923,Lyng Primary School - 103968,Grove Vale Primary School - 103972,Q3 Academy Langley - 141698,Hillcrest School and Sixth Form Centre - 137346,Cardinal Wiseman Catholic School - 103539,Kings Norton Girls' School - 136590,Lyndon School - 142075,Oldbury Academy - 137701,King Edward VI Sheldon Heath Academy - 136152,Sandwell College - 130479,National state-funded primary,National state-funded secondary and 16 to 18,Description
595,KS5_STUDEST_19,L3_OTHER_EDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,1,,8815,Other education destinations (Level 3)  (number of students) 
596,KS5_STUDEST_19,L3_EMPLOYMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,7,,,25,149,,89234,Students staying in employment for at least two terms after 16 to 18 study (Level 3)  (number of students) 
597,KS5_STUDEST_19,L3_NOT_SUSTAINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,4,,,7,97,,30770,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) 
598,KS5_STUDEST_19,L3_NOT_CAPTURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,6,31,,14964,Activity not captured in data (Level 3)  (number of students) 
599,KS5_STUDEST_19,L3_OVERALLPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79%,,91%,,,86%,82%,,88%,Staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) 
600,KS5_STUDEST_19,L3_APPRENPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4%,,3%,,,11%,4%,,7%,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3) (percentage) 
601,KS5_STUDEST_19,L3_EDUCATIONPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68%,,78%,,,49%,58%,,57%,Students staying in education for at least two terms after 16 to 18 study (Level 3) (percentage) 
602,KS5_STUDEST_19,L3_FEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,4%,,,2%,19%,,6%,Further education (level 3 and below) (Level 3) (percentage) 
603,KS5_STUDEST_19,L3_HEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68%,,74%,,,47%,38%,,49%,Higher education (level 4 and above) (Level 3) (percentage) 
604,KS5_STUDEST_19,L3_OTHER_EDUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,0%,SP,,2%,Other education destinations (Level 3) (percentage) 
605,KS5_STUDEST_19,L3_EMPLOYMENTPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7%,,9%,,,26%,21%,,24%,Students staying in employment for at least two terms after 16 to 18 study (Level 3) (percentage) 
606,KS5_STUDEST_19,L3_NOT_SUSTAINEDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11%,,5%,,,7%,13%,,8%,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) 
607,KS5_STUDEST_19,L3_NOT_CAPTUREDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11%,,4%,,,6%,4%,,4%,Activity not captured in data (Level 3) (percentage) 
608,KS5_STUDEST_19,L3_COHORT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,SUPP,,,44,304,,69736,Number of students who reached the end of 16 to 18 study in 2016/17 (Level 3)  (disadvantaged)
609,KS5_STUDEST_19,L3_OVERALL_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,SUPP,,,38,241,,58907,Staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
610,KS5_STUDEST_19,L3_APPREN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUPP,,,3,14,,3986,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
611,KS5_STUDEST_19,L3_EDUCATION_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,SUPP,,,26,165,,39465,Students staying in education for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
612,KS5_STUDEST_19,L3_FE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUPP,,,SUPP,49,,5809,Further education (level 3 and below) (Level 3)  (number of students) (disadvantaged)
613,KS5_STUDEST_19,L3_HE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,SUPP,,,SUPP,SUPP,,31767,Higher education (level 4 and above) (Level 3)  (number of students) (disadvantaged)
614,KS5_STUDEST_19,L3_OTHER_EDU_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,SUPP,,1889,Other education destinations (Level 3)  (number of students) (disadvantaged)
615,KS5_STUDEST_19,L3_EMPLOYMENT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,SUPP,,,9,62,,15456,Students staying in employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
616,KS5_STUDEST_19,L3_NOT_SUSTAINED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,SUPP,,,5,53,,8094,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
617,KS5_STUDEST_19,L3_NOT_CAPTURED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,SUPP,,,1,10,,2735,Activity not captured in data (Level 3)  (number of students) (disadvantaged)
618,KS5_STUDEST_19,L3_OVERALLPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75%,,SUPP,,,86%,79%,,84%,Staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged)
619,KS5_STUDEST_19,L3_APPRENPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,SUPP,,,7%,5%,,6%,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3) (percentage) (disadvantaged)
620,KS5_STUDEST_19,L3_EDUCATIONPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69%,,SUPP,,,59%,54%,,57%,Students staying in education for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged)
621,KS5_STUDEST_19,L3_FEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,SUPP,,,SUPP,16%,,8%,Further education (level 3 and below) (Level 3) (percentage) (disadvantaged)
622,KS5_STUDEST_19,L3_HEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69%,,SUPP,,,SUPP,SUPP,,46%,Higher education (level 4 and above) (Level 3) (percentage) (disadvantaged)
623,KS5_STUDEST_19,L3_OTHER_EDUPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,0%,SUPP,,3%,Other education destinations (Level 3) (percentage) (disadvantaged)
624,KS5_STUDEST_19,L3_EMPLOYMENTPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6%,,SUPP,,,20%,20%,,22%,Students staying in employment for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged)
625,KS5_STUDEST_19,L3_NOT_SUSTAINEDPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19%,,SUPP,,,11%,17%,,12%,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged)
626,KS5_STUDEST_19,L3_NOT_CAPTUREDPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6%,,SUPP,,,2%,3%,,4%,Activity not captured in data (Level 3) (percentage) (disadvantaged)
627,KS5_STUDEST_19,L3_COHORT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,SUPP,,,52,422,,309705,Number of students who reached the end of 16 to 18 study in 2016/17 (Level 3)  (not identified as disadvantaged)
628,KS5_STUDEST_19,L3_OVERALL_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,SUPP,,,45,357,,274800,Staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged)
629,KS5_STUDEST_19,L3_APPREN_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,SUPP,,,8,17,,23100,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged)
630,KS5_STUDEST_19,L3_EDUCATION_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,SUPP,,,21,253,,177922,Students staying in education for at least two terms after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged)
631,KS5_STUDEST_19,L3_FE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUPP,,,SUPP,89,,17380,Further education (level 3 and below) (Level 3)  (number of students) (not identified as disadvantaged)
632,KS5_STUDEST_19,L3_HE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,SUPP,,,SUPP,SUPP,,153616,Higher education (level 4 and above) (Level 3)  (number of students) (not identified as disadvantaged)
633,KS5_STUDEST_19,L3_OTHER_EDU_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,SUPP,,6926,Other education destinations (Level 3)  (number of students) (not identified as disadvantaged)
634,KS5_STUDEST_19,L3_EMPLOYMENT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,SUPP,,,16,87,,73778,Students staying in employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged)
635,KS5_STUDEST_19,L3_NOT_SUSTAINED_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUPP,,,2,44,,22676,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged)
636,KS5_STUDEST_19,L3_NOT_CAPTURED_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,SUPP,,,5,21,,12229,Activity not captured in data (Level 3)  (number of students) (not identified as disadvantaged)
637,KS5_STUDEST_19,L3_OVERALLPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83%,,SUPP,,,87%,85%,,89%,Staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged)
638,KS5_STUDEST_19,L3_APPRENPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8%,,SUPP,,,15%,4%,,7%,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged)
639,KS5_STUDEST_19,L3_EDUCATIONPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67%,,SUPP,,,40%,60%,,57%,Students staying in education for at least two terms after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged)
640,KS5_STUDEST_19,L3_FEPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,SUPP,,,SUPP,21%,,6%,Further education (level 3 and below) (Level 3) (percentage) (not identified as disadvantaged)
641,KS5_STUDEST_19,L3_HEPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67%,,SUPP,,,SUPP,SUPP,,50%,Higher education (level 4 and above) (Level 3) (percentage) (not identified as disadvantaged)
642,KS5_STUDEST_19,L3_OTHER_EDUPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,0%,,,0%,SUPP,,2%,Other education destinations (Level 3) (percentage) (not identified as disadvantaged)
643,KS5_STUDEST_19,L3_EMPLOYMENTPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8%,,SUPP,,,31%,21%,,24%,Students staying in employment for at least two terms after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged)
644,KS5_STUDEST_19,L3_NOT_SUSTAINEDPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,SUPP,,,4%,10%,,7%,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged)
645,KS5_STUDEST_19,L3_NOT_CAPTUREDPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17%,,SUPP,,,10%,5%,,4%,Activity not captured in data (Level 3) (percentage) (not identified as disadvantaged)
646,KS5_STUDEST_19,L2_COHORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,2,413,,79257,Number of students who reached the end of 16 to 18 study in 2016/17 (Level 2)  
647,KS5_STUDEST_19,L2_OVERALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,282,,58519,Staying in education or employment for at least two terms after 16 to 18 study (Level 2)  (number of students) 
648,KS5_STUDEST_19,L2_APPREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,26,,12850,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 2)  (number of students) 
649,KS5_STUDEST_19,L2_EDUCATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,189,,19645,Students staying in education for at least two terms after 16 to 18 study (Level 2)  (number of students) 
650,KS5_STUDEST_19,L2_FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,184,,17080,Further education (level 3 and below) (Level 2)  (number of students) 
651,KS5_STUDEST_19,L2_HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,4,,623,Higher education (level 4 and above) (Level 2)  (number of students) 
652,KS5_STUDEST_19,L2_OTHER_EDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,1,,1942,Other education destinations (Level 2)  (number of students) 
653,KS5_STUDEST_19,L2_EMPLOYMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,67,,26024,Students staying in employment for at least two terms after 16 to 18 study (Level 2)  (number of students) 
654,KS5_STUDEST_19,L2_NOT_SUSTAINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,101,,14759,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 2)  (number of students) 
655,KS5_STUDEST_19,L2_NOT_CAPTURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,30,,5979,Activity not captured in data (Level 2)  (number of students) 
656,KS5_STUDEST_19,L2_OVERALLPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,68%,,74%,Staying in education or employment for at least two terms after 16 to 18 study (Level 2) (percentage) 
657,KS5_STUDEST_19,L2_APPRENPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,6%,,16%,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 2) (percentage) 
658,KS5_STUDEST_19,L2_EDUCATIONPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,46%,,25%,Students staying in education for at least two terms after 16 to 18 study (Level 2) (percentage) 
659,KS5_STUDEST_19,L2_FEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,45%,,22%,Further education (level 3 and below) (Level 2) (percentage) 
660,KS5_STUDEST_19,L2_HEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,1%,,1%,Higher education (level 4 and above) (Level 2) (percentage) 
661,KS5_STUDEST_19,L2_OTHER_EDUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,SP,,2%,Other education destinations (Level 2) (percentage) 
662,KS5_STUDEST_19,L2_EMPLOYMENTPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,16%,,33%,Students staying in employment for at least two terms after 16 to 18 study (Level 2) (percentage) 
663,KS5_STUDEST_19,L2_NOT_SUSTAINEDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,24%,,19%,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 2) (percentage) 
664,KS5_STUDEST_19,L2_NOT_CAPTUREDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,7%,,8%,Activity not captured in data (Level 2) (percentage) 
665,KS5_STUDEST_19,L2_COHORT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,200,,26753,Number of students who reached the end of 16 to 18 study in 2016/17 (Level 2)  (disadvantaged)
666,KS5_STUDEST_19,L2_OVERALL_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,128,,18037,Staying in education or employment for at least two terms after 16 to 18 study (Level 2)  (number of students) (disadvantaged)
667,KS5_STUDEST_19,L2_APPREN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,11,,3061,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 2)  (number of students) (disadvantaged)
668,KS5_STUDEST_19,L2_EDUCATION_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,90,,7036,Students staying in education for at least two terms after 16 to 18 study (Level 2)  (number of students) (disadvantaged)
669,KS5_STUDEST_19,L2_FE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,SUPP,,6186,Further education (level 3 and below) (Level 2)  (number of students) (disadvantaged)
670,KS5_STUDEST_19,L2_HE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,SUPP,,195,Higher education (level 4 and above) (Level 2)  (number of students) (disadvantaged)
671,KS5_STUDEST_19,L2_OTHER_EDU_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,SUPP,,655,Other education destinations (Level 2)  (number of students) (disadvantaged)
672,KS5_STUDEST_19,L2_EMPLOYMENT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,27,,7940,Students staying in employment for at least two terms after 16 to 18 study (Level 2)  (number of students) (disadvantaged)
673,KS5_STUDEST_19,L2_NOT_SUSTAINED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,53,,6670,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 2)  (number of students) (disadvantaged)
674,KS5_STUDEST_19,L2_NOT_CAPTURED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,19,,2046,Activity not captured in data (Level 2)  (number of students) (disadvantaged)
675,KS5_STUDEST_19,L2_OVERALLPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,64%,,67%,Staying in education or employment for at least two terms after 16 to 18 study (Level 2) (percentage) (disadvantaged)
676,KS5_STUDEST_19,L2_APPRENPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,6%,,11%,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 2) (percentage) (disadvantaged)
677,KS5_STUDEST_19,L2_EDUCATIONPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,45%,,26%,Students staying in education for at least two terms after 16 to 18 study (Level 2) (percentage) (disadvantaged)
678,KS5_STUDEST_19,L2_FEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,SUPP,,23%,Further education (level 3 and below) (Level 2) (percentage) (disadvantaged)
679,KS5_STUDEST_19,L2_HEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,SUPP,,1%,Higher education (level 4 and above) (Level 2) (percentage) (disadvantaged)
680,KS5_STUDEST_19,L2_OTHER_EDUPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,SUPP,,2%,Other education destinations (Level 2) (percentage) (disadvantaged)
681,KS5_STUDEST_19,L2_EMPLOYMENTPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,14%,,30%,Students staying in employment for at least two terms after 16 to 18 study (Level 2) (percentage) (disadvantaged)
682,KS5_STUDEST_19,L2_NOT_SUSTAINEDPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,27%,,25%,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 2) (percentage) (disadvantaged)
683,KS5_STUDEST_19,L2_NOT_CAPTUREDPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,10%,,8%,Activity not captured in data (Level 2) (percentage) (disadvantaged)
684,KS5_STUDEST_19,L2_COHORT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,213,,52504,Number of students who reached the end of 16 to 18 study in 2016/17 (Level 2)  (not identified as disadvantaged)
685,KS5_STUDEST_19,L2_OVERALL_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,154,,40482,Staying in education or employment for at least two terms after 16 to 18 study (Level 2)  (number of students) (not identified as disadvantaged)
686,KS5_STUDEST_19,L2_APPREN_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,15,,9789,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 2)  (number of students) (not identified as disadvantaged)
687,KS5_STUDEST_19,L2_EDUCATION_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,99,,12609,Students staying in education for at least two terms after 16 to 18 study (Level 2)  (number of students) (not identified as disadvantaged)
688,KS5_STUDEST_19,L2_FE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,SUPP,,10894,Further education (level 3 and below) (Level 2)  (number of students) (not identified as disadvantaged)
689,KS5_STUDEST_19,L2_HE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,SUPP,,428,Higher education (level 4 and above) (Level 2)  (number of students) (not identified as disadvantaged)
690,KS5_STUDEST_19,L2_OTHER_EDU_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,SUPP,,1287,Other education destinations (Level 2)  (number of students) (not identified as disadvantaged)
691,KS5_STUDEST_19,L2_EMPLOYMENT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,40,,18084,Students staying in employment for at least two terms after 16 to 18 study (Level 2)  (number of students) (not identified as disadvantaged)
692,KS5_STUDEST_19,L2_NOT_SUSTAINED_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,48,,8089,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 2)  (number of students) (not identified as disadvantaged)
693,KS5_STUDEST_19,L2_NOT_CAPTURED_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,11,,3933,Activity not captured in data (Level 2)  (number of students) (not identified as disadvantaged)
694,KS5_STUDEST_19,L2_OVERALLPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,72%,,77%,Staying in education or employment for at least two terms after 16 to 18 study (Level 2) (percentage) (not identified as disadvantaged)
695,KS5_STUDEST_19,L2_APPRENPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,7%,,19%,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 2) (percentage) (not identified as disadvantaged)
696,KS5_STUDEST_19,L2_EDUCATIONPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,NA,,,SUPP,46%,,24%,Students staying in education for at least two terms after 16 to 18 study (Level 2) (percentage) (not identified as disadvantaged)
