No,Namespace,Variable,Sacred Heart Primary School - 135029,Albert Pritchard Infant School - 103906,Ocker Hill Infant School - 103919,Ocker Hill Academy - 140140,Meadow Green Primary School - 116763,Colmers Farm Primary School - 146696,Colmers Farm Primary School - 103187,Holly Hill Methodist CofE Infant School - 103479,Joseph Turner Primary School - 103970,Curdworth Primary School - 146457,Curdworth Primary School - 125583,Blue Coat Church of England Aided Infant School - 104231,St Margaret's At Hasbury CofE Primary School - 103840,Blue Coat Church of England Aided Junior School - 104230,Compass Community School Victoria Park - 148064,Abu Bakr Girls School - 132750,Holyhead Primary Academy - 144630,Hillary Primary School - 131511,Timbertree Academy - 139768,Jubilee Park Academy - 140136,Kates Hill Primary School - 144080,Corngreaves Academy - 139742,Chuckery Primary School - 132076,Sledmere Primary School - 149221,Beechwood Church of England Primary School - 142047,Sledmere Primary School - 144081,Netherbrook Primary School - 144079,Huntingtree Primary School - 103802,Old Park Primary School - 103909,St Joseph's Catholic Primary School - 140147,Summerhill Primary Academy - 143322,Mere Green Primary School - 139452,Rednal Hill Junior School - 103248,Rednal Hill Infant School - 103249,Moor Hall Primary School - 103351,Whetstone Field Primary School - 104198,Cheswick Green Primary School - 104074,High Meadow Community School - 125584,Monkspath Junior and Infant School - 104084,Coleshill Church of England Primary School - 146171,Tipton Green Junior School - 103928,Balaam Wood School - 103529,King Edward VI Balaam Wood Academy - 147440,Al-Furqan Solihul - 103592,Al-Furqan Community College (Boys) - 136063,Colmers School and Sixth Form College - 103563,Blue Coat Church of England Academy - 138606,The Arthur Terry School - 138136,Walsall Studio School - 139789,The Coleshill School - 136986,National state-funded primary,National state-funded secondary and 16 to 18,Description
599,KS5_STUDEST_19,L3_OVERALLPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92%,86%,94%,72%,80%,,88%,Staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) 
600,KS5_STUDEST_19,L3_APPRENPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,7%,0%,18%,,7%,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3) (percentage) 
601,KS5_STUDEST_19,L3_EDUCATIONPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69%,80%,68%,55%,38%,,57%,Students staying in education for at least two terms after 16 to 18 study (Level 3) (percentage) 
602,KS5_STUDEST_19,L3_FEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,6%,1%,2%,5%,,6%,Further education (level 3 and below) (Level 3) (percentage) 
603,KS5_STUDEST_19,L3_HEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59%,74%,60%,52%,25%,,49%,Higher education (level 4 and above) (Level 3) (percentage) 
604,KS5_STUDEST_19,L3_OTHER_EDUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8%,0%,6%,2%,8%,,2%,Other education destinations (Level 3) (percentage) 
605,KS5_STUDEST_19,L3_EMPLOYMENTPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24%,6%,19%,17%,25%,,24%,Students staying in employment for at least two terms after 16 to 18 study (Level 3) (percentage) 
606,KS5_STUDEST_19,L3_NOT_SUSTAINEDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6%,9%,5%,15%,15%,,8%,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) 
607,KS5_STUDEST_19,L3_NOT_CAPTUREDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2%,6%,1%,13%,5%,,4%,Activity not captured in data (Level 3) (percentage) 
608,KS5_STUDEST_19,L3_COHORT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,SUPP,23,23,SUPP,,69736,Number of students who reached the end of 16 to 18 study in 2016/17 (Level 3)  (disadvantaged)
609,KS5_STUDEST_19,L3_OVERALL_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,SUPP,22,16,SUPP,,58907,Staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
610,KS5_STUDEST_19,L3_APPREN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,SUPP,,3986,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
611,KS5_STUDEST_19,L3_EDUCATION_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,SUPP,19,10,SUPP,,39465,Students staying in education for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
612,KS5_STUDEST_19,L3_FE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,1,0,SUPP,,5809,Further education (level 3 and below) (Level 3)  (number of students) (disadvantaged)
613,KS5_STUDEST_19,L3_HE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,SUPP,15,9,SUPP,,31767,Higher education (level 4 and above) (Level 3)  (number of students) (disadvantaged)
614,KS5_STUDEST_19,L3_OTHER_EDU_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0,3,1,SUPP,,1889,Other education destinations (Level 3)  (number of students) (disadvantaged)
615,KS5_STUDEST_19,L3_EMPLOYMENT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,SUPP,2,6,SUPP,,15456,Students staying in employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
616,KS5_STUDEST_19,L3_NOT_SUSTAINED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,SUPP,1,4,SUPP,,8094,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (disadvantaged)
617,KS5_STUDEST_19,L3_NOT_CAPTURED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,SUPP,0,3,SUPP,,2735,Activity not captured in data (Level 3)  (number of students) (disadvantaged)
618,KS5_STUDEST_19,L3_OVERALLPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,SUPP,96%,70%,SUPP,,84%,Staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged)
619,KS5_STUDEST_19,L3_APPRENPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,4%,0%,SUPP,,6%,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3) (percentage) (disadvantaged)
620,KS5_STUDEST_19,L3_EDUCATIONPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,SUPP,83%,43%,SUPP,,57%,Students staying in education for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged)
621,KS5_STUDEST_19,L3_FEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,4%,0%,SUPP,,8%,Further education (level 3 and below) (Level 3) (percentage) (disadvantaged)
622,KS5_STUDEST_19,L3_HEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36%,SUPP,65%,39%,SUPP,,46%,Higher education (level 4 and above) (Level 3) (percentage) (disadvantaged)
623,KS5_STUDEST_19,L3_OTHER_EDUPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0%,13%,4%,SUPP,,3%,Other education destinations (Level 3) (percentage) (disadvantaged)
624,KS5_STUDEST_19,L3_EMPLOYMENTPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,SUPP,9%,26%,SUPP,,22%,Students staying in employment for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged)
625,KS5_STUDEST_19,L3_NOT_SUSTAINEDPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,SUPP,4%,17%,SUPP,,12%,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) (disadvantaged)
626,KS5_STUDEST_19,L3_NOT_CAPTUREDPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,SUPP,0%,13%,SUPP,,4%,Activity not captured in data (Level 3) (percentage) (disadvantaged)
627,KS5_STUDEST_19,L3_COHORT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,SUPP,190,37,SUPP,,309705,Number of students who reached the end of 16 to 18 study in 2016/17 (Level 3)  (not identified as disadvantaged)
628,KS5_STUDEST_19,L3_OVERALL_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,SUPP,178,27,SUPP,,274800,Staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged)
629,KS5_STUDEST_19,L3_APPREN_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14,0,SUPP,,23100,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged)
630,KS5_STUDEST_19,L3_EDUCATION_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,SUPP,125,23,SUPP,,177922,Students staying in education for at least two terms after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged)
631,KS5_STUDEST_19,L3_FE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,2,1,SUPP,,17380,Further education (level 3 and below) (Level 3)  (number of students) (not identified as disadvantaged)
632,KS5_STUDEST_19,L3_HE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,SUPP,113,22,SUPP,,153616,Higher education (level 4 and above) (Level 3)  (number of students) (not identified as disadvantaged)
633,KS5_STUDEST_19,L3_OTHER_EDU_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0,10,0,SUPP,,6926,Other education destinations (Level 3)  (number of students) (not identified as disadvantaged)
634,KS5_STUDEST_19,L3_EMPLOYMENT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,SUPP,39,4,SUPP,,73778,Students staying in employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged)
635,KS5_STUDEST_19,L3_NOT_SUSTAINED_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SUPP,9,5,SUPP,,22676,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3)  (number of students) (not identified as disadvantaged)
636,KS5_STUDEST_19,L3_NOT_CAPTURED_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SUPP,3,5,SUPP,,12229,Activity not captured in data (Level 3)  (number of students) (not identified as disadvantaged)
637,KS5_STUDEST_19,L3_OVERALLPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89%,SUPP,94%,73%,SUPP,,89%,Staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged)
638,KS5_STUDEST_19,L3_APPRENPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,0%,7%,0%,SUPP,,7%,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged)
639,KS5_STUDEST_19,L3_EDUCATIONPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76%,SUPP,66%,62%,SUPP,,57%,Students staying in education for at least two terms after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged)
640,KS5_STUDEST_19,L3_FEPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,1%,3%,SUPP,,6%,Further education (level 3 and below) (Level 3) (percentage) (not identified as disadvantaged)
641,KS5_STUDEST_19,L3_HEPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68%,SUPP,59%,59%,SUPP,,50%,Higher education (level 4 and above) (Level 3) (percentage) (not identified as disadvantaged)
642,KS5_STUDEST_19,L3_OTHER_EDUPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0%,5%,0%,SUPP,,2%,Other education destinations (Level 3) (percentage) (not identified as disadvantaged)
643,KS5_STUDEST_19,L3_EMPLOYMENTPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14%,SUPP,21%,11%,SUPP,,24%,Students staying in employment for at least two terms after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged)
644,KS5_STUDEST_19,L3_NOT_SUSTAINEDPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8%,SUPP,5%,14%,SUPP,,7%,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 3) (percentage) (not identified as disadvantaged)
645,KS5_STUDEST_19,L3_NOT_CAPTUREDPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3%,SUPP,2%,14%,SUPP,,4%,Activity not captured in data (Level 3) (percentage) (not identified as disadvantaged)
646,KS5_STUDEST_19,L2_COHORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,5,NA,2,2,,79257,Number of students who reached the end of 16 to 18 study in 2016/17 (Level 2)  
647,KS5_STUDEST_19,L2_OVERALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,58519,Staying in education or employment for at least two terms after 16 to 18 study (Level 2)  (number of students) 
648,KS5_STUDEST_19,L2_APPREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,12850,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 2)  (number of students) 
649,KS5_STUDEST_19,L2_EDUCATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,19645,Students staying in education for at least two terms after 16 to 18 study (Level 2)  (number of students) 
650,KS5_STUDEST_19,L2_FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,17080,Further education (level 3 and below) (Level 2)  (number of students) 
651,KS5_STUDEST_19,L2_HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,623,Higher education (level 4 and above) (Level 2)  (number of students) 
652,KS5_STUDEST_19,L2_OTHER_EDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,1942,Other education destinations (Level 2)  (number of students) 
653,KS5_STUDEST_19,L2_EMPLOYMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,26024,Students staying in employment for at least two terms after 16 to 18 study (Level 2)  (number of students) 
654,KS5_STUDEST_19,L2_NOT_SUSTAINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,14759,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 2)  (number of students) 
655,KS5_STUDEST_19,L2_NOT_CAPTURED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,5979,Activity not captured in data (Level 2)  (number of students) 
656,KS5_STUDEST_19,L2_OVERALLPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,74%,Staying in education or employment for at least two terms after 16 to 18 study (Level 2) (percentage) 
657,KS5_STUDEST_19,L2_APPRENPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,16%,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 2) (percentage) 
658,KS5_STUDEST_19,L2_EDUCATIONPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,25%,Students staying in education for at least two terms after 16 to 18 study (Level 2) (percentage) 
659,KS5_STUDEST_19,L2_FEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,22%,Further education (level 3 and below) (Level 2) (percentage) 
660,KS5_STUDEST_19,L2_HEPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,1%,Higher education (level 4 and above) (Level 2) (percentage) 
661,KS5_STUDEST_19,L2_OTHER_EDUPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,2%,Other education destinations (Level 2) (percentage) 
662,KS5_STUDEST_19,L2_EMPLOYMENTPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,33%,Students staying in employment for at least two terms after 16 to 18 study (Level 2) (percentage) 
663,KS5_STUDEST_19,L2_NOT_SUSTAINEDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,19%,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 2) (percentage) 
664,KS5_STUDEST_19,L2_NOT_CAPTUREDPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,8%,Activity not captured in data (Level 2) (percentage) 
665,KS5_STUDEST_19,L2_COHORT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,26753,Number of students who reached the end of 16 to 18 study in 2016/17 (Level 2)  (disadvantaged)
666,KS5_STUDEST_19,L2_OVERALL_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,18037,Staying in education or employment for at least two terms after 16 to 18 study (Level 2)  (number of students) (disadvantaged)
667,KS5_STUDEST_19,L2_APPREN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,3061,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 2)  (number of students) (disadvantaged)
668,KS5_STUDEST_19,L2_EDUCATION_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,7036,Students staying in education for at least two terms after 16 to 18 study (Level 2)  (number of students) (disadvantaged)
669,KS5_STUDEST_19,L2_FE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,6186,Further education (level 3 and below) (Level 2)  (number of students) (disadvantaged)
670,KS5_STUDEST_19,L2_HE_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,195,Higher education (level 4 and above) (Level 2)  (number of students) (disadvantaged)
671,KS5_STUDEST_19,L2_OTHER_EDU_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,655,Other education destinations (Level 2)  (number of students) (disadvantaged)
672,KS5_STUDEST_19,L2_EMPLOYMENT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,7940,Students staying in employment for at least two terms after 16 to 18 study (Level 2)  (number of students) (disadvantaged)
673,KS5_STUDEST_19,L2_NOT_SUSTAINED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,6670,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 2)  (number of students) (disadvantaged)
674,KS5_STUDEST_19,L2_NOT_CAPTURED_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,2046,Activity not captured in data (Level 2)  (number of students) (disadvantaged)
675,KS5_STUDEST_19,L2_OVERALLPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,67%,Staying in education or employment for at least two terms after 16 to 18 study (Level 2) (percentage) (disadvantaged)
676,KS5_STUDEST_19,L2_APPRENPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,11%,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 2) (percentage) (disadvantaged)
677,KS5_STUDEST_19,L2_EDUCATIONPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,26%,Students staying in education for at least two terms after 16 to 18 study (Level 2) (percentage) (disadvantaged)
678,KS5_STUDEST_19,L2_FEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,23%,Further education (level 3 and below) (Level 2) (percentage) (disadvantaged)
679,KS5_STUDEST_19,L2_HEPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,1%,Higher education (level 4 and above) (Level 2) (percentage) (disadvantaged)
680,KS5_STUDEST_19,L2_OTHER_EDUPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,2%,Other education destinations (Level 2) (percentage) (disadvantaged)
681,KS5_STUDEST_19,L2_EMPLOYMENTPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,30%,Students staying in employment for at least two terms after 16 to 18 study (Level 2) (percentage) (disadvantaged)
682,KS5_STUDEST_19,L2_NOT_SUSTAINEDPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,25%,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 2) (percentage) (disadvantaged)
683,KS5_STUDEST_19,L2_NOT_CAPTUREDPER_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,8%,Activity not captured in data (Level 2) (percentage) (disadvantaged)
684,KS5_STUDEST_19,L2_COHORT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,52504,Number of students who reached the end of 16 to 18 study in 2016/17 (Level 2)  (not identified as disadvantaged)
685,KS5_STUDEST_19,L2_OVERALL_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,40482,Staying in education or employment for at least two terms after 16 to 18 study (Level 2)  (number of students) (not identified as disadvantaged)
686,KS5_STUDEST_19,L2_APPREN_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,9789,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 2)  (number of students) (not identified as disadvantaged)
687,KS5_STUDEST_19,L2_EDUCATION_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,12609,Students staying in education for at least two terms after 16 to 18 study (Level 2)  (number of students) (not identified as disadvantaged)
688,KS5_STUDEST_19,L2_FE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,10894,Further education (level 3 and below) (Level 2)  (number of students) (not identified as disadvantaged)
689,KS5_STUDEST_19,L2_HE_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,428,Higher education (level 4 and above) (Level 2)  (number of students) (not identified as disadvantaged)
690,KS5_STUDEST_19,L2_OTHER_EDU_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,1287,Other education destinations (Level 2)  (number of students) (not identified as disadvantaged)
691,KS5_STUDEST_19,L2_EMPLOYMENT_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,18084,Students staying in employment for at least two terms after 16 to 18 study (Level 2)  (number of students) (not identified as disadvantaged)
692,KS5_STUDEST_19,L2_NOT_SUSTAINED_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,8089,Students not staying in education or employment for at least two terms after 16 to 18 study (Level 2)  (number of students) (not identified as disadvantaged)
693,KS5_STUDEST_19,L2_NOT_CAPTURED_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,3933,Activity not captured in data (Level 2)  (number of students) (not identified as disadvantaged)
694,KS5_STUDEST_19,L2_OVERALLPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,77%,Staying in education or employment for at least two terms after 16 to 18 study (Level 2) (percentage) (not identified as disadvantaged)
695,KS5_STUDEST_19,L2_APPRENPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,19%,Staying in apprenticeships for at least 6 months after 16 to 18 study (Level 2) (percentage) (not identified as disadvantaged)
696,KS5_STUDEST_19,L2_EDUCATIONPER_NONDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,SUPP,NA,SUPP,SUPP,,24%,Students staying in education for at least two terms after 16 to 18 study (Level 2) (percentage) (not identified as disadvantaged)
